# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/human_genome/Homo_sapiens.GRCh38.99.gff3" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "48" "--primary" "human60705_heartReclassedAsLiver_rna_dupsRemoved.bam" "human60705_kidney_rna_dupsRemoved.bam" "human60705_liver_rna_dupsRemoved.bam" "human60705_lung_rna_dupsRemoved.bam" "human61317_heart_rna_dupsRemoved.bam" "human61317_kidney_rna_dupsRemoved.bam" "human61317_liver_rna_dupsRemoved.bam" "human61317_lung_rna_dupsRemoved.bam" "human62789_heart_rna_dupsRemoved.bam" "human62789_kidney_rna_dupsRemoved.bam" "human62789_liver_rna_dupsRemoved.bam" "human62789_lung_rna_dupsRemoved.bam" "human62905_heart_rna_dupsRemoved.bam" "human62905_kidney_rna_dupsRemoved.bam" "human62905_liver_rna_dupsRemoved.bam" "human62905_lung_rna_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	human60705_heartReclassedAsLiver_rna_dupsRemoved.bam	human60705_kidney_rna_dupsRemoved.bam	human60705_liver_rna_dupsRemoved.bam	human60705_lung_rna_dupsRemoved.bam	human61317_heart_rna_dupsRemoved.bam	human61317_kidney_rna_dupsRemoved.bam	human61317_liver_rna_dupsRemoved.bam	human61317_lung_rna_dupsRemoved.bam	human62789_heart_rna_dupsRemoved.bam	human62789_kidney_rna_dupsRemoved.bam	human62789_liver_rna_dupsRemoved.bam	human62789_lung_rna_dupsRemoved.bam	human62905_heart_rna_dupsRemoved.bam	human62905_kidney_rna_dupsRemoved.bam	human62905_liver_rna_dupsRemoved.bam	human62905_lung_rna_dupsRemoved.bam
gene:ENSG00000198674	11	123994163	123995161	-	999	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gene:ENSG00000254737	11	124012997	124018732	+	5736	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
gene:ENSG00000236981	11	124023013	124023948	+	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000234560	11	124026798	124030634	+	3837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000182634	11	124036013	124041325	-	5313	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0
gene:ENSG00000110002	11	124115404	124147721	+	32318	266	1008	210	612	144	724	204	911	22	567	94	893	156	740	137	1291
gene:ENSG00000197309	11	124183345	124188780	+	5436	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gene:ENSG00000197849	11	124241095	124254364	+	13270	2	0	0	1	1	1	0	1	1	2	0	0	2	0	1	1
gene:ENSG00000255298	11	124256376	124266218	+	9843	2	0	1	3	0	0	1	3	0	1	1	2	0	1	1	0
gene:ENSG00000196341	11	124302831	124315099	-	12269	1	1	0	0	1	0	1	0	0	1	1	2	0	0	4	1
gene:ENSG00000279116	11	124319238	124320288	-	1051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000284680	11	124382394	124384462	-	2069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000284609	11	124395534	124399024	-	3491	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000280090	11	124423904	124424893	-	990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000197125	11	124437445	124445696	-	8252	4	0	3	0	0	1	1	0	0	2	0	0	0	0	1	0
gene:ENSG00000170953	11	124539635	124545333	-	5699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000196119	11	124566660	124582942	+	16283	6	3	1	9	9	4	13	4	0	5	11	5	15	7	25	8
gene:ENSG00000154143	11	124611428	124620356	+	8929	3	1	2	3	2	0	5	5	1	0	1	0	1	2	5	8
gene:ENSG00000154144	11	124622836	124635926	+	13091	1133	953	766	1040	508	495	847	1446	139	983	605	1552	659	1443	894	2404
gene:ENSG00000110013	11	124633113	124695707	-	62595	1287	1291	973	556	676	1148	529	1001	174	1639	374	843	1121	1759	364	958
gene:ENSG00000064199	11	124673798	124697518	+	23721	1	37	5	24	2	15	4	22	1	41	1	54	3	49	5	30
gene:ENSG00000154146	11	124739942	124747210	+	7269	41	169	38	254	65	92	61	336	61	273	46	556	138	252	221	346
gene:ENSG00000019102	11	124747474	124752255	-	4782	80	155	75	478	315	130	148	750	150	371	91	1261	243	277	136	1845
gene:ENSG00000149564	11	124752583	124762290	-	9708	383	798	307	1826	1430	669	793	2397	770	1243	161	3635	1740	1220	724	4478
gene:ENSG00000120458	11	124766498	124800673	-	34176	297	667	184	486	512	848	610	652	118	1177	277	823	555	1214	407	1800
gene:ENSG00000154134	11	124865432	124881471	+	16040	99	365	69	285	513	306	162	793	77	258	87	524	473	226	99	784
gene:ENSG00000154133	11	124883691	124898500	-	14810	321	592	280	1361	775	147	251	1149	561	757	132	2985	943	605	378	4680
gene:ENSG00000165478	11	124919205	124936412	-	17208	542	10	490	11	1	2	10	2	1	7	90	3	22	6	8	3
gene:ENSG00000221932	11	124919244	124920677	+	1434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000149548	11	124954121	125041489	+	87369	84	36	62	44	12	16	30	26	7	47	60	74	23	53	48	97
gene:ENSG00000134955	11	125063067	125090312	+	27246	128	64	108	190	16	13	60	215	12	37	46	266	94	43	103	741
gene:ENSG00000150433	11	125096545	125111763	-	15219	325	347	246	304	99	190	141	241	46	433	137	315	132	313	112	510
gene:ENSG00000165495	11	125164687	125433389	+	268703	27	226	25	565	185	115	119	817	80	179	39	2138	368	180	132	2029
gene:ENSG00000149557	11	125442881	125592568	-	149688	255	239	168	688	615	114	269	703	108	192	208	1109	639	203	428	1135
gene:ENSG00000149547	11	125569280	125584684	+	15405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000134910	11	125591712	125625215	+	33504	1543	1355	1406	1082	883	873	1236	1613	223	1306	852	1204	909	1539	831	2342
gene:ENSG00000149554	11	125625665	125676255	+	50591	94	161	47	62	36	44	49	85	4	83	45	61	26	104	69	123
gene:ENSG00000134940	11	125671522	125680874	-	9353	2	5	0	0	2	1	3	0	0	0	2	0	1	9	2	7
gene:ENSG00000171053	11	125746279	125749867	+	3589	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
gene:ENSG00000196844	11	125776113	125778828	-	2716	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
gene:ENSG00000236027	11	125788127	125791600	+	3474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
gene:ENSG00000237353	11	125833316	125840072	+	6757	0	1	0	0	1	1	2	0	0	0	0	0	0	2	2	2
gene:ENSG00000198331	11	125883614	125900648	+	17035	20	13	17	9	10	14	16	8	4	27	22	8	13	27	25	32
gene:ENSG00000110060	11	125893485	125903221	-	9737	10	1	1	1	0	2	9	0	0	0	2	0	2	2	5	4
gene:ENSG00000109832	11	125903348	125943702	+	40355	28	46	9	12	17	84	15	35	3	147	14	16	8	88	20	17
gene:ENSG00000283703	11	125946056	125958647	+	12592	1	0	0	4	0	0	2	5	0	3	0	5	9	6	2	3
gene:ENSG00000064309	11	125955796	126063335	-	107540	78	96	61	180	88	50	55	573	28	86	63	251	255	175	103	288
gene:ENSG00000165526	11	126202096	126211692	-	9597	665	553	544	323	761	238	461	447	74	466	368	345	548	558	252	780
gene:ENSG00000197798	11	126211724	126262984	+	51261	224	379	179	281	538	302	320	553	78	513	209	618	423	576	231	872
gene:ENSG00000182934	11	126262938	126269144	-	6207	2711	1680	2260	1585	1224	813	1846	2341	303	1686	1767	2270	1481	2004	1250	2712
gene:ENSG00000110074	11	126269055	126278131	+	9077	1166	671	928	428	376	339	394	415	137	732	650	431	807	890	468	912
gene:ENSG00000150455	11	126283065	126298845	+	15781	558	351	424	233	157	219	262	235	48	410	320	253	246	408	156	566
gene:ENSG00000110063	11	126304060	126350005	+	45946	1459	459	1024	362	206	710	691	418	73	1006	619	439	342	1008	1182	854
gene:ENSG00000110080	11	126355640	126440344	+	84705	799	366	616	734	675	1151	740	1033	215	1025	253	1113	912	999	614	1692
gene:ENSG00000149571	11	126423358	127003460	-	580103	209	54	120	128	34	38	335	86	36	135	360	279	74	119	280	164
gene:ENSG00000279358	11	126934886	126937150	-	2265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000134954	11	128458761	128587558	-	128798	1196	1595	864	3099	1437	400	1342	3564	863	1426	753	8711	1872	2366	2355	7052
gene:ENSG00000151702	11	128686535	128813267	+	126733	301	494	205	1320	846	129	439	1221	408	488	241	4074	896	453	744	4775
gene:ENSG00000151704	11	128836315	128867373	-	31059	8	1193	12	17	9	3617	8	9	4	3240	7	52	19	2921	17	194
gene:ENSG00000120457	11	128891356	128921163	+	29808	12	66	2	94	7	142	5	60	24	330	2	98	160	71	8	124
gene:ENSG00000174370	11	128899565	128906069	-	6505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000120471	11	128934731	128943399	-	8669	9	14	4	5	2	50	1	2	0	40	5	13	2	32	2	17
gene:ENSG00000134909	11	128965060	129279324	-	314265	1019	875	645	482	273	405	299	1061	76	825	638	1523	416	935	433	1259
gene:ENSG00000043039	11	129375848	129452279	+	76432	9	174	5	14	6	125	12	23	5	250	10	33	8	301	35	32
gene:ENSG00000151715	11	129815848	129860003	+	44156	390	223	292	141	22	673	121	398	8	580	157	350	35	489	467	195
gene:ENSG00000170322	11	129863636	129895590	-	31955	867	874	610	574	317	614	545	1200	92	1002	458	1117	460	1349	495	1936
gene:ENSG00000170325	11	129899706	130002835	-	103130	399	368	285	270	173	274	313	526	45	440	307	657	244	494	357	1022
gene:ENSG00000084234	11	130068147	130144811	+	76665	4471	4623	4205	4473	2601	3721	2441	6132	857	4934	2530	6938	3111	5437	2142	6097
gene:ENSG00000149418	11	130159782	130210362	+	50581	343	1926	359	740	73	1568	329	1560	13	1518	220	1103	38	2447	274	1067
gene:ENSG00000196323	11	130226677	130314917	-	88241	909	1283	608	776	1785	1135	823	1307	129	1761	674	1735	1016	1938	730	2265
gene:ENSG00000134917	11	130404923	130428609	-	23687	11	48	13	1442	16	30	20	924	4	71	24	3185	36	107	46	2060
gene:ENSG00000166106	11	130448974	130476641	+	27668	25	79	22	535	336	165	26	951	112	677	7	488	808	223	80	456
gene:ENSG00000120451	11	130875436	130916509	-	41074	1330	1074	995	974	1172	965	1031	1291	265	2120	1080	1556	1476	2384	1077	2968
gene:ENSG00000182667	11	131370478	132336822	+	966345	59	218	61	999	65	59	121	2710	76	139	52	1045	188	161	395	5074
gene:ENSG00000279090	11	132403360	132404060	-	701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000183715	11	132414977	133532519	-	1117543	147	83	91	77	57	97	156	105	44	223	130	128	103	139	398	215
gene:ENSG00000279497	11	132771623	132773371	-	1749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000279711	11	133064697	133068129	+	3433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000279189	11	133297189	133302634	-	5446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000166118	11	133840631	133845538	-	4908	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0
gene:ENSG00000080854	11	133896438	133956985	-	60548	52	363	26	383	560	383	79	537	178	254	26	361	1542	388	139	1831
gene:ENSG00000166086	11	134069071	134152001	+	82931	211	294	163	827	530	200	348	857	119	541	114	1529	630	545	328	2313
gene:ENSG00000151503	11	134150119	134225454	-	75336	848	431	502	361	312	285	334	470	57	506	295	613	330	596	385	1211
gene:ENSG00000151502	11	134224671	134247788	+	23118	1138	814	889	760	794	714	825	1145	191	1025	892	1196	911	1008	638	1947
gene:ENSG00000151500	11	134248279	134253370	-	5092	486	577	354	406	369	336	470	413	115	574	317	397	462	512	288	714
gene:ENSG00000151498	11	134253495	134265855	+	12361	1080	946	776	613	459	537	788	947	141	1192	582	805	793	1552	644	1551
gene:ENSG00000166105	11	134274245	134319564	+	45320	20	36	9	16	7	6	18	15	4	51	13	23	8	48	29	38
gene:ENSG00000149328	11	134331874	134378341	+	46468	54	1170	36	205	34	148	35	168	12	1111	27	316	25	965	28	270
gene:ENSG00000109956	11	134378504	134412242	-	33739	137	251	77	69	20	17	306	43	10	61	114	88	16	159	163	241
gene:ENSG00000279046	11	134985683	134986799	+	1117	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gene:ENSG00000120645	12	66767	178455	+	111689	57	179	67	709	223	47	286	375	292	707	38	504	309	545	148	618
gene:ENSG00000111181	12	190077	214570	-	24494	2287	1027	1880	97	41	744	387	108	7	1642	1578	73	30	2208	364	139
gene:ENSG00000010379	12	220621	262873	-	42253	2095	1651	1595	57	85	174	252	100	22	4074	1380	70	116	4578	317	251
gene:ENSG00000073614	12	280057	389320	-	109264	1003	764	626	913	433	473	697	1102	119	876	525	1647	674	1987	810	2494
gene:ENSG00000120647	12	389273	442642	+	53370	145	155	94	139	74	101	76	162	29	223	80	241	91	158	148	447
gene:ENSG00000139044	12	459939	563509	+	103571	40	507	38	232	735	747	70	1266	182	1513	57	1526	1297	1799	175	1428
gene:ENSG00000171840	12	564296	663779	-	99484	1012	230	860	503	310	124	161	606	85	231	465	1003	466	207	260	842
gene:ENSG00000060237	12	752579	911452	+	158874	2913	3238	2129	2749	3013	3123	2435	4430	754	6233	1254	6052	3748	9222	1883	6754
gene:ENSG00000002016	12	911736	990053	-	78318	420	545	325	341	552	576	702	1111	105	674	333	613	611	916	477	1375
gene:ENSG00000082805	12	990509	1495933	+	505425	966	1066	719	941	718	575	698	1587	247	1386	606	2382	1008	1444	979	2601
gene:ENSG00000111186	12	1529891	1647212	+	117322	127	175	94	159	182	61	125	343	58	238	137	355	179	227	122	374
gene:ENSG00000171823	12	1565993	1594581	-	28589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000006831	12	1688574	1788674	+	100101	1586	830	1270	1294	937	673	1087	1844	197	975	1623	1413	1048	1251	1128	3661
gene:ENSG00000151062	12	1791963	1918666	-	126704	52	71	42	108	17	16	37	48	25	112	49	81	27	60	68	171
gene:ENSG00000166159	12	1820267	1836753	+	16487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000151065	12	1946053	2004535	-	58483	130	211	109	134	77	113	98	161	26	139	107	151	37	162	64	244
gene:ENSG00000151067	12	1970786	2697950	+	727165	89	390	84	549	870	167	148	671	677	340	71	1056	2762	308	278	1504
gene:ENSG00000004478	12	2794970	2805423	+	10454	1055	1039	812	439	2447	2413	3164	7592	217	1599	959	2999	1202	2131	1293	1851
gene:ENSG00000111203	12	2812622	2859791	+	47170	609	830	602	537	305	532	424	611	136	868	407	799	353	962	268	1080
gene:ENSG00000053702	12	2825348	2835544	-	10197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000283297	12	2849046	2857039	-	7994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000111206	12	2857681	2877155	-	19475	100	51	78	55	13	14	28	35	2	53	24	48	12	81	52	71
gene:ENSG00000171792	12	2876258	2889524	+	13267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000078246	12	2877223	2941138	+	63916	382	950	321	614	488	635	561	1133	99	700	212	883	475	1476	412	1255
gene:ENSG00000197905	12	2959330	3040676	+	81347	100	309	60	294	587	259	341	596	64	187	46	698	351	519	229	2027
gene:ENSG00000011105	12	3077355	3286564	+	209210	1919	2321	1555	1657	1785	1637	1708	2570	1124	2692	1872	3178	3273	3585	1558	3815
gene:ENSG00000111218	12	3381349	3593973	+	212625	21	34	17	296	12	41	27	335	7	68	13	234	15	68	67	261
gene:ENSG00000130038	12	3606633	3764819	-	158187	82	137	78	262	152	24	158	191	35	69	125	595	218	114	207	1002
gene:ENSG00000280202	12	3610307	3612003	-	1697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000111224	12	3791047	3873448	-	82402	680	429	471	457	339	436	370	638	71	568	284	882	395	680	404	1210
gene:ENSG00000118971	12	4273762	4305353	+	31592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000285901	12	4273762	4405490	+	131729	3	4	3	4	7	6	8	7	4	6	5	10	8	7	24	16
gene:ENSG00000078237	12	4307763	4360028	+	52266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000118972	12	4368227	4379712	-	11486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000111241	12	4428155	4445614	-	17460	3	5	4	1	0	3	6	3	0	6	2	11	3	4	25	2
gene:ENSG00000047621	12	4487735	4538508	-	50774	329	301	204	293	235	306	280	280	42	383	169	299	269	385	204	650
gene:ENSG00000111247	12	4538798	4560048	+	21251	104	34	60	33	6	6	7	22	1	41	24	49	18	12	16	55
gene:ENSG00000010219	12	4562204	4615302	+	53099	19	33	15	73	7	13	33	27	3	33	16	176	13	24	19	67
gene:ENSG00000272921	12	4604944	4662643	+	57700	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
gene:ENSG00000111254	12	4615508	4649051	-	33544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000139180	12	4649095	4694317	+	45223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000255639	12	4649101	4774184	+	125084	11	15	6	20	138	32	39	16	14	48	13	18	266	69	62	133
gene:ENSG00000130035	12	4720400	4851927	+	131528	18	26	9	37	48	17	28	35	18	34	22	38	42	33	46	95
gene:ENSG00000151079	12	4809176	4813412	+	4237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000111262	12	4909905	4918256	+	8352	1	0	1	3	0	0	0	2	0	4	0	24	2	3	0	3
gene:ENSG00000130037	12	5043879	5046788	+	2910	4	15	5	64	36	14	11	112	150	75	2	100	103	63	22	142
gene:ENSG00000185652	12	5432108	5521536	+	89429	228	111	198	48	22	35	180	46	29	63	149	83	138	113	190	129
gene:ENSG00000047617	12	5531869	5946232	-	414364	83	189	78	853	1771	148	170	1756	258	173	71	1843	1015	204	258	4802
gene:ENSG00000110799	12	5948874	6124770	-	175897	314	1909	404	9716	4610	423	331	9540	2198	392	137	7841	6211	848	503	14045
gene:ENSG00000010278	12	6199715	6238271	+	38557	433	1591	428	1854	784	1352	640	2682	340	1502	344	3820	1739	2514	886	4161
gene:ENSG00000008323	12	6310436	6328506	+	18071	83	69	61	42	16	67	63	115	2	104	128	386	68	154	65	120
gene:ENSG00000067182	12	6328757	6342114	-	13358	2252	1767	1877	1558	1964	1054	2020	2208	210	872	872	2489	1339	2371	1719	4434
gene:ENSG00000111319	12	6346843	6377730	-	30888	487	4109	454	1794	34	4529	271	4012	16	4119	139	2299	50	6002	266	3446
gene:ENSG00000111321	12	6375045	6391571	+	16527	2074	1746	1746	990	1144	762	1703	1881	202	879	1025	1520	808	1752	1191	2614
gene:ENSG00000139193	12	6444867	6451718	+	6852	257	467	201	448	211	340	248	467	46	408	186	426	255	545	159	692
gene:ENSG00000139192	12	6451690	6466517	+	14828	585	733	491	591	222	358	331	477	117	581	485	673	317	721	299	1018
gene:ENSG00000139190	12	6462237	6470987	-	8751	27	44	20	41	15	27	20	121	6	50	39	182	21	57	22	87
gene:ENSG00000111639	12	6491886	6493841	-	1956	576	461	486	367	648	456	471	477	181	537	361	374	645	563	397	522
gene:ENSG00000010292	12	6493356	6531955	+	38600	480	662	302	591	371	453	421	951	92	596	277	740	381	827	284	1245
gene:ENSG00000111640	12	6534512	6538374	+	3863	2113	2378	1934	1734	1845	1578	1806	2301	1275	1711	1303	1905	2206	2459	1723	2271
gene:ENSG00000010295	12	6538375	6556083	-	17709	595	735	478	1066	470	211	463	763	256	579	473	898	583	635	442	1865
gene:ENSG00000111641	12	6556863	6568691	-	11829	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gene:ENSG00000285238	12	6556886	6607367	-	50482	9	13	4	8	17	21	7	4	1	21	3	16	8	23	3	32
gene:ENSG00000111642	12	6570082	6614524	-	44443	15	43	15	21	5	23	11	17	3	40	10	60	24	38	11	70
gene:ENSG00000184574	12	6618835	6635960	-	17126	44	57	14	65	37	28	31	88	24	43	28	66	138	39	54	155
gene:ENSG00000111644	12	6638075	6647433	-	9359	52	40	33	133	26	138	91	97	6	63	44	150	43	60	77	273
gene:ENSG00000111653	12	6650301	6663142	-	12842	352	617	272	413	422	469	387	441	107	610	339	477	401	604	214	852
gene:ENSG00000126746	12	6666477	6689572	-	23096	710	1137	557	783	764	620	824	1270	226	1159	457	1182	683	1432	525	1854
gene:ENSG00000139200	12	6693792	6700800	-	7009	10	22	3	25	3	15	5	6	10	29	10	27	7	18	0	18
gene:ENSG00000111652	12	6724014	6731875	+	7862	967	969	853	720	694	672	639	835	225	1062	625	829	1019	1180	409	1116
gene:ENSG00000089693	12	6747996	6767475	-	19480	1671	1445	1395	1010	1266	1017	1404	1720	459	1521	1497	1563	1464	1820	1240	1751
gene:ENSG00000159335	12	6765516	6770952	+	5437	1269	856	1176	879	985	1091	1233	2468	418	1063	1744	1656	745	1328	1116	1539
gene:ENSG00000089692	12	6772512	6778455	+	5944	40	34	23	79	28	5	19	130	5	12	286	335	26	48	84	154
gene:ENSG00000010610	12	6786858	6820799	+	33942	1401	344	1253	1514	96	95	1408	1447	60	293	1128	2171	267	339	1428	2480
gene:ENSG00000250510	12	6821624	6829972	+	8349	78	117	43	365	365	104	179	755	151	113	96	591	260	118	132	1009
gene:ENSG00000110811	12	6828407	6839847	+	11441	56	222	69	247	502	177	163	586	126	213	40	352	492	270	76	673
gene:ENSG00000111664	12	6839954	6847393	+	7440	13	49	15	53	186	85	65	113	20	52	10	28	279	108	13	178
gene:ENSG00000111665	12	6844793	6852066	-	7274	73	24	45	17	5	23	20	33	3	27	31	15	0	32	14	44
gene:ENSG00000111667	12	6852128	6866632	+	14505	1184	1163	1084	649	716	683	425	993	150	995	536	913	737	1158	336	1275
gene:ENSG00000111669	12	6867119	6870948	+	3830	1527	1649	1328	1269	1203	1222	1409	2741	564	1517	934	1904	1618	1899	1277	1665
gene:ENSG00000111671	12	6870935	6889358	-	18424	105	363	89	153	56	58	58	408	21	291	118	414	66	296	52	297
gene:ENSG00000010626	12	6873569	6914241	+	40673	109	461	80	499	176	216	109	527	47	441	77	1120	212	435	95	768
gene:ENSG00000111674	12	6913745	6923698	+	9954	238	918	115	1084	684	555	1024	2878	128	315	102	1402	533	697	383	2096
gene:ENSG00000111676	12	6924463	6942321	+	17859	931	2539	805	1894	3379	2991	1966	4687	828	2567	904	3984	2987	3661	1202	4872
gene:ENSG00000111678	12	6942978	6946003	+	3026	451	538	398	588	632	437	524	679	205	566	435	750	530	579	412	722
gene:ENSG00000111679	12	6946468	6961316	+	14849	653	785	550	1307	84	574	359	1206	45	578	495	1856	178	755	467	1722
gene:ENSG00000215021	12	6965327	6970753	-	5427	1765	1435	1480	1113	980	897	1019	1164	436	1365	1426	1152	1475	1543	906	1572
gene:ENSG00000126749	12	6970913	6997428	+	26516	411	352	298	283	363	222	314	444	44	335	193	393	367	351	202	495
gene:ENSG00000111684	12	6976185	7018477	-	42293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000182326	12	6988259	7071032	+	82774	8598	2932	7901	3985	3270	929	5514	5123	452	1028	5634	3547	2921	2078	3665	5464
gene:ENSG00000159403	12	7080214	7092540	-	12327	3785	1577	3655	1984	2187	628	3462	2888	220	506	2708	1398	1665	1152	2606	2593
gene:ENSG00000139178	12	7089587	7109238	-	19652	3734	1787	3428	1055	477	374	1321	1202	78	389	1387	931	467	936	1275	1457
gene:ENSG00000139194	12	7115736	7128889	-	13154	1191	1624	1114	125	115	263	731	212	20	1779	1451	191	111	1882	770	463
gene:ENSG00000139182	12	7129698	7158945	+	29248	1121	1777	1021	448	311	634	987	1151	59	1031	812	838	368	1677	843	1302
gene:ENSG00000139197	12	7188685	7218574	+	29890	681	616	625	303	305	278	422	591	90	733	462	582	326	846	310	672
gene:ENSG00000215009	12	7304284	7328724	+	24441	6	10	5	13	20	7	16	18	7	8	1	24	30	8	23	112
gene:ENSG00000177675	12	7346685	7479897	-	133213	170	186	123	308	76	79	128	260	44	153	56	322	176	174	137	840
gene:ENSG00000177575	12	7470813	7503893	-	33081	1977	688	1665	3739	371	70	560	2635	30	87	524	1725	412	86	676	2970
gene:ENSG00000111701	12	7649400	7665908	-	16509	13	4	12	3	3	3	16	12	4	8	4	8	9	13	25	15
gene:ENSG00000184344	12	7689784	7695775	-	5992	1	4	3	0	3	3	7	9	1	20	2	1	3	5	19	4
gene:ENSG00000187569	12	7711433	7717559	+	6127	1	1	0	1	0	2	1	4	0	3	2	5	1	8	14	6
gene:ENSG00000198178	12	7729415	7751605	-	22191	14	17	14	6	8	8	16	15	4	10	11	27	9	20	35	31
gene:ENSG00000205857	12	7765216	7774121	+	8906	7	2	7	2	1	0	2	8	2	7	3	10	3	10	19	15
gene:ENSG00000111704	12	7787794	7799146	+	11353	8	5	4	7	1	7	4	4	2	5	1	6	3	10	10	14
gene:ENSG00000173262	12	7812512	7891148	-	78637	219	220	168	836	204	87	660	1299	87	73	67	1855	920	542	1348	1895
gene:ENSG00000059804	12	7919230	7936187	-	16958	929	950	601	3925	963	295	3083	5796	321	291	126	7921	4530	2653	6880	9568
gene:ENSG00000065970	12	8032716	8055517	+	22802	346	664	275	712	652	352	325	1322	161	594	267	1508	762	785	301	1628
gene:ENSG00000171860	12	8056844	8066359	-	9516	89	84	77	550	79	21	120	881	5	49	31	339	109	42	115	658
gene:ENSG00000089818	12	8076939	8097881	+	20943	651	514	477	619	416	388	561	1068	93	724	301	1242	608	871	581	1382
gene:ENSG00000279865	12	8080381	8082163	-	1783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSG00000111729	12	8123632	8138607	+	14976	70	80	39	95	49	83	96	125	17	56	41	265	55	150	143	409
gene:ENSG00000284393	12	8138140	8175320	+	37181	3	4	3	12	2	1	7	13	2	9	4	11	7	7	6	11
gene:ENSG00000196946	12	8157034	8188537	+	31504	12	26	7	15	14	23	12	19	8	27	4	42	17	21	11	30
gene:ENSG00000171847	12	8221260	8227618	-	6359	4	34	3	14	7	17	5	17	5	22	4	50	12	39	8	34
gene:ENSG00000205846	12	8455962	8478330	+	22369	59	58	50	51	44	32	41	79	28	57	43	70	50	63	50	73
gene:ENSG00000166527	12	8509475	8522366	+	12892	57	63	42	87	43	35	43	58	9	52	32	56	53	56	58	226
gene:ENSG00000166523	12	8533305	8540905	-	7601	34	111	26	304	24	17	120	263	1	15	15	38	108	38	124	751
gene:ENSG00000111732	12	8602170	8612867	-	10698	1	1	0	3	0	1	3	5	1	0	0	6	1	9	11	5
gene:ENSG00000280345	12	8631545	8632259	-	715	0	0	1	0	0	2	0	1	0	1	0	0	1	0	0	0
gene:ENSG00000197614	12	8637346	8662888	-	25543	49	204	30	584	160	43	49	541	111	82	43	225	521	70	73	266
gene:ENSG00000166532	12	8681600	8783095	+	101496	183	1338	144	1065	945	629	275	1610	224	1589	155	1831	1529	1747	535	2540
gene:ENSG00000166535	12	8822621	8887001	+	64381	45	48	23	40	29	44	50	33	10	59	15	47	35	49	88	63
gene:ENSG00000111752	12	8913896	8941467	+	27572	194	866	150	432	403	683	231	863	112	811	101	846	676	1261	322	1672
gene:ENSG00000003056	12	8940361	8949761	-	9401	676	917	553	836	569	472	475	971	109	939	356	1250	587	1001	319	1567
