# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/zootermopsis_nevadensis_genome/GCA_000696155.1_ZooNev1.0_genomic.gff" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "36" "--primary" "SRR3139733_dupsRemoved.bam" "SRR3139734_dupsRemoved.bam" "SRR3139735_dupsRemoved.bam" "SRR3139736_dupsRemoved.bam" "SRR3139737_dupsRemoved.bam" "SRR3139738_dupsRemoved.bam" "SRR3139739_dupsRemoved.bam" "SRR3139740_dupsRemoved.bam" "SRR3139741_dupsRemoved.bam" "SRR3139742_dupsRemoved.bam" "SRR3139743_dupsRemoved.bam" "SRR3139744_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR3139733_dupsRemoved.bam	SRR3139734_dupsRemoved.bam	SRR3139735_dupsRemoved.bam	SRR3139736_dupsRemoved.bam	SRR3139737_dupsRemoved.bam	SRR3139738_dupsRemoved.bam	SRR3139739_dupsRemoved.bam	SRR3139740_dupsRemoved.bam	SRR3139741_dupsRemoved.bam	SRR3139742_dupsRemoved.bam	SRR3139743_dupsRemoved.bam	SRR3139744_dupsRemoved.bam
gene3147	KK852544.1	196110	200711	+	4602	246	50	207	55	69	187	153	28	109	88	69	78
gene3148	KK852544.1	200714	205701	-	4988	72	20	49	20	63	114	31	46	33	79	34	25
gene3149	KK852544.1	209609	213701	+	4093	23	12	28	40	72	52	19	46	16	74	385	29
gene3150	KK852544.1	216012	220103	+	4092	347	79	161	180	200	146	179	153	171	183	117	119
gene3151	KK852544.1	288118	305846	+	17729	261	101	268	149	156	213	165	113	86	223	104	85
gene3152	KK852544.1	425937	430540	-	4604	215	93	131	185	95	53	170	109	127	249	113	133
gene3153	KK852544.1	436177	456935	-	20759	2615	834	2090	1028	1192	2003	1817	777	890	1774	1596	1225
gene3154	KK852544.1	457625	458117	+	493	1569	596	929	1076	1460	924	973	1292	530	626	770	981
gene3155	KK852544.1	461187	462939	-	1753	255	113	180	163	297	249	104	100	45	99	71	120
gene3156	KK852544.1	463460	465125	+	1666	2389	1183	1226	2714	8716	1622	482	773	414	753	114	370
gene3157	KK852544.1	464957	471908	-	6952	3340	1578	2738	2637	7273	2783	533	518	319	868	151	431
gene3158	KK852544.1	477828	485788	+	7961	3941	1770	2397	3854	7314	3790	3219	5465	2260	7884	3817	2693
gene3159	KK852544.1	503098	517591	-	14494	430	70	203	64	109	80	283	72	218	141	136	77
gene3160	KK852544.1	564375	573633	-	9259	604	196	600	175	172	586	362	68	212	213	77	215
gene3161	KK852544.1	1060066	1067751	-	7686	669	297	439	591	683	544	407	595	304	901	450	465
gene3162	KK852544.1	1069991	1088866	-	18876	3973	1311	2960	1245	1426	2361	3191	1854	1127	2471	1899	2269
gene3163	KK852544.1	1104374	1108118	+	3745	1483	503	738	326	368	457	517	275	205	653	436	300
gene3164	KK852544.1	1112317	1114414	-	2098	747	184	508	352	587	421	329	91	209	259	122	184
gene3165	KK852544.1	1123058	1138263	+	15206	591	224	671	247	489	694	190	46	111	141	93	186
gene3166	KK852544.1	1144157	1162500	-	18344	1381	464	1273	502	601	1212	780	257	430	713	537	450
gene3167	KK852544.1	1173074	1176168	+	3095	6372	3297	3119	4756	7349	3975	7262	13883	2875	9980	5185	8101
gene3168	KK852544.1	1211083	1219082	-	8000	1349	845	1508	322	249	1390	13213	6975	2236	17891	4251	9313
gene3169	KK852544.1	1223179	1231064	+	7886	1250	1142	1410	91	77	1282	4199	2313	429	4415	3644	2160
gene3170	KK852544.1	1236996	1243316	+	6321	54343	43477	35182	12294	7654	71543	148606	21858	10311	24300	18775	88388
gene3171	KK852544.1	1241220	1242006	-	787	0	0	0	0	0	0	0	0	0	0	0	0
gene3172	KK852544.1	1250828	1260216	+	9389	13322	15683	10671	4151	1640	18871	114928	60660	6618	120316	147804	98093
gene3173	KK852544.1	1262098	1263562	-	1465	616	194	375	400	662	341	333	310	206	303	401	334
gene3174	KK852544.1	1282271	1287999	+	5729	529	292	287	441	564	425	317	384	205	567	259	255
gene3175	KK852544.1	1290981	1292189	-	1209	35	21	17	57	35	26	37	92	21	63	11	28
gene3176	KK852544.1	1304405	1313323	+	8919	53	41	135	66	40	170	49	17	25	90	36	50
gene3177	KK852544.1	1318257	1319456	+	1200	273	104	154	267	278	148	170	219	106	225	175	154
gene3178	KK852544.1	1324079	1333688	-	9610	2201	652	1158	416	554	1031	1467	935	553	1354	521	2000
gene3179	KK852544.1	1354379	1370831	+	16453	236	103	370	140	95	508	192	52	110	147	120	178
gene3180	KK852544.1	1376198	1383797	+	7600	153	59	55	49	80	80	118	114	29	53	92	109
gene3181	KK852544.1	1384155	1384859	+	705	2	0	1	0	7	1	2	20	0	15	2	2
gene3182	KK852544.1	1391245	1392743	+	1499	32	1	13	18	145	2	2	16	3	86	0	1
gene3183	KK852544.1	1394967	1401803	-	6837	671	265	424	604	652	357	433	507	352	1166	339	379
gene3184	KK852544.1	1403424	1407486	-	4063	1465	565	1020	717	705	936	1121	577	570	964	877	837
gene3185	KK852544.1	1410670	1413956	-	3287	398	156	267	390	441	360	280	205	151	567	262	255
gene3186	KK852544.1	1424225	1487859	-	63635	91	21	46	22	35	41	57	32	35	54	20	26
gene3187	KK852545.1	55638	104952	+	49315	5020	5071	5777	6239	2920	5110	2904	4812	1100	3454	1014	1125
gene3188	KK852545.1	228929	231650	+	2722	0	0	2	0	1	0	0	0	0	5	2	0
gene3189	KK852546.1	12319	36582	-	24264	1672	644	1228	1015	1024	1347	1118	621	559	986	810	759
gene3190	KK852546.1	47665	48017	-	353	141	27	40	92	144	49	100	96	90	64	66	50
gene3191	KK852546.1	57645	80972	-	23328	331	48	265	44	68	267	244	42	228	68	72	52
gene3192	KK852547.1	5395	50305	-	44911	2394	1162	1469	1606	1993	2371	519	854	272	314	520	601
gene3193	KK852547.1	70380	182629	-	112250	275	182	266	151	239	342	196	129	203	271	192	191
gene3194	KK852547.1	172657	173337	+	681	0	0	0	0	0	0	0	0	0	0	0	0
gene3195	KK852547.1	217333	217542	+	210	0	0	0	1	1	3	1	0	0	0	0	0
gene3196	KK852547.1	249198	256102	-	6905	2076	218	1250	279	277	425	1499	338	1171	300	263	331
gene3197	KK852547.1	260869	266579	+	5711	85	36	68	41	67	81	93	44	46	78	71	101
gene3198	KK852547.1	268080	268841	-	762	1315	270	658	301	350	531	783	276	529	272	358	408
gene3199	KK852547.1	274214	274649	+	436	9	3	6	6	5	8	5	3	4	9	7	4
gene3200	KK852547.1	274453	291083	-	16631	3265	765	1761	1212	1691	1190	1855	812	1592	1195	839	932
gene3201	KK852547.1	294609	299000	-	4392	1198	163	659	183	282	258	757	177	652	297	193	235
gene3202	KK852547.1	302901	311248	-	8348	396	30	160	36	19	60	121	29	188	26	18	29
gene3203	KK852547.1	365549	366103	-	555	46	1	26	1	1	2	7	0	21	1	1	1
gene3204	KK852548.1	300495	300701	+	207	4	0	0	1	3	0	1	1	0	2	0	0
gene3205	KK852548.1	320949	341653	-	20705	471	146	397	172	170	361	308	115	229	308	88	177
gene3206	KK852548.1	441032	450126	-	9095	124	14	76	7	10	28	67	11	44	32	13	9
gene3207	KK852548.1	791571	806148	+	14578	48	5	40	5	8	29	33	9	25	23	32	24
gene3208	KK852548.1	848568	849035	+	468	3	6	7	1	4	10	0	4	4	2	3	5
gene3209	KK852548.1	876476	1055430	+	178955	3658	1548	2926	2559	2948	3337	1934	834	1223	3398	1272	1404
gene3210	KK852548.1	1051974	1052427	-	454	0	0	0	0	0	0	0	0	0	0	0	0
gene3211	KK852548.1	1065740	1080218	-	14479	966	232	552	467	545	610	646	457	447	801	378	489
gene3212	KK852548.1	1071335	1074240	+	2906	0	0	0	0	0	0	0	0	0	0	0	0
gene3213	KK852548.1	1088738	1089052	+	315	312	144	311	191	187	313	205	61	86	170	170	238
gene3214	KK852548.1	1096182	1096565	+	384	480	236	374	409	461	403	387	364	181	430	323	474
gene3215	KK852548.1	1102630	1107716	+	5087	6	3	9	9	5	8	3	2	3	11	2	1
gene3216	KK852548.1	1108953	1135027	+	26075	935	391	935	358	439	1070	668	241	339	514	543	576
gene3217	KK852548.1	1145514	1154487	-	8974	1000	416	747	798	823	884	511	393	363	813	464	534
gene3218	KK852548.1	1219547	1224670	+	5124	342	62	232	74	71	212	220	76	155	182	88	127
gene3219	KK852548.1	1230544	1231608	+	1065	591	122	396	230	247	329	431	238	353	299	227	235
gene3220	KK852548.1	1235431	1244429	+	8999	1196	336	1158	480	539	992	754	183	499	560	567	621
gene3221	KK852548.1	1288530	1291049	-	2520	1651	792	2425	453	568	2542	458	119	85	205	153	451
gene3222	KK852548.1	1442207	1442661	+	455	0	0	4	1	2	7	0	0	1	3	0	2
gene3223	KK852548.1	1485266	1507304	+	22039	1580	281	1529	294	307	1026	1127	200	696	285	429	548
gene3224	KK852548.1	1521926	1531368	-	9443	5639	3327	3662	5202	13283	4141	1044	515	406	720	1028	1301
gene3225	KK852548.1	1526263	1533922	+	7660	1062	635	965	600	1762	1092	198	49	63	82	207	298
gene3226	KK852548.1	1588687	1590637	+	1951	51	14	78	31	32	102	28	17	19	36	26	27
gene3227	KK852549.1	38303	42613	+	4311	118	49	73	11	18	151	44	17	9	14	11	86
gene3228	KK852549.1	46905	48044	+	1140	30	20	30	21	23	46	36	28	6	7	3	28
gene3229	KK852549.1	54154	82565	+	28412	1737	789	1103	546	1024	1484	1918	1579	642	1939	88	2501
gene3230	KK852549.1	84561	91001	+	6441	571	309	343	361	348	445	364	376	287	895	432	496
gene3231	KK852549.1	96716	100216	+	3501	475	282	301	135	176	399	1072	1100	424	518	81	1458
gene3232	KK852549.1	110413	126432	-	16020	792	314	1484	218	236	1838	499	112	326	587	558	457
gene3233	KK852549.1	295725	322548	-	26824	18	15	17	23	29	27	18	21	30	48	19	12
gene3234	KK852549.1	369856	370791	+	936	250	71	234	56	36	190	176	81	65	145	597	228
gene3235	KK852549.1	376964	378644	+	1681	298	127	216	113	97	247	164	82	84	160	105	154
gene3236	KK852549.1	389350	396672	+	7323	6152	2893	3522	3801	3772	5272	8770	10856	5196	6216	5092	9256
gene3237	KK852549.1	393448	409754	-	16307	6294	3049	4936	1717	1810	5971	10759	6194	2841	3634	5375	10391
gene3238	KK852549.1	404219	405380	+	1162	0	0	0	0	0	0	0	0	0	0	0	0
gene3239	KK852549.1	414838	422363	-	7526	150	39	121	50	61	106	86	18	50	83	60	47
gene3240	KK852549.1	425085	425696	-	612	257	53	138	60	77	136	152	70	104	62	81	91
gene3241	KK852549.1	429264	436733	+	7470	1302	2400	703	4847	2434	5042	1555	1790	1190	2236	552	1079
gene3242	KK852549.1	437970	448593	-	10624	1640	396	945	788	762	654	1257	587	921	813	469	477
gene3243	KK852549.1	451261	452817	-	1557	297	72	329	91	107	129	270	78	115	120	66	101
gene3244	KK852549.1	457353	462688	+	5336	122	63	88	67	72	132	71	132	44	83	78	106
gene3245	KK852549.1	459865	460969	-	1105	0	0	0	0	0	0	0	0	0	0	0	0
gene3246	KK852549.1	463570	467542	-	3973	1634	509	891	751	835	758	1031	927	769	778	725	701
gene3247	KK852549.1	465887	466105	+	219	0	0	0	0	0	0	0	0	0	0	0	0
gene3248	KK852549.1	479392	483079	-	3688	165	425	273	124	66	95	78	34	37	138	44	64
gene3249	KK852549.1	493053	516895	+	23843	29	13	31	14	20	31	27	48	22	49	30	14
gene3250	KK852549.1	528384	530649	+	2266	10	0	9	2	3	1	14	6	6	3	0	4
gene3251	KK852549.1	532747	541107	-	8361	584	318	470	577	1194	437	1337	1488	696	2534	67	1570
gene3252	KK852549.1	548785	552525	-	3741	697	293	460	419	433	433	495	329	266	418	608	396
gene3253	KK852549.1	665517	685116	+	19600	151	58	115	37	28	106	75	33	32	45	1432	98
gene3254	KK852549.1	722819	724860	+	2042	31	18	39	23	11	27	24	6	6	57	62	27
gene3255	KK852549.1	747929	766334	+	18406	615	295	304	342	280	409	352	228	134	545	953	289
gene3256	KK852549.1	768694	772802	+	4109	1784	690	1152	1033	1346	1059	1515	1526	936	1652	861	1318
gene3257	KK852549.1	776790	781971	-	5182	11760	5832	7460	10108	12855	7512	3544	1947	1953	1719	2366	2683
gene3258	KK852549.1	833900	844359	-	10460	222	108	392	86	126	403	109	26	53	129	198	107
gene3259	KK852549.1	835940	836531	+	592	0	0	0	0	0	0	0	0	0	0	0	0
gene3260	KK852549.1	873232	883707	-	10476	454	81	247	55	105	132	468	275	220	168	30	175
gene3261	KK852549.1	890206	913945	+	23740	1713	365	935	453	1060	829	734	620	554	412	34	143
gene3262	KK852549.1	918117	930983	+	12867	1642	932	1419	1679	1569	1533	2362	2434	1128	3778	91	2093
gene3263	KK852549.1	936807	945723	+	8917	284	47	271	47	38	194	241	22	139	121	151	84
gene3264	KK852549.1	952542	965679	-	13138	3444	1176	2786	1454	1854	2732	2379	1478	1198	1992	1861	2232
gene3265	KK852549.1	954319	954791	+	473	0	0	0	0	0	0	0	0	0	0	0	0
gene3266	KK852549.1	966419	974513	+	8095	717	305	874	270	347	853	514	172	236	338	453	560
gene3267	KK852549.1	978963	980935	-	1973	3778	1922	2019	3619	3959	2431	2545	4392	1558	2997	2172	2660
gene3268	KK852549.1	981765	990258	+	8494	11298	4283	9267	6833	8787	10386	9926	10165	6002	10771	6701	11552
gene3269	KK852549.1	1027204	1033587	+	6384	1318	532	852	310	300	1084	1730	721	580	612	3279	1795
gene3270	KK852549.1	1037930	1052660	+	14731	798	237	778	166	160	780	531	73	236	315	229	388
gene3271	KK852549.1	1058093	1058524	-	432	16	12	15	22	23	19	10	21	11	29	40	17
gene3272	KK852549.1	1060220	1061475	-	1256	77	32	41	87	61	37	52	81	38	128	70	65
gene3273	KK852549.1	1065594	1068110	-	2517	29	9	43	20	82	16	118	9	7	10	7	5
gene3274	KK852549.1	1074988	1076203	+	1216	58	22	44	82	69	46	45	91	22	103	39	41
gene3275	KK852549.1	1085820	1090924	-	5105	8568	3790	6379	3159	2329	7027	4935	1887	2640	4186	4643	4036
gene3276	KK852549.1	1112750	1114801	-	2052	317	174	488	172	343	680	151	68	41	39	275	191
gene3277	KK852549.1	1393995	1404064	+	10070	31445	17055	24169	24376	30334	24548	18418	11362	7055	10354	24801	17885
gene3278	KK852549.1	1471231	1472419	-	1189	1765	820	2251	529	613	2711	2349	973	1229	860	600	4605
gene3279	KK852549.1	1479746	1486790	+	7045	773	115	480	150	184	289	550	125	432	238	245	163
gene3280	KK852549.1	1492021	1495543	+	3523	1189	186	594	350	401	333	863	456	591	371	235	307
gene3281	KK852549.1	1496806	1506510	+	9705	3670	1173	2612	1507	2127	2567	2574	1347	1170	1541	2303	2248
gene3282	KK852549.1	1607837	1618473	+	10637	566	153	471	204	183	485	330	51	200	173	395	83
gene3283	KK852549.1	1628349	1643866	+	15518	871	307	967	261	346	806	565	114	429	343	610	395
gene3284	KK852549.1	1645377	1649144	+	3768	264	113	176	140	169	145	197	95	136	163	207	125
gene3285	KK852549.1	1666148	1667678	-	1531	42	9	20	9	8	32	24	18	16	32	28	16
gene3286	KK852549.1	1670109	1671415	-	1307	14	3	8	5	7	21	10	12	7	10	19	13
gene3287	KK852549.1	1694560	1695099	+	540	42	21	96	4	6	114	33	8	17	19	30	51
gene3288	KK852549.1	1695195	1716526	+	21332	31	22	82	31	25	83	54	40	53	96	36	60
gene3289	KK852549.1	1757587	1757907	+	321	2	1	0	1	0	4	2	0	0	1	0	2
gene3290	KK852549.1	1831640	1848389	+	16750	125	71	234	49	43	292	120	58	61	154	79	148
gene3291	KK852549.1	1863087	1863419	-	333	1	0	0	0	0	1	0	0	0	1	0	0
gene3292	KK852549.1	1881314	1889150	+	7837	2147	727	2090	698	1040	1988	1041	123	399	366	698	486
gene3293	KK852549.1	1893886	1894119	+	234	0	1	1	0	1	2	0	0	1	3	1	0
gene3294	KK852550.1	105996	108756	-	2761	39	48	17	63	60	38	18	2757	13	927	4	55
gene3295	KK852550.1	108919	117070	-	8152	53	35	41	68	77	50	41	1324	20	717	24	85
gene3296	KK852550.1	123424	126087	-	2664	43	25	30	54	51	51	26	132	20	174	27	26
gene3297	KK852550.1	131002	153800	-	22799	1141	410	768	707	799	836	736	575	502	884	622	626
gene3298	KK852550.1	153845	157551	+	3707	1112	395	575	523	767	550	753	662	438	474	474	484
gene3299	KK852550.1	159438	166386	-	6949	13	23	24	21	23	31	19	25	20	50	19	17
gene3300	KK852550.1	171898	180315	-	8418	44	34	33	20	47	55	26	22	21	44	31	41
gene3301	KK852550.1	184545	184959	-	415	4	3	4	3	3	2	2	1	5	6	1	3
gene3302	KK852550.1	209255	216523	-	7269	175	84	448	87	167	551	43	27	47	45	75	61
gene3303	KK852550.1	210562	211015	+	454	0	0	0	0	0	0	0	0	0	0	0	0
gene3304	KK852550.1	247695	247895	+	201	2	0	0	0	0	2	1	1	0	0	1	0
gene3305	KK852550.1	329360	344280	+	14921	615	251	442	172	474	432	74	54	54	71	80	95
gene3306	KK852550.1	354667	366186	+	11520	702	518	677	460	346	832	403	416	239	375	59	430
gene3307	KK852550.1	364954	367238	-	2285	473	310	331	737	459	512	268	731	273	477	75	340
gene3308	KK852550.1	368465	383887	-	15423	6056	1876	3088	4355	4546	2519	1347	2619	1035	3314	348	1168
gene3309	KK852550.1	412073	412719	+	647	40	15	27	27	45	30	11	41	6	20	13	19
gene3310	KK852550.1	422453	445464	-	23012	4045	1271	3210	1593	1838	3139	2688	1011	1436	2068	2310	1346
gene3311	KK852550.1	453533	453958	+	426	29	15	16	9	11	16	14	13	6	11	2	0
gene3312	KK852550.1	456943	470708	-	13766	813	529	558	699	736	833	671	803	436	1042	343	567
gene3313	KK852550.1	476633	483555	-	6923	38	29	29	18	20	51	25	18	12	36	43	33
gene3314	KK852550.1	480500	480691	+	192	0	0	0	0	0	0	0	0	0	0	0	0
gene3315	KK852550.1	486066	488781	-	2716	1260	472	783	558	777	874	714	421	369	347	638	609
gene3316	KK852550.1	491653	494606	-	2954	985	101	449	186	212	205	570	210	465	161	195	145
gene3317	KK852550.1	495985	496314	+	330	426	211	294	85	97	286	515	197	37	124	20	490
gene3318	KK852550.1	503300	508299	+	5000	4982	2133	2935	4559	3588	3130	6824	5431	2340	4210	243	5766
gene3319	KK852550.1	509894	514172	-	4279	756	226	490	150	163	564	782	322	265	318	224	689
gene3320	KK852550.1	521702	524487	-	2786	4716	750	2272	942	1118	1169	3873	2540	1974	1618	1264	2008
gene3321	KK852550.1	549098	554667	+	5570	845	335	713	420	436	692	590	364	251	1092	180	658
gene3322	KK852551.1	159153	253262	+	94110	1229	413	813	443	364	877	923	542	555	642	532	533
gene3323	KK852551.1	261123	262212	-	1090	101	50	54	122	100	43	66	141	53	127	39	50
gene3324	KK852551.1	292819	293228	+	410	30	6	9	13	17	29	8	16	8	30	12	9
gene3325	KK852551.1	397682	405836	-	8155	127	82	95	120	103	155	144	118	77	169	96	99
gene3326	KK852552.1	1268	86409	-	85142	221	115	412	146	162	519	169	55	176	413	144	213
gene3327	KK852552.1	35352	35531	+	180	0	0	0	0	0	0	0	0	0	0	0	0
gene3328	KK852552.1	103664	107425	-	3762	46	15	13	12	7	34	35	62	28	25	4086	92
gene3329	KK852552.1	112279	114626	-	2348	215	59	69	190	207	131	98	138	62	133	88	79
gene3330	KK852552.1	113198	113758	+	561	0	0	0	0	0	0	0	0	0	0	0	0
gene3331	KK852552.1	162554	162733	-	180	0	1	2	0	0	2	2	1	1	0	0	0
gene3332	KK852552.1	289058	289915	-	858	4533	2309	1525	875	1001	1833	1936	905	628	768	899	1552
gene3333	KK852552.1	295107	318335	-	23229	1889	646	1171	1093	1256	1025	1230	803	732	1117	873	764
gene3334	KK852552.1	326675	339750	-	13076	291	70	230	78	80	281	137	51	123	142	191	135
gene3335	KK852552.1	345865	372499	-	26635	274	51	338	55	57	345	168	79	124	108	131	80
gene3336	KK852552.1	380600	380980	-	381	34	0	19	0	0	1	22	0	16	3	4	0
gene3337	KK852552.1	398859	595311	-	196453	1170	485	990	976	994	1183	889	815	604	1610	604	713
gene3338	KK852552.1	607180	607581	-	402	62	37	102	43	49	109	37	14	28	71	52	41
gene3339	KK852552.1	610671	611128	-	458	7	4	15	5	10	10	5	2	2	2	5	5
gene3340	KK852552.1	613053	614214	-	1162	28	6	25	10	23	42	7	9	9	26	27	14
gene3341	KK852553.1	4921	5213	-	293	2	0	1	1	3	3	2	2	3	2	3	4
gene3342	KK852553.1	19460	23511	-	4052	342	220	262	461	412	373	193	276	156	698	283	303
gene3343	KK852553.1	26677	31457	-	4781	396	168	412	370	397	458	247	242	165	630	276	330
gene3344	KK852553.1	35842	42302	-	6461	1233	453	673	825	1152	591	708	910	436	486	878	614
gene3345	KK852553.1	46040	48583	+	2544	71	10	78	19	21	85	50	19	27	40	34	20
gene3346	KK852553.1	48686	49171	-	486	2	2	8	2	2	1	1	0	2	3	2	1
gene3347	KK852553.1	56979	58802	+	1824	2066	899	2278	479	315	2992	1290	131	328	531	1601	1124
gene3348	KK852553.1	157982	158456	-	475	7	1	6	7	2	10	1	4	0	2	4	1
gene3349	KK852553.1	198882	199088	+	207	16	10	7	5	7	29	12	7	11	7	13	4
gene3350	KK852553.1	200655	204973	+	4319	604	194	344	336	522	315	424	442	293	428	245	304
gene3351	KK852553.1	223095	224571	-	1477	751	178	409	265	325	309	501	386	371	298	502	305
gene3352	KK852553.1	227197	229677	+	2481	1172	156	729	135	221	308	885	126	684	215	238	250
gene3353	KK852553.1	233192	248740	+	15549	423	123	332	223	363	263	290	269	243	329	231	205
gene3354	KK852553.1	267397	307289	-	39893	69	12	36	11	28	24	17	24	32	60	136	10
gene3355	KK852553.1	506496	543854	+	37359	45	22	30	37	39	38	41	23	29	84	26	24
gene3356	KK852553.1	551284	552853	+	1570	18	2	19	0	3	15	23	3	12	5	4	4
gene3357	KK852553.1	612854	613455	-	602	6	1	6	7	7	12	3	1	3	2	2	5
gene3358	KK852553.1	663950	664099	+	150	0	0	0	0	0	0	0	0	0	0	0	0
gene3359	KK852553.1	866983	973295	+	106313	354	68	189	105	103	129	199	69	161	186	77	59
gene3360	KK852553.1	952861	953241	-	381	0	0	0	0	0	0	0	0	0	0	0	0
gene3361	KK852554.1	132579	147724	+	15146	36	1	10	15	9	8	6	38419	3	2802	4	3
gene3362	KK852554.1	197677	198220	+	544	19	8	12	21	21	10	12	24	10	20	5	21
gene3363	KK852554.1	199965	206028	-	6064	726	194	480	191	266	345	467	184	256	203	174	378
gene3364	KK852554.1	206591	209705	+	3115	1308	319	705	532	683	599	744	472	531	565	440	478
gene3365	KK852554.1	212065	227596	-	15532	3612	1118	2550	1286	1687	2361	2484	1142	1316	1699	1452	1846
gene3366	KK852554.1	239746	243627	-	3882	802	220	563	367	529	509	542	288	338	626	459	384
gene3367	KK852554.1	253954	254731	-	778	98	32	109	106	65	101	57	21	23	64	39	40
gene3368	KK852554.1	312548	316505	+	3958	3630	1339	2121	1990	1063	2336	1415	852	745	971	1617	1019
gene3369	KK852554.1	318547	319062	-	516	146	30	94	47	44	76	89	77	67	50	96	77
gene3370	KK852554.1	321411	323775	+	2365	419	1005	2345	26	29	3003	55	92	59	266	0	7
gene3371	KK852554.1	329294	331312	+	2019	0	1	0	2	0	1	0	0	0	3	0	0
gene3372	KK852554.1	360523	368515	-	7993	83	33	52	45	38	66	51	14	34	93	1153	21
gene3373	KK852554.1	403736	407562	-	3827	1109	257	699	328	419	494	562	199	400	252	361	339
gene3374	KK852554.1	410024	415521	-	5498	1477	722	833	1044	1162	830	785	881	359	926	438	618
gene3375	KK852554.1	449109	452245	+	3137	1070	679	796	59	86	694	495	82	63	152	124	265
gene3376	KK852554.1	456633	467869	-	11237	2947	805	1821	914	1384	1303	2007	847	1275	1607	769	981
gene3377	KK852554.1	469624	474025	+	4402	379	138	222	250	296	186	235	257	182	448	286	175
gene3378	KK852554.1	475037	477529	-	2493	766	100	448	158	194	181	550	225	451	166	282	170
gene3379	KK852554.1	481490	493727	-	12238	700	276	542	309	294	442	440	132	319	487	298	253
gene3380	KK852554.1	496568	498794	-	2227	100	53	52	152	120	99	114	123	65	371	106	69
gene3381	KK852555.1	33002	33475	+	474	2	1	19	0	4	21	3	4	5	2	1	6
gene3382	KK852555.1	35043	35693	+	651	5	3	20	1	1	15	1	2	3	1	2	1
gene3383	KK852555.1	44692	44994	+	303	6	2	18	1	3	10	3	1	7	4	1	1
gene3384	KK852555.1	62964	63503	+	540	597	278	241	680	757	373	410	795	239	1208	322	380
gene3385	KK852555.1	80172	81622	-	1451	0	0	0	0	0	0	0	0	0	0	0	0
gene3386	KK852555.1	80182	96209	+	16028	249	193	163	292	244	253	140	146	81	1232	377	157
gene3387	KK852555.1	116314	127387	+	11074	54	109	43	108	72	101	31	26	23	525	43	43
gene3388	KK852555.1	129985	130431	+	447	0	0	2	0	1	1	0	0	1	6	0	1
gene3389	KK852555.1	145361	145675	-	315	198	68	229	72	122	252	102	39	28	145	177	72
gene3390	KK852555.1	149211	161999	-	12789	134	67	297	42	57	269	66	22	41	140	91	43
gene3391	KK852555.1	176197	176499	+	303	1	1	2	1	0	0	0	0	0	7	0	0
gene3392	KK852555.1	223421	244461	-	21041	1842	940	1763	844	793	2475	1168	281	456	1001	1357	1109
gene3393	KK852555.1	334352	365836	-	31485	265	179	443	133	114	522	141	50	86	311	258	146
gene3394	KK852556.1	168688	169037	-	350	0	0	0	0	0	0	0	0	0	1	0	0
gene3395	KK852556.1	250083	302600	-	52518	1422	651	760	1400	1182	1063	796	1326	673	1500	641	852
gene3396	KK852556.1	292400	297621	+	5222	0	0	0	0	0	0	0	0	0	0	0	0
gene3397	KK852556.1	322900	341145	+	18246	292	65	169	105	95	145	120	67	90	237	150	95
gene3398	KK852556.1	344414	351052	-	6639	718	146	361	192	211	223	430	237	315	213	152	167
gene3399	KK852556.1	359151	359360	+	210	4	4	1	0	4	5	0	1	1	1	2	5
gene3400	KK852556.1	408460	411849	+	3390	818	345	894	323	1103	650	1326	457	333	426	466	838
gene3401	KK852556.1	415793	431429	+	15637	729	228	807	253	253	856	474	142	288	374	411	529
gene3402	KK852556.1	442874	445668	-	2795	426	83	226	159	167	128	277	171	258	159	109	140
gene3403	KK852556.1	449509	507370	+	57862	5035	1762	4352	1947	3028	4172	3730	1432	2086	3465	2570	2170
gene3404	KK852556.1	512533	514116	-	1584	1500	452	874	944	993	682	984	770	685	1186	563	555
gene3405	KK852556.1	516195	520089	+	3895	380	185	431	110	111	482	228	44	109	232	202	208
gene3406	KK852556.1	531191	538743	-	7553	92	33	129	30	14	165	26	11	22	78	80	56
gene3407	KK852556.1	566131	610191	-	44061	781	567	577	745	768	1247	448	735	410	1866	35790	601
gene3408	KK852556.1	604234	604419	+	186	0	0	0	0	0	0	0	0	0	0	0	0
gene3409	KK852556.1	630575	632662	+	2088	857	307	391	340	272	327	522	353	390	383	213	236
gene3410	KK852556.1	635109	642084	+	6976	2025	482	1034	803	955	752	1320	744	1024	854	587	576
gene3411	KK852556.1	643880	652438	-	8559	265	69	148	83	104	143	224	248	160	312	80	138
gene3412	KK852556.1	719955	742574	+	22620	285	62	148	57	102	207	187	36	115	207	90	115
gene3413	KK852556.1	746973	760008	+	13036	2152	629	1409	726	1035	1204	1436	638	811	832	903	817
gene3414	KK852556.1	761873	769348	-	7476	3313	1082	1855	2347	2680	2318	1104	650	569	753	2966	907
gene3415	KK852556.1	774518	790123	+	15606	1063	367	592	498	533	606	621	533	382	509	596	583
gene3416	KK852556.1	848707	884569	+	35863	236608	125477	191741	161617	209573	165975	46729	34527	24688	22209	26438	50497
gene3417	KK852556.1	896652	897990	-	1339	12	4	4	8	2	4	6	4	4	6	44	1
