# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/Ceratina_calcarata_genome_MIN500/GCF_001652005.1_ASM165200v1_genomic.gff" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "64" "--primary" "SRR6819907_dupsRemoved.bam" "SRR6819908_dupsRemoved.bam" "SRR6819909_dupsRemoved.bam" "SRR6819910_dupsRemoved.bam" "SRR6819911_dupsRemoved.bam" "SRR6819912_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR6819907_dupsRemoved.bam	SRR6819908_dupsRemoved.bam	SRR6819909_dupsRemoved.bam	SRR6819910_dupsRemoved.bam	SRR6819911_dupsRemoved.bam	SRR6819912_dupsRemoved.bam
gene-LOC108623379	NW_017148332.1	16844	24339	-	7496	394	271	389	251	261	326
gene-LOC108623375	NW_017148332.1	25428	29403	+	3976	90	220	79	1465	1138	1181
gene-LOC108623376	NW_017148332.1	29497	35049	+	5553	62	71	98	208	175	215
gene-LOC108623377	NW_017148332.1	35040	41715	-	6676	62	35	69	42	69	57
gene-LOC108623380	NW_017148332.1	41118	98783	+	57666	1774	1670	1454	2280	2328	1749
gene-LOC113464127	NW_017148332.1	41746	42499	-	754	0	0	0	0	0	0
gene-LOC113464126	NW_017148332.1	99824	111097	+	11274	60	36	50	72	68	47
gene-LOC113464128	NW_017148332.1	115883	120607	+	4725	823	697	698	464	518	261
gene-LOC108623381	NW_017148344.1	269	3783	+	3515	853	651	972	306	335	396
gene-LOC108623382	NW_017148397.1	1924	3497	+	1574	383	359	450	336	363	413
gene-LOC108623383	NW_017148462.1	614	1591	+	978	928	2276	1116	3693	3768	3968
gene-LOC113464130	NW_017148526.1	110	928	-	819	7	4	2	4	7	1
gene-LOC113464129	NW_017148526.1	824	3537	-	2714	62	26	41	47	43	44
gene-LOC108623384	NW_017148548.1	7	33669	-	33663	6412	5351	6847	3954	4070	4463
gene-LOC108623386	NW_017148636.1	55	763	-	709	147	94	146	114	104	68
gene-LOC108623387	NW_017148638.1	9	278	-	270	0	0	0	0	0	0
gene-LOC108623388	NW_017148668.1	50	1898	+	1849	380	381	330	298	316	305
gene-LOC108623390	NW_017148668.1	2061	2685	-	625	4438	3840	4207	3505	4007	4685
gene-LOC108623389	NW_017148668.1	4314	5717	-	1404	5186	4482	5042	4084	4805	5570
gene-LOC108623410	NW_017148872.1	7	6168	-	6162	1521	1193	1482	1091	1176	1355
gene-LOC108623411	NW_017148872.1	6204	7401	+	1198	2094	2137	2317	2100	2092	2685
gene-LOC108623409	NW_017148872.1	8832	26001	-	17170	8209	4566	8840	1863	2342	2175
gene-LOC108623393	NW_017148872.1	23844	32113	+	8270	23	25	36	7	23	17
gene-LOC108623398	NW_017148872.1	32140	33582	-	1443	925	946	1028	833	772	1016
gene-LOC108623408	NW_017148872.1	105111	146455	+	41345	1659	1328	1757	1331	1265	1262
gene-LOC108623394	NW_017148872.1	147071	148907	+	1837	689	760	847	935	1006	1100
gene-LOC108623413	NW_017148872.1	148893	152974	-	4082	1104	1046	1144	1148	970	1194
gene-LOC108623400	NW_017148872.1	153154	155498	-	2345	138	113	208	212	166	173
gene-LOC108623412	NW_017148872.1	155666	162797	-	7132	1146	966	1018	786	822	946
gene-LOC108623395	NW_017148872.1	162934	166547	+	3614	4211	3878	4422	3450	3581	4201
gene-LOC108623407	NW_017148872.1	166658	174657	+	8000	1551	1269	1500	1094	1041	1302
gene-LOC108623406	NW_017148872.1	170264	179180	-	8917	1364	1036	1344	1167	1153	1012
gene-LOC108623399	NW_017148872.1	179485	180310	+	826	6732	5557	6728	5167	5955	6907
gene-LOC108623402	NW_017148872.1	180475	187599	-	7125	3681	3137	3674	4323	4750	4790
gene-LOC108623401	NW_017148872.1	187770	192217	-	4448	2472	2085	2526	1830	1856	1903
gene-LOC108623405	NW_017148872.1	192389	194279	+	1891	2190	2075	2372	2154	2043	2397
gene-LOC108623403	NW_017148872.1	194383	202369	-	7987	4035	3409	3943	3245	3480	3757
gene-LOC108623404	NW_017148872.1	202318	204769	+	2452	2157	1963	2246	1941	2018	2160
gene-LOC113464132	NW_017148872.1	205160	206194	+	1035	5434	9261	8902	2096	2958	2786
gene-LOC108623428	NW_017148873.1	6047	12157	+	6111	2688	2012	2664	1844	2164	2617
gene-LOC108623426	NW_017148873.1	18598	168843	-	150246	5703	4121	4691	6980	7683	4248
gene-LOC108623427	NW_017148873.1	87313	94650	+	7338	0	0	0	0	0	0
gene-LOC108623429	NW_017148873.1	91179	91771	+	593	0	0	0	0	0	0
gene-LOC108623425	NW_017148873.1	237509	304038	-	66530	15467	13911	14496	15166	14088	13010
gene-LOC113464133	NW_017148873.1	271975	273890	+	1916	0	0	0	0	0	0
gene-LOC108623416	NW_017148873.1	304572	306809	-	2238	1432	1025	1297	737	953	1096
gene-LOC113464134	NW_017148873.1	308140	310551	+	2412	12	7	23	12	11	10
gene-LOC108623420	NW_017148873.1	310842	370470	-	59629	16595	12774	16886	11646	12680	10362
gene-LOC108623417	NW_017148873.1	365301	573800	+	208500	1786	1478	2193	1761	1912	1908
gene-LOC108623421	NW_017148873.1	495951	565020	-	69070	0	0	0	0	0	0
gene-LOC108623419	NW_017148873.1	573427	575246	-	1820	1394	1267	1421	1078	1070	1243
gene-LOC108623418	NW_017148873.1	575644	579363	+	3720	1971	1601	1952	1758	1844	2043
gene-LOC108623422	NW_017148873.1	580777	605083	-	24307	521	441	427	594	593	585
gene-LOC113464135	NW_017148873.1	605075	612806	-	7732	34	24	20	1	31	63
gene-LOC108623423	NW_017148873.1	612933	614257	+	1325	758	602	686	612	600	768
gene-LOC108623432	NW_017148873.1	614750	636106	+	21357	6926	5956	7231	5626	6315	6699
gene-LOC108623430	NW_017148873.1	636463	652829	-	16367	6486	5072	6247	5039	5495	4395
gene-LOC108623431	NW_017148873.1	645878	652359	+	6482	0	0	0	0	0	0
gene-LOC108623424	NW_017148873.1	652830	654488	+	1659	1247	1189	1359	1376	1262	1785
gene-LOC108623415	NW_017148873.1	655923	659824	-	3902	3029	2461	3162	2749	2605	3007
gene-LOC108623433	NW_017148874.1	900	2381	-	1482	5853	6397	6129	5515	5513	6642
gene-LOC108623435	NW_017148885.1	953	1855	-	903	0	0	0	0	0	0
gene-LOC113464136	NW_017148920.1	1	279	+	279	0	0	0	0	0	0
gene-LOC108623436	NW_017148928.1	790	3498	-	2709	1472	1250	828	27	50	80
gene-LOC108623437	NW_017148947.1	1467	1959	-	493	279	116	211	285	151	276
gene-LOC108623438	NW_017148951.1	8	275	+	268	0	0	0	0	0	0
gene-LOC113464137	NW_017148970.1	1	279	+	279	0	0	0	0	0	0
gene-LOC113464141	NW_017148979.1	14420	17078	-	2659	56	71	51	24	15	24
gene-LOC113464142	NW_017148979.1	32666	34271	-	1606	4	13	2	1	2	1
gene-LOC113464139	NW_017148979.1	36434	39317	-	2884	11	12	4	9	2	6
gene-LOC113464138	NW_017148979.1	38760	41755	+	2996	19	34	16	9	9	14
gene-LOC113464140	NW_017148979.1	67301	70351	-	3051	46	34	23	121	114	112
gene-LOC108623439	NW_017148980.1	3206	5726	+	2521	1	1	0	5	0	0
gene-LOC113464143	NW_017148980.1	10556	11907	+	1352	32	26	33	48	29	40
gene-LOC108623440	NW_017148980.1	19338	40434	+	21097	1801	1307	2035	1159	1352	1413
gene-LOC113464144	NW_017148980.1	45986	49510	+	3525	164	142	148	180	160	186
gene-LOC108623442	NW_017148981.1	282	1394	+	1113	17	12	9	5	7	14
gene-LOC113464145	NW_017148995.1	225	279	+	55	0	0	0	0	0	0
gene-LOC108623443	NW_017149089.1	26	4113	-	4088	5	1	4	2	1	7
gene-LOC108623444	NW_017149173.1	512	3131	-	2620	7	3	4	38	1	2
gene-LOC113464147	NW_017149195.1	475	30179	+	29705	305	274	318	363	337	241
gene-LOC113464149	NW_017149195.1	9864	11276	+	1413	0	0	0	0	0	0
gene-LOC108623487	NW_017149195.1	31187	45794	+	14608	3583	4133	4138	3395	2936	3169
gene-LOC113464148	NW_017149195.1	36314	39144	+	2831	0	0	0	0	0	0
gene-LOC108623459	NW_017149195.1	45992	47825	+	1834	682	648	696	757	770	791
gene-LOC108623455	NW_017149195.1	48006	51348	+	3343	762	555	699	1010	931	1077
gene-LOC108623457	NW_017149195.1	51446	63094	+	11649	128	121	128	211	232	233
gene-LOC108623496	NW_017149195.1	63331	85136	+	21806	2781	2267	2434	1948	2238	2516
gene-LOC108623495	NW_017149195.1	85125	87805	-	2681	2099	1855	1985	1432	1555	1718
gene-LOC108623499	NW_017149195.1	87969	91554	+	3586	1656	1552	1827	1336	1415	1435
gene-LOC108623445	NW_017149195.1	97491	99251	-	1761	2015	1792	2156	1803	1793	2145
gene-LOC108623501	NW_017149195.1	99488	102650	+	3163	9246	8295	8826	10680	10931	12181
gene-LOC108623465	NW_017149195.1	104504	142798	+	38295	20921	18976	19220	26109	28827	20802
gene-LOC108623466	NW_017149195.1	143098	194922	-	51825	9250	8599	10158	5457	6157	5553
gene-LOC108623446	NW_017149195.1	167310	209701	+	42392	72	59	63	64	48	47
gene-LOC108623493	NW_017149195.1	224312	322892	+	98581	976	677	843	836	1082	655
gene-LOC108623454	NW_017149195.1	326970	342325	-	15356	5852	5681	5540	4056	4391	4220
gene-LOC108623482	NW_017149195.1	343033	350416	+	7384	2328	1898	2442	2823	2780	2348
gene-LOC108623473	NW_017149195.1	351693	357802	-	6110	4599	3245	4034	3458	3627	4105
gene-LOC108623476	NW_017149195.1	357557	360444	-	2888	1252	1073	1246	916	934	964
gene-LOC108623475	NW_017149195.1	360597	362951	-	2355	745	657	769	594	627	670
gene-LOC108623474	NW_017149195.1	361870	365284	+	3415	1086	1133	1101	970	1034	1269
gene-LOC108623477	NW_017149195.1	364133	366584	-	2452	1802	1778	1730	1767	1784	2075
gene-LOC108623480	NW_017149195.1	367128	435617	-	68490	3749	3099	3588	3336	4275	3647
gene-LOC108623494	NW_017149195.1	438098	448518	-	10421	3428	2935	3271	3029	3060	3218
gene-LOC108623488	NW_017149195.1	449390	454904	+	5515	6904	6555	6869	5376	5108	5759
gene-LOC108623489	NW_017149195.1	455954	464816	-	8863	3697	3159	3711	3331	3037	3049
gene-LOC108623479	NW_017149195.1	464830	473612	+	8783	10687	10501	12426	10031	10798	11113
gene-LOC108623478	NW_017149195.1	473550	478287	-	4738	701	503	734	566	611	631
gene-LOC108623483	NW_017149195.1	478648	483598	+	4951	5134	4367	5190	4654	5171	5033
gene-LOC108623484	NW_017149195.1	483693	485470	+	1778	504	532	517	382	349	455
gene-LOC108623486	NW_017149195.1	484584	486721	-	2138	1501	1340	1594	1280	1602	1408
gene-LOC108623460	NW_017149195.1	486756	490921	+	4166	427	116	126	159	208	179
gene-LOC108623490	NW_017149195.1	491134	496064	+	4931	4143	2740	3139	2572	2831	2796
gene-LOC108623492	NW_017149195.1	496064	497375	-	1312	695	600	728	584	617	763
gene-Trnam-cau-3	NW_017149195.1	497764	497836	+	73	0	0	0	1	0	1
gene-LOC108623458	NW_017149195.1	501741	504648	-	2908	217	165	231	252	270	320
gene-LOC113464151	NW_017149195.1	507458	507564	-	107	34	27	39	40	30	34
gene-LOC108623448	NW_017149195.1	516157	517920	-	1764	2	0	0	1	3	0
gene-LOC108623456	NW_017149195.1	518480	521157	+	2678	1268	1061	1497	1287	1343	1535
gene-LOC108623498	NW_017149195.1	521412	527134	+	5723	2413	2071	2425	1835	1880	1789
gene-LOC108623497	NW_017149195.1	527702	534145	+	6444	2720	2327	2926	2617	2803	2825
gene-LOC108623463	NW_017149195.1	535217	635051	+	99835	17865	18466	17040	36310	31473	19287
gene-LOC108623472	NW_017149195.1	635384	672124	-	36741	13508	10818	12571	9450	10071	8887
gene-LOC108623461	NW_017149195.1	672436	673721	+	1286	597	560	629	507	518	608
gene-LOC108623451	NW_017149195.1	675083	677874	+	2792	1549	5417	1533	7536	10169	11407
gene-LOC108623471	NW_017149195.1	678568	681704	+	3137	16231	11187	16063	68	1793	170
gene-LOC108623452	NW_017149195.1	681981	728506	-	46526	711	533	742	2399	948	1070
gene-LOC108623467	NW_017149195.1	758118	929828	-	171711	6201	4968	6183	5429	5659	4904
gene-LOC108623470	NW_017149195.1	929970	931949	+	1980	2371	2103	2145	1702	1728	1898
gene-LOC108623469	NW_017149195.1	932171	936466	-	4296	3321	2806	3455	3043	3119	3460
gene-LOC108623453	NW_017149195.1	937930	939276	+	1347	1402	1041	1319	1402	1453	1745
gene-LOC108623462	NW_017149195.1	940569	941745	-	1177	614	524	578	596	576	708
gene-LOC108623503	NW_017149196.1	203	1780	+	1578	43	39	48	30	21	12
gene-LOC108623505	NW_017149196.1	5938	32328	+	26391	1034	972	1312	661	540	716
gene-LOC108623506	NW_017149196.1	32395	42537	+	10143	129	133	124	130	111	124
gene-LOC108623511	NW_017149196.1	42226	47557	-	5332	4148	3359	4018	3369	3075	3706
gene-LOC108623509	NW_017149196.1	49064	52661	+	3598	2037	1744	1974	1628	1611	2019
gene-LOC108623508	NW_017149196.1	52757	55538	+	2782	1333	1073	1384	1084	1015	1306
gene-LOC108623507	NW_017149196.1	55802	70604	-	14803	852	762	1092	724	675	789
gene-LOC108623512	NW_017149198.1	3107	3961	+	855	117	91	94	88	121	98
gene-LOC113464152	NW_017149330.1	1785	3761	-	1977	317	265	343	418	436	394
gene-LOC108623514	NW_017149362.1	8	3695	+	3688	105	76	80	250	157	44
gene-LOC108623522	NW_017149415.1	123553	198760	+	75208	2056	2195	1873	3295	3469	3143
gene-LOC108623516	NW_017149415.1	200645	203598	+	2954	4809	4350	5012	4166	4477	5086
gene-LOC108623515	NW_017149415.1	205652	209680	+	4029	919	395	2046	999	1882	2028
gene-LOC113464153	NW_017149415.1	210360	220580	+	10221	4698	3751	4029	4577	4801	5116
gene-LOC108623520	NW_017149415.1	231929	240276	+	8348	4347	4129	5079	5578	5965	5065
gene-LOC108623521	NW_017149415.1	240358	263342	-	22985	108	125	106	85	152	126
gene-LOC108623518	NW_017149415.1	272376	279163	-	6788	82	69	84	58	50	77
gene-LOC108623517	NW_017149415.1	286399	306095	-	19697	37	34	30	45	51	36
gene-LOC108623523	NW_017149416.1	1630	6901	-	5272	2224	1817	2337	1755	1802	1785
gene-LOC108623527	NW_017149416.1	7301	9494	+	2194	1271	1132	1506	1176	1266	1515
gene-LOC108623526	NW_017149416.1	9711	13540	+	3830	493	350	505	433	466	459
gene-LOC108623524	NW_017149416.1	13635	34970	+	21336	2688	2472	3135	6538	6331	4890
gene-LOC108623541	NW_017149416.1	35109	48183	-	13075	31948	33811	31925	44594	30221	38976
gene-LOC113464155	NW_017149416.1	42845	47060	+	4216	0	0	0	0	0	0
gene-LOC108623543	NW_017149416.1	48321	50873	+	2553	3243	2704	3275	2799	2704	3409
gene-LOC108623544	NW_017149416.1	50945	53714	-	2770	26458	24845	25613	22523	23573	24483
gene-LOC108623540	NW_017149416.1	54458	55857	-	1400	285	221	288	256	251	291
gene-LOC108623538	NW_017149416.1	55959	59250	-	3292	3686	3078	3664	2926	2933	3172
gene-LOC108623536	NW_017149416.1	59294	67337	+	8044	4313	3474	3752	2749	3126	2834
gene-LOC108623539	NW_017149416.1	67391	70979	-	3589	4068	3794	4027	3668	3700	4153
gene-LOC108623537	NW_017149416.1	71150	78120	+	6971	7532	6561	7321	6611	6987	5679
gene-LOC108623529	NW_017149416.1	80074	82384	-	2311	2932	2415	2888	2704	2853	2991
gene-LOC108623528	NW_017149416.1	82471	86210	-	3740	1347	1001	1292	990	1036	1112
gene-LOC108623531	NW_017149416.1	86459	87901	-	1443	904	712	873	565	685	647
gene-LOC108623530	NW_017149416.1	88387	90886	+	2500	5202	4561	5527	4235	4598	4774
gene-LOC108623533	NW_017149416.1	90950	98241	-	7292	4716	4486	4893	3615	3695	3981
gene-LOC108623532	NW_017149416.1	95643	99215	+	3573	458	334	435	281	297	212
gene-LOC108623535	NW_017149416.1	99273	101844	+	2572	882	797	878	757	760	882
gene-LOC113464157	NW_017149416.1	99538	100048	-	511	0	0	0	0	0	0
gene-LOC108623545	NW_017149416.1	103147	121376	-	18230	7159	5976	7043	6167	7169	5140
gene-LOC113464156	NW_017149416.1	113037	123125	+	10089	110	84	140	109	113	120
gene-LOC108623552	NW_017149416.1	123375	134720	-	11346	8448	6801	8075	7518	7477	8465
gene-LOC108623549	NW_017149416.1	134898	136767	-	1870	5229	4287	5030	4126	4372	5001
gene-LOC108623550	NW_017149416.1	138454	142116	-	3663	2634	2463	2625	2853	2539	2922
gene-LOC108623547	NW_017149416.1	142404	150979	+	8576	5917	5210	5968	5179	5484	5161
gene-LOC108623546	NW_017149416.1	153041	160049	+	7009	3249	2514	3011	2408	2350	2335
gene-LOC108623525	NW_017149416.1	161289	162611	-	1323	1185	1202	1320	1226	1276	1388
gene-LOC108623553	NW_017149428.1	36	3691	+	3656	103	66	133	59	43	24
gene-LOC108623555	NW_017149514.1	2580	3350	+	771	122	76	118	81	114	104
gene-LOC108623556	NW_017149525.1	191	548	-	358	1236	1122	1339	1299	1127	1515
gene-LOC108623558	NW_017149634.1	1641	6785	+	5145	5525	5016	5140	4833	4847	4783
gene-LOC108623559	NW_017149700.1	408	3279	+	2872	0	0	0	0	0	0
gene-LOC108623567	NW_017149744.1	202868	216390	+	13523	2960	2437	3324	2272	2432	2381
gene-LOC108623563	NW_017149744.1	216868	219537	+	2670	850	844	1010	808	755	755
gene-LOC108623561	NW_017149744.1	219684	235756	-	16073	1810	1489	2212	1623	1623	1805
gene-LOC108623562	NW_017149744.1	254308	263182	+	8875	9268	8551	9810	1983	2608	2978
gene-LOC108623564	NW_017149744.1	274992	275934	+	943	18	19	22	7	1	5
gene-LOC113464158	NW_017149744.1	275696	277110	-	1415	16	41	68	17	18	39
gene-LOC108623565	NW_017149744.1	275977	279520	+	3544	1693	2980	3700	1230	948	1935
gene-LOC108623566	NW_017149744.1	279931	285228	+	5298	3489	3832	3278	1735	1861	2125
gene-LOC108623569	NW_017149745.1	25559	27123	-	1565	716	455	696	842	1017	319
gene-LOC113464160	NW_017149745.1	27313	28163	-	851	7	2	5	5	1	1
gene-LOC108623570	NW_017149745.1	40398	42693	+	2296	1301	1273	1566	1333	1331	1353
gene-LOC108623576	NW_017149745.1	42879	43709	-	831	943	836	1001	827	851	1103
gene-LOC108623573	NW_017149745.1	43699	49377	+	5679	2194	1865	2180	2047	2049	2055
gene-LOC108623575	NW_017149745.1	49378	53201	-	3824	7954	6226	7864	4610	4936	5263
gene-LOC108623585	NW_017149745.1	53371	57278	+	3908	1720	1473	1656	1579	1575	1672
gene-LOC108623584	NW_017149745.1	57110	61605	-	4496	145	72	129	172	148	186
gene-LOC108623582	NW_017149745.1	73718	75320	+	1603	263	216	284	262	314	315
gene-LOC108623580	NW_017149745.1	75215	80416	-	5202	660	460	618	511	489	431
gene-LOC108623581	NW_017149745.1	80472	81927	+	1456	1646	1075	1561	1089	1074	1235
gene-LOC108623578	NW_017149745.1	82374	84304	+	1931	1241	1040	1353	998	1062	1309
gene-LOC108623577	NW_017149745.1	84403	88539	+	4137	343	1219	682	1079	761	650
gene-LOC108623579	NW_017149745.1	88567	91427	-	2861	3741	3134	3402	2167	2338	2710
gene-LOC108623572	NW_017149745.1	91561	92658	-	1098	354	320	436	333	358	419
gene-LOC113464161	NW_017149746.1	2445	3365	-	921	851	665	781	645	629	609
gene-LOC108623586	NW_017149898.1	4021	4857	-	837	0	0	0	0	0	0
gene-LOC108623587	NW_017149952.1	2385	2819	+	435	0	0	0	0	0	0
gene-LOC108623589	NW_017149963.1	223	11021	-	10799	4198	3634	4251	3738	3753	3985
gene-LOC108623588	NW_017149963.1	13835	17235	+	3401	6921	6299	6899	2881	4048	4304
gene-LOC108623591	NW_017150018.1	31	3360	+	3330	235	322	156	242	272	319
gene-LOC108623592	NW_017150135.1	5	1054	-	1050	824	695	1002	577	577	1100
gene-LOC108623594	NW_017150177.1	10020	21791	-	11772	4263	3825	4100	3019	3479	2980
gene-LOC108623593	NW_017150177.1	25408	34503	+	9096	2599	1601	2358	3902	1766	3404
gene-LOC108623597	NW_017150177.1	36483	38895	+	2413	740	515	629	639	509	532
gene-LOC108623596	NW_017150177.1	41526	51357	-	9832	3324	2890	3132	2903	3086	3567
gene-LOC113464162	NW_017150200.1	76	1062	-	987	1	0	3	1	2	0
gene-LOC108623600	NW_017150286.1	518	1285	-	768	5605	5750	5696	4829	5341	6207
gene-LOC108623601	NW_017150310.1	2491	3429	+	939	463	381	403	130	182	293
gene-LOC113464163	NW_017150321.1	1	931	+	931	33	211	192	9	312	138
gene-LOC113464164	NW_017150342.1	131	1996	+	1866	14	13	11	5	9	6
gene-LOC108623602	NW_017150353.1	675	5236	+	4562	61	43	44	58	59	30
gene-LOC108623603	NW_017150397.1	6247	7057	+	811	2379	1996	1773	1339	2208	2546
gene-LOC108623605	NW_017150496.1	646	1797	-	1152	0	0	0	0	0	0
gene-LOC108623606	NW_017150496.1	2003	3290	-	1288	0	0	0	0	0	0
gene-LOC108623607	NW_017150586.1	59	1718	-	1660	2	0	1	0	1	0
gene-LOC108623608	NW_017150617.1	4831	6708	+	1878	4	7	7	21	13	11
gene-LOC108623610	NW_017150617.1	6711	13812	-	7102	533	476	737	1751	1459	1399
gene-LOC108623609	NW_017150617.1	103470	107634	-	4165	1	0	0	0	0	0
gene-LOC108623611	NW_017150617.1	110563	138366	-	27804	54	37	24	117	77	91
gene-LOC113464166	NW_017150617.1	155580	163399	+	7820	40	27	35	35	43	51
gene-LOC108623612	NW_017150617.1	209039	229236	-	20198	730	615	741	539	519	637
gene-LOC108623613	NW_017150618.1	1306	61083	+	59778	18091	16801	17597	24164	25222	23065
gene-LOC108623640	NW_017150618.1	61122	63369	-	2248	3340	3050	3353	2868	3177	3401
gene-LOC108623643	NW_017150618.1	63471	64759	-	1289	991	746	968	870	964	1176
gene-LOC108623639	NW_017150618.1	64656	67724	+	3069	888	748	903	864	977	985
gene-LOC108623642	NW_017150618.1	67838	69741	-	1904	1377	1325	1450	1500	1465	1699
gene-LOC108623619	NW_017150618.1	69808	77096	+	7289	8154	7294	7866	6325	6998	7200
gene-LOC108623622	NW_017150618.1	77877	178333	-	100457	47202	39981	41484	49644	63615	46458
gene-LOC113464169	NW_017150618.1	178331	193779	+	15449	120	50	101	130	149	63
gene-LOC108623620	NW_017150618.1	179184	194638	-	15455	311	281	299	343	350	244
gene-LOC108623618	NW_017150618.1	194759	201059	+	6301	2510	2311	2350	2657	2576	2783
gene-LOC113464168	NW_017150618.1	196964	200047	-	3084	0	0	0	0	0	0
gene-LOC108623624	NW_017150618.1	201043	202018	-	976	110	93	117	94	85	91
gene-Trnad-guc-3	NW_017150618.1	201224	201295	-	72	0	0	0	0	0	0
gene-LOC108623629	NW_017150618.1	202040	203621	+	1582	217	180	280	147	145	161
gene-LOC108623627	NW_017150618.1	203700	216697	-	12998	179	207	154	407	324	294
gene-LOC108623646	NW_017150618.1	217669	224881	+	7213	8099	6113	6899	1406	3164	2595
gene-LOC108623644	NW_017150618.1	267349	306971	+	39623	999	862	1077	1809	1953	1166
gene-LOC108623645	NW_017150618.1	307060	310680	+	3621	1781	1697	1808	3198	3081	2940
gene-LOC108623632	NW_017150618.1	310819	317901	+	7083	1772	1705	1768	2466	2564	2208
gene-LOC108623630	NW_017150618.1	317985	391324	-	73340	42612	31259	40327	41670	39472	21811
gene-LOC113464171	NW_017150618.1	373614	374713	+	1100	0	0	0	0	0	0
gene-LOC108623617	NW_017150618.1	391594	395961	-	4368	833	652	770	760	781	888
gene-LOC108623625	NW_017150618.1	396012	398128	+	2117	19283	17084	19806	6589	11525	11276
gene-LOC113464170	NW_017150618.1	398922	400121	+	1200	99	67	91	87	103	47
gene-LOC108623634	NW_017150618.1	400043	409603	+	9561	16935	12863	17605	10866	13624	10321
gene-LOC108623636	NW_017150618.1	410171	412404	+	2234	1436	1534	1730	999	873	878
gene-LOC108623637	NW_017150618.1	412071	413294	-	1224	887	721	871	659	676	742
gene-LOC108623638	NW_017150618.1	413378	414734	-	1357	2545	2371	2689	2424	2583	3211
gene-LOC108623635	NW_017150618.1	414822	417325	-	2504	1698	1480	1705	1390	1283	1604
gene-LOC113464172	NW_017150619.1	353	3066	-	2714	5	1	6	4	6	4
gene-LOC108623648	NW_017150694.1	1118	2523	+	1406	922	735	1135	327	360	384
gene-LOC108623650	NW_017150726.1	779	108013	+	107235	1493	1317	1141	2921	3348	1664
gene-LOC113464174	NW_017150726.1	40868	42722	-	1855	0	0	0	0	0	0
gene-LOC113464173	NW_017150726.1	46132	60740	+	14609	0	0	0	0	0	0
gene-LOC108623654	NW_017150727.1	822	9982	-	9161	59	48	57	51	62	58
gene-LOC108623651	NW_017150727.1	16410	42454	-	26045	13313	9457	12386	10855	10205	8789
gene-LOC108623652	NW_017150727.1	46687	54930	-	8244	6238	5156	5260	5807	5755	6306
gene-LOC113464175	NW_017150911.1	117	980	+	864	13	14	8	9	11	13
gene-LOC108623656	NW_017150944.1	2362	7832	+	5471	2395	1750	1989	2406	1879	1890
gene-LOC108623657	NW_017150944.1	8971	35167	-	26197	11878	10500	11773	13628	12397	12966
gene-LOC108623655	NW_017150944.1	40540	46770	+	6231	48	38	55	47	71	54
gene-LOC113464176	NW_017150944.1	50085	50204	+	120	2	8	7	3	10	9
gene-LOC108623658	NW_017151053.1	250	6092	+	5843	2416	2141	2467	2645	2802	2518
gene-LOC108623661	NW_017151053.1	5372	8454	-	3083	562	515	586	586	578	726
gene-LOC108623660	NW_017151053.1	8440	10287	+	1848	1482	1264	1463	1322	1323	1523
gene-LOC108623659	NW_017151053.1	10508	15603	-	5096	5945	5846	6376	6826	6057	7861
