# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/chimp_genome/Pan_troglodytes.Pan_tro_3.0.99.gff3" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "48" "--primary" "chimp4x0516_heart_rna_dupsRemoved.bam" "chimp4x0516_kidney_rna_dupsRemoved.bam" "chimp4x0516_liver_rna_dupsRemoved.bam" "chimp4x0516_lung_rna_dupsRemoved.bam" "chimp4x0519_heart_rna_dupsRemoved.bam" "chimp4x0519_kidney_rna_dupsRemoved.bam" "chimp4x0519_liver_rna_dupsRemoved.bam" "chimp4x0519_lung_rna_dupsRemoved.bam" "chimpYN07-147_heart_rna_dupsRemoved.bam" "chimpYN07-147_kidney_rna_dupsRemoved.bam" "chimpYN07-147_liver_rna_dupsRemoved.bam" "chimpYN07-147_lung_rna_dupsRemoved.bam" "chimpYN07-387_heart_rna_dupsRemoved.bam" "chimpYN07-387_kidney_rna_dupsRemoved.bam" "chimpYN07-387_liver_rna_dupsRemoved.bam" "chimpYN07-387_lung_rna_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	chimp4x0516_heart_rna_dupsRemoved.bam	chimp4x0516_kidney_rna_dupsRemoved.bam	chimp4x0516_liver_rna_dupsRemoved.bam	chimp4x0516_lung_rna_dupsRemoved.bam	chimp4x0519_heart_rna_dupsRemoved.bam	chimp4x0519_kidney_rna_dupsRemoved.bam	chimp4x0519_liver_rna_dupsRemoved.bam	chimp4x0519_lung_rna_dupsRemoved.bam	chimpYN07-147_heart_rna_dupsRemoved.bam	chimpYN07-147_kidney_rna_dupsRemoved.bam	chimpYN07-147_liver_rna_dupsRemoved.bam	chimpYN07-147_lung_rna_dupsRemoved.bam	chimpYN07-387_heart_rna_dupsRemoved.bam	chimpYN07-387_kidney_rna_dupsRemoved.bam	chimpYN07-387_liver_rna_dupsRemoved.bam	chimpYN07-387_lung_rna_dupsRemoved.bam
gene:ENSPTRG00000007774	16	12101653	12165164	-	63512	1350	2162	1406	3349	1178	2286	1563	1811	1175	1721	1441	2809	801	1767	2007	2473
gene:ENSPTRG00000049938	16	12114160	12114567	+	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000007776	16	12172814	12206406	-	33593	1569	1985	874	3234	1273	2035	1234	1586	1458	1825	764	2711	1047	1600	1168	2235
gene:ENSPTRG00000052032	16	12242349	12242714	-	366	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
gene:ENSPTRG00000007777	16	12254322	12271458	-	17137	1628	1573	1158	1435	1353	1684	1397	1514	1201	1172	758	1218	1025	1207	1368	1318
gene:ENSPTRG00000007779	16	12293098	12330142	-	37045	1282	1617	1269	1551	1276	1791	1684	1433	1347	1592	921	2351	1015	1498	1565	1754
gene:ENSPTRG00000007782	16	12363124	12366360	+	3237	4	55	4	21	8	5	3	16	1	25	5	27	2	6	3	53
gene:ENSPTRG00000048300	16	12364491	12366048	-	1558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000007956	16	12397221	12970171	+	572951	902	2090	641	1045	812	1745	933	817	901	1665	590	1623	713	1563	879	1289
gene:ENSPTRG00000007787	16	13085075	13227127	-	142053	1040	1737	1207	731	909	1765	1242	1066	916	1218	975	1537	638	1032	1209	1166
gene:ENSPTRG00000041814	16	13340497	13675050	+	334554	112	144	47	85	61	107	46	52	116	144	144	57	75	104	43	72
gene:ENSPTRG00000007789	16	14361928	14394067	+	32140	450	499	258	500	310	391	380	384	366	385	271	369	228	326	319	437
gene:ENSPTRG00000007791	16	14588272	14708818	+	120547	564	928	355	726	808	843	531	1104	899	925	389	1827	711	799	718	894
gene:ENSPTRG00000048538	16	14712979	14713390	+	412	214	182	90	391	188	138	89	252	184	111	61	295	95	119	68	258
gene:ENSPTRG00000007792	16	14881472	15073832	-	192361	1219	1341	689	1420	919	1308	880	1152	987	1055	811	1659	757	1005	897	1253
gene:ENSPTRG00000042954	16	14916669	14916881	+	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000007794	16	15076324	15114438	+	38115	995	1295	697	1673	868	1157	763	1199	920	851	515	1300	605	723	522	1304
gene:ENSPTRG00000045780	16	15117087	15139972	-	22886	26	57	27	314	30	47	22	118	32	37	20	81	10	36	29	179
gene:ENSPTRG00000007799	16	15220589	15283554	+	62966	1647	2690	1502	1785	1304	2501	1618	1197	1381	2345	1508	1747	1013	2187	1997	1858
gene:ENSPTRG00000044518	16	15234141	15236048	-	1908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000007800	16	15283723	15301358	-	17636	335	408	207	607	435	502	335	709	461	418	298	725	264	373	307	705
gene:ENSPTRG00000007801	16	15305305	15341911	-	36607	772	1082	670	1019	542	815	652	631	665	666	450	1033	430	742	652	826
gene:ENSPTRG00000040787	16	15349150	15369545	-	20396	2105	3148	1465	3515	1858	2570	1335	2463	1878	1789	1247	2960	1048	2131	1497	2646
gene:ENSPTRG00000045893	16	15383837	15406692	+	22856	36	36	24	304	21	60	25	91	22	30	18	83	10	39	24	160
gene:ENSPTRG00000047967	16	15607598	15628601	+	21004	121	821	350	44	39	468	162	19	65	482	301	38	59	522	444	32
gene:ENSPTRG00000007806	16	15654654	15808843	+	154190	482	815	155	178	761	993	422	422	833	739	453	506	483	996	653	483
gene:ENSPTRG00000007807	16	15815315	15864209	-	48895	2798	3480	1522	2699	1541	2912	1931	1977	2255	3217	1154	4240	1798	2486	1675	3002
gene:ENSPTRG00000007809	16	15864918	15950735	+	85818	911	1112	263	1313	1151	1015	522	1971	1219	700	384	2323	889	628	306	1924
gene:ENSPTRG00000007810	16	15930288	16067199	-	136912	2884	3104	494	3262	3045	2232	750	4782	3037	1257	884	5569	2631	1303	525	5206
gene:ENSPTRG00000007811	16	16113143	16134363	-	21221	416	584	199	612	331	506	247	474	446	474	160	538	191	350	193	478
gene:ENSPTRG00000007812	16	16215775	16423856	+	208082	1300	1478	202	1749	1181	1350	505	1178	1127	1040	332	1866	843	995	475	2291
gene:ENSPTRG00000007815	16	16430195	16503959	-	73765	811	2107	2517	1363	778	1975	2838	733	761	880	2782	973	635	2062	5760	1212
gene:ENSPTRG00000007821	16	16512186	16574592	+	62407	4357	3344	2207	3089	3145	2997	1733	2287	2792	2121	1012	2862	2742	2015	1686	2641
gene:ENSPTRG00000051683	16	17136264	17139969	-	3706	19	13	7	13	11	12	9	10	18	15	9	7	12	15	6	11
gene:ENSPTRG00000007819	16	17145883	17509580	-	363698	542	451	58	499	357	279	176	613	370	318	161	993	341	287	111	464
gene:ENSPTRG00000007823	16	18354839	18362065	-	7227	561	676	510	670	443	675	601	814	503	606	470	789	343	577	523	789
gene:ENSPTRG00000007824	16	18363404	18373456	-	10053	832	1894	2203	1421	980	1738	2463	1404	794	1442	2010	1521	730	1386	2522	1470
gene:ENSPTRG00000007825	16	18381339	18489848	-	108510	649	1233	610	829	435	1242	767	604	819	1410	483	1548	636	1422	865	851
gene:ENSPTRG00000007827	16	18549262	18629448	+	80187	226	213	92	472	192	210	100	464	393	370	104	1291	261	249	135	599
gene:ENSPTRG00000007828	16	18633896	18646375	+	12480	643	599	159	454	390	481	214	236	452	409	103	422	491	456	225	418
gene:ENSPTRG00000031279	16	18680671	18682278	+	1608	103	161	46	142	52	65	62	88	132	73	39	242	64	93	129	261
gene:ENSPTRG00000007829	16	18735528	18840073	+	104546	187	377	368	2123	136	337	346	659	364	309	284	1406	150	332	568	1004
gene:ENSPTRG00000049065	16	18857903	18894585	+	36683	9	14	10	37	9	6	4	11	8	2	10	18	5	10	9	20
gene:ENSPTRG00000007831	16	18979975	19067483	+	87509	66	89	31	1958	62	99	39	678	70	94	47	610	55	93	51	1139
gene:ENSPTRG00000007833	16	19070411	19091235	-	20825	1839	1527	894	2102	1162	1292	769	1351	1544	1204	837	1361	1262	990	975	1917
gene:ENSPTRG00000007834	16	19092581	19122229	+	29649	568	898	412	1105	419	705	403	488	613	725	236	880	376	636	440	712
gene:ENSPTRG00000007835	16	19123892	19268881	+	144990	949	1742	702	1578	1149	1898	1135	1599	1545	1754	834	2353	898	1532	1143	1696
gene:ENSPTRG00000007836	16	19274111	19286534	-	12424	200	214	107	155	289	287	267	226	324	293	152	237	113	213	196	185
gene:ENSPTRG00000007838	16	19286661	19426249	+	139589	571	1074	172	726	628	1191	431	351	824	1103	248	500	439	894	231	459
gene:ENSPTRG00000007839	16	19427378	19454518	-	27141	2776	1911	203	285	2774	2778	1245	346	3049	2452	276	581	2356	2173	254	710
gene:ENSPTRG00000051928	16	19613185	19659621	-	46437	3	5	1	11	2	7	3	5	5	6	11	8	7	1	5	11
gene:ENSPTRG00000007840	16	19893845	19913861	-	20017	15	6786	1061	102	41	2237	344	19	9	1363	37	3	14	1228	35	23
gene:ENSPTRG00000007841	16	19917327	19937379	-	20053	603	14049	193	1707	813	10962	192	641	374	10447	167	167	456	8256	800	683
gene:ENSPTRG00000007842	16	19943666	19989250	-	45585	1	116	17	6	11	57	9	9	2	39	15	6	8	33	17	10
gene:ENSPTRG00000007843	16	19994122	20023289	+	29168	850	1521	3116	98	486	2267	2122	91	568	1228	2537	155	603	1505	3859	80
gene:ENSPTRG00000007845	16	20060925	20085793	+	24869	128	7951	10083	345	208	8604	7757	486	123	4992	6566	156	273	7598	9634	131
gene:ENSPTRG00000007846	16	20109102	20151065	-	41964	198	13728	13921	528	262	13194	9809	602	201	7981	9711	225	348	11896	13656	174
gene:ENSPTRG00000050863	16	20197240	20267620	-	70381	989	205	286	66	482	333	1463	126	800	409	895	287	707	233	707	150
gene:ENSPTRG00000007848	16	20292061	20300487	-	8427	1153	1946	638	1516	835	1800	757	1111	1062	1471	467	1482	764	1542	777	1435
gene:ENSPTRG00000007849	16	20322391	20355661	+	33271	61	505	470	89	52	572	587	79	50	492	509	87	49	462	768	110
gene:ENSPTRG00000023918	16	20339027	20364979	-	25953	494	738	496	490	360	727	641	267	576	768	611	808	467	777	818	689
gene:ENSPTRG00000007851	16	20365272	20428871	+	63600	295	319	105	284	253	180	137	127	390	207	117	239	254	137	112	112
gene:ENSPTRG00000045635	16	20434131	20451915	-	17785	471	500	231	1057	521	758	586	890	422	598	452	1561	382	683	633	992
gene:ENSPTRG00000007853	16	20494647	20504090	+	9444	966	554	542	411	647	949	664	509	759	862	690	523	614	699	765	498
gene:ENSPTRG00000007854	16	20512251	20738456	-	226206	152	117	55	367	105	156	77	126	114	117	114	235	88	123	99	135
gene:ENSPTRG00000007855	16	20737396	20759506	+	22111	2306	1118	40	893	1375	1176	170	774	1552	923	55	580	1362	931	119	881
gene:ENSPTRG00000007856	16	20775482	20790832	-	15351	5	8	2	8	0	20	5	0	6	2	6	6	1	11	2	1
gene:ENSPTRG00000007857	16	20817140	20832624	+	15485	4	211	72	22	12	412	121	8	6	194	207	9	5	287	357	14
gene:ENSPTRG00000007858	16	20840116	20860087	-	19972	35	563	92	688	73	1292	128	186	151	811	284	132	69	1189	358	765
gene:ENSPTRG00000008454	16	20990545	21045536	+	54992	20	69	18	96	42	62	46	100	56	74	45	126	24	71	49	105
gene:ENSPTRG00000032528	16	21077293	21091383	-	14091	1971	2606	1137	3184	1464	2022	1234	2246	1578	1500	1075	2756	880	1431	1052	2312
gene:ENSPTRG00000023056	16	21192753	21250831	+	58079	1155	2632	628	1292	1310	3205	1070	1961	1332	2892	614	2190	974	2531	975	2041
gene:ENSPTRG00000007866	16	21234625	21246019	-	11395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000033847	16	21439256	21477839	-	38584	325	508	202	508	312	448	301	426	355	459	159	834	269	453	317	493
gene:ENSPTRG00000007871	16	21509280	21539512	+	30233	3913	3496	1848	2268	3142	3447	2066	1851	3793	3119	1616	2269	3444	3014	2106	2101
gene:ENSPTRG00000007872	16	21539720	21557184	-	17465	53	140	8	48	40	137	12	29	57	87	28	50	38	104	21	35
gene:ENSPTRG00000044404	16	21563527	21641047	+	77521	1034	1002	687	859	662	917	1266	632	812	958	374	1167	558	903	666	780
gene:ENSPTRG00000007874	16	21648761	21713739	+	64979	115	169	27	1790	47	194	45	441	53	131	75	944	36	131	40	235
gene:ENSPTRG00000007876	16	21722793	21747504	+	24712	30	81	19	54	31	119	19	23	64	77	33	127	39	85	24	73
gene:ENSPTRG00000007877	16	21775353	21844534	+	69182	4944	2633	1875	4378	2697	967	1790	2058	2987	1035	908	4127	2557	895	1216	2617
gene:ENSPTRG00000007878	16	21852900	21890118	+	37219	1693	2030	897	2172	1286	1694	979	1283	1362	1319	689	2130	988	1451	1024	1935
gene:ENSPTRG00000007879	16	21902575	21931801	-	29227	375	2195	378	964	390	1922	1076	1550	384	932	175	1533	216	1075	283	1027
gene:ENSPTRG00000007881	16	22233824	22335962	+	102139	18	61	17	78	551	54	463	504	32	48	42	161	29	56	324	231
gene:ENSPTRG00000007882	16	22487044	22568720	-	81677	123	926	496	275	91	456	888	237	181	365	239	368	142	431	540	206
gene:ENSPTRG00000007883	16	22601960	22636115	+	34156	18	2542	11	1473	24	2651	12	768	14	2070	16	564	13	1700	20	1105
gene:ENSPTRG00000007884	16	22721134	22800389	+	79256	62	1128	21	1757	111	1529	33	1152	63	680	48	1686	35	640	38	1951
gene:ENSPTRG00000007885	16	22807600	22872706	-	65107	1218	2276	885	1815	961	1963	913	1221	1332	1521	675	1979	737	1553	910	1509
gene:ENSPTRG00000007886	16	22883244	22929659	-	46416	1435	2933	893	3264	1092	2510	1026	2096	970	1874	605	2140	763	1856	1056	2498
gene:ENSPTRG00000007887	16	22940331	22987391	-	47061	842	906	472	482	634	953	504	493	727	793	465	578	653	667	663	621
gene:ENSPTRG00000007888	16	22982160	23004455	+	22296	2350	2000	1018	1622	1637	1908	1367	1063	1866	1786	1006	1522	1230	1656	1293	1636
gene:ENSPTRG00000007889	16	23011083	23026519	-	15437	1433	1250	710	910	1341	1642	846	804	1328	1025	705	744	1328	1231	919	958
gene:ENSPTRG00000007890	16	23032392	23069981	-	37590	261	650	291	446	204	413	306	317	216	378	229	379	133	343	316	346
gene:ENSPTRG00000048992	16	23070000	23098829	+	28830	1690	1688	1160	1543	1149	1579	1066	1301	1369	1481	865	1660	1091	1395	1233	1543
gene:ENSPTRG00000007892	16	23107139	23119329	+	12191	78	216	36	146	141	307	128	152	208	383	136	187	45	321	77	174
gene:ENSPTRG00000007893	16	23119266	23142294	-	23029	7	25	12	667	3	19	8	39	4	64	14	117	4	33	4	80
gene:ENSPTRG00000007894	16	23181892	23186422	+	4531	2	5	0	219	7	2	0	31	5	0	5	63	0	1	0	34
gene:ENSPTRG00000007895	16	23269821	23653385	+	383565	367	570	331	875	487	367	725	971	322	694	315	2775	261	422	536	1323
gene:ENSPTRG00000007896	16	23690021	23816231	+	126211	25	28	14	37	8	36	18	26	12	13	21	76	11	13	24	27
gene:ENSPTRG00000007897	16	24001927	24033758	+	31832	2330	2491	1429	3027	1387	2504	1734	1640	1852	2039	1011	2748	1195	2148	1548	2081
gene:ENSPTRG00000045941	16	24011557	24011780	+	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000007898	16	24234678	24285821	+	51144	2602	3592	2023	2726	992	2419	2360	862	2054	2114	1112	2171	1550	2355	2084	1649
gene:ENSPTRG00000007899	16	24320472	24387196	+	66725	40	1407	34	78	76	1432	215	85	61	509	108	90	39	593	186	104
gene:ENSPTRG00000007900	16	24394796	24491116	-	96321	1915	2711	836	2164	1836	2067	1352	1812	1935	1696	878	3218	1221	1646	1260	2280
gene:ENSPTRG00000047360	16	24394826	24395192	-	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000044102	16	24507589	24533753	+	26165	35	64	12	41	34	72	18	43	56	58	27	52	21	60	20	42
gene:ENSPTRG00000031247	16	24608432	24675563	+	67132	724	926	248	622	615	1056	346	591	709	818	267	877	488	810	380	676
gene:ENSPTRG00000007905	16	24715384	24727673	+	12290	49	74	5	70	15	7	1	12	4	2	6	8	6	3	8	14
gene:ENSPTRG00000007906	16	24734774	24756358	-	21585	302	468	217	476	152	219	150	186	221	228	109	214	129	155	148	200
gene:ENSPTRG00000045995	16	25192627	25633325	+	440699	51	78	43	75	42	90	36	55	50	55	137	69	37	75	54	72
gene:ENSPTRG00000046595	16	26587845	26588498	+	654	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
gene:ENSPTRG00000047452	16	26589349	26589699	+	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000048703	16	26589870	26590153	+	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000044737	16	26654427	26656156	-	1730	96	157	118	145	100	170	161	131	123	160	114	198	83	142	124	163
gene:ENSPTRG00000007910	16	26733784	26752169	+	18386	197	877	290	339	241	731	272	334	214	435	226	400	148	475	711	366
gene:ENSPTRG00000007912	16	26755386	26798965	-	43580	404	823	258	511	592	1103	468	680	627	879	516	945	461	816	577	852
gene:ENSPTRG00000007913	16	26855167	26905882	+	50716	1163	2133	4278	4951	1648	1956	3175	3332	1034	866	2454	3657	678	930	3454	4505
gene:ENSPTRG00000052817	16	26967435	26987561	+	20127	18	53	19	69	51	96	48	133	33	53	28	565	12	73	31	246
gene:ENSPTRG00000007915	16	26998834	27087668	-	88835	1870	2772	835	1962	2167	2790	1179	1999	2333	1741	909	2657	1694	2085	1402	2648
gene:ENSPTRG00000007917	16	27087854	27330356	+	242503	454	1463	180	1479	867	1709	546	859	908	1315	393	1425	586	1486	481	1203
gene:ENSPTRG00000046233	16	27253556	27267912	-	14357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000007918	16	27340951	27611671	-	270721	111	103	46	126	149	163	43	65	270	101	92	87	132	169	47	54
gene:ENSPTRG00000007919	16	27645447	27763909	-	118463	1713	2345	1319	2062	1240	2314	1699	2335	1381	2228	1218	4423	865	1989	1677	2582
gene:ENSPTRG00000048258	16	27794021	27799276	-	5256	151	70	59	41	109	93	62	62	73	43	38	53	108	54	73	60
gene:ENSPTRG00000046337	16	27845693	27877018	+	31326	246	252	10	130	437	116	27	79	473	104	26	117	337	150	24	160
gene:ENSPTRG00000007930	16	27922075	27936349	-	14275	586	1464	375	1039	540	1244	494	791	577	892	379	1011	336	888	471	1138
gene:ENSPTRG00000007945	16	27942975	27956672	+	13698	853	1352	659	1332	719	1259	793	837	943	1061	573	1574	635	1107	774	1465
gene:ENSPTRG00000048927	16	27966434	27982846	+	16413	1150	1902	920	2365	1007	1766	968	1984	1011	1217	797	2211	631	1339	1045	2163
gene:ENSPTRG00000034140	16	27976440	27982854	+	6415	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000007927	16	28213143	28220323	-	7181	11	15	94	5	2	7	43	9	0	4	180	9	1	4	159	14
gene:ENSPTRG00000007926	16	28251021	28252847	-	1827	273	500	569	607	445	563	723	854	343	543	1350	568	190	503	942	729
gene:ENSPTRG00000007925	16	28294246	28308827	+	14582	267	473	354	690	252	487	218	737	223	271	240	683	153	334	420	575
gene:ENSPTRG00000034249	16	28309064	28314163	-	5100	366	386	842	2458	166	278	948	1395	149	246	967	1669	136	273	1609	1355
gene:ENSPTRG00000051496	16	28321842	28340373	-	18532	867	817	810	1875	313	530	828	1742	458	636	788	1847	266	568	1109	1537
gene:ENSPTRG00000044092	16	28393698	28394097	-	400	2	6	3	5	2	8	1	2	5	0	3	10	2	5	4	7
gene:ENSPTRG00000007938	16	28393841	28408114	+	14274	1534	2412	1325	2317	1808	2846	1680	2407	1822	2039	1318	3052	1079	2367	1898	2945
gene:ENSPTRG00000007939	16	28414816	28418524	-	3709	1779	1814	1549	1400	1586	1903	1377	1255	1717	1660	1443	1106	1735	1634	1687	1422
gene:ENSPTRG00000007940	16	28435063	28445632	+	10570	1258	2021	679	1830	1487	2941	1013	1941	1841	2168	1035	2052	1061	2238	1124	2377
gene:ENSPTRG00000007941	16	28449288	28479873	+	30586	39	78	23	79	69	125	22	63	64	64	25	58	30	68	19	62
gene:ENSPTRG00000007942	16	28475791	28488711	-	12921	165	339	48	280	163	285	81	260	233	235	64	327	194	307	101	332
gene:ENSPTRG00000007944	16	28504155	28511865	-	7711	12	39	3	41	60	93	112	64	11	133	18	212	6	149	23	97
gene:ENSPTRG00000044857	16	28517730	28523725	+	5996	113	191	19	103	80	118	34	86	129	98	21	129	77	132	44	147
gene:ENSPTRG00000031232	16	28641865	28643121	+	1257	9	19	7	143	41	16	37	164	10	27	23	373	8	26	45	496
gene:ENSPTRG00000052611	16	28648728	28675800	+	27073	303	1132	1101	221	234	1114	952	283	236	894	1110	296	286	904	1271	259
gene:ENSPTRG00000007965	16	28723059	28723733	-	675	9	17	1	50	19	2	3	28	7	4	1	57	4	13	13	98
gene:ENSPTRG00000007966	16	28758680	28760954	+	2275	0	1	1	7	1	0	0	0	0	0	0	1	0	0	1	1
gene:ENSPTRG00000007967	16	28771148	28785818	+	14671	694	1437	541	1028	552	1437	406	728	653	1101	531	774	526	1068	514	802
gene:ENSPTRG00000007968	16	28786492	28791584	+	5093	1021	1836	1120	1660	1204	1992	1185	2051	1358	1488	1434	1673	779	1400	1432	2212
gene:ENSPTRG00000007969	16	28792508	28797748	+	5241	457	1010	63	619	864	734	162	596	875	658	153	866	373	502	100	882
gene:ENSPTRG00000007970	16	28796642	28800541	+	3900	249	487	118	329	287	406	164	364	281	322	201	316	168	277	180	418
gene:ENSPTRG00000007971	16	28800816	28828618	+	27803	1342	4009	1426	3367	1441	2996	1385	2707	1332	2161	747	2509	801	2369	1254	3804
gene:ENSPTRG00000007972	16	28838983	28844372	-	5390	1125	1299	753	1139	1085	1543	1046	1303	1351	1239	838	1322	1013	1188	982	1450
gene:ENSPTRG00000007973	16	28851778	28880268	-	28491	20	30	12	417	19	53	22	294	28	103	21	220	26	29	12	604
gene:ENSPTRG00000007974	16	28881366	28886767	+	5402	9	8	2	57	4	10	9	31	12	13	0	14	3	10	3	59
gene:ENSPTRG00000007975	16	28887043	28906915	-	19873	617	1296	441	1330	636	1377	659	714	886	1222	511	1483	455	1242	573	1259
gene:ENSPTRG00000007976	16	28942665	28953578	+	10914	776	1257	610	1322	626	1122	709	1125	727	1020	778	1158	437	933	793	1285
gene:ENSPTRG00000007977	16	28954281	28972916	+	18636	2373	2966	1078	4114	2177	3270	1282	3709	3026	2773	1179	6188	1922	2979	1659	5224
gene:ENSPTRG00000007978	16	28973647	28976755	-	3109	621	681	377	641	587	775	401	732	750	564	360	648	499	555	475	850
gene:ENSPTRG00000007979	16	28976879	28986455	+	9577	706	1097	699	1111	835	1625	795	1381	1064	1162	841	1581	576	1219	795	1706
gene:ENSPTRG00000007980	16	28986175	28993220	-	7046	0	11	1	14	5	14	3	8	4	27	3	40	3	15	1	10
gene:ENSPTRG00000007981	16	29003980	29004854	+	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSPTRG00000007982	16	29005054	29011924	-	6871	1	9	0	4	0	2	2	0	0	2	1	2	0	3	0	0
gene:ENSPTRG00000007983	16	29034001	29051223	+	17223	3287	2910	1241	2363	2848	2705	1341	2361	2855	2414	1025	2293	2878	2298	1404	2372
gene:ENSPTRG00000007984	16	29056783	29066174	+	9392	940	1625	1228	1957	864	1754	1342	1581	965	1164	1406	1825	678	1532	1578	1683
gene:ENSPTRG00000007985	16	29066590	29072987	-	6398	35	77	17	28	36	138	24	58	72	86	84	95	34	81	44	69
gene:ENSPTRG00000007986	16	29073094	29077026	-	3933	1062	1189	329	1859	883	1254	553	1606	1030	1011	410	1830	658	961	488	1992
gene:ENSPTRG00000007987	16	29085605	29094450	-	8846	81	179	16	541	195	315	50	766	184	216	61	713	123	142	37	692
gene:ENSPTRG00000007988	16	29094944	29104157	-	9214	1203	1570	352	2005	999	1327	439	1758	1103	1049	375	2202	782	905	313	2086
gene:ENSPTRG00000007989	16	29168385	29174039	+	5655	593	582	357	1149	638	706	584	1989	493	902	508	2428	177	1147	516	2013
gene:ENSPTRG00000007990	16	29177864	29178765	-	902	145	162	71	149	130	171	63	132	178	148	103	138	130	154	84	179
gene:ENSPTRG00000033898	16	29178755	29182493	+	3739	163	406	309	349	191	402	266	354	255	296	339	389	155	329	317	467
gene:ENSPTRG00000051835	16	29199873	29203451	-	3579	205	251	302	569	184	370	408	632	217	314	490	705	127	340	523	680
gene:ENSPTRG00000007995	16	29253999	29258602	-	4604	1328	1456	681	1335	1154	1851	873	1456	1397	1550	660	1310	917	1466	817	1749
gene:ENSPTRG00000007996	16	29260348	29273761	-	13414	1001	1618	549	1302	978	1663	639	1369	938	947	544	1594	668	1483	847	1670
gene:ENSPTRG00000007997	16	29278009	29281242	+	3234	5	17	1	22	8	21	7	22	8	16	10	46	5	18	4	29
gene:ENSPTRG00000007998	16	29281386	29286204	-	4819	130	281	66	319	268	257	183	687	108	383	157	854	42	356	119	741
gene:ENSPTRG00000007999	16	29298766	29303757	+	4992	219	404	215	371	164	251	143	326	132	167	95	160	77	227	146	289
gene:ENSPTRG00000008000	16	29310390	29332500	+	22111	493	697	245	371	285	667	306	327	403	489	328	302	244	472	278	346
gene:ENSPTRG00000008001	16	29327850	29333622	-	5773	107	138	73	68	86	130	61	78	121	127	51	77	70	92	54	131
gene:ENSPTRG00000008004	16	29376791	29416845	+	40055	226	515	342	1024	481	407	911	1454	285	638	847	2518	91	673	859	2064
gene:ENSPTRG00000046318	16	29419226	29423197	-	3972	1103	1287	493	861	819	1433	451	812	968	823	466	562	776	1115	561	808
gene:ENSPTRG00000008007	16	29427734	29429924	-	2191	135	192	97	125	94	114	59	49	164	108	83	158	90	118	161	156
gene:ENSPTRG00000008008	16	29449019	29454140	-	5122	300	402	189	251	274	355	200	219	248	189	212	239	129	303	247	308
gene:ENSPTRG00000041892	16	29464948	29468704	-	3757	122	292	93	266	115	273	75	173	136	211	119	163	95	240	116	199
gene:ENSPTRG00000008009	16	29476784	29481885	-	5102	151	230	60	174	180	255	90	144	201	228	83	300	87	232	91	293
gene:ENSPTRG00000008010	16	29501495	29509534	-	8040	337	415	158	392	238	278	222	228	318	222	166	203	183	276	232	319
gene:ENSPTRG00000008011	16	29548289	29553991	+	5703	607	996	486	1173	617	1170	564	1357	669	766	478	1212	427	896	653	1268
gene:ENSPTRG00000008012	16	29555684	29568383	+	12700	1695	2519	1108	2930	1424	2625	1054	2078	1468	1715	1061	2882	1075	2316	1486	2871
gene:ENSPTRG00000008013	16	29595892	29637453	+	41562	3367	4188	1717	4143	3105	4070	2111	3163	2880	3068	1483	4573	2032	3499	2782	4794
gene:ENSPTRG00000047668	16	29637515	29642494	+	4980	222	380	77	811	182	434	172	431	245	289	177	370	113	254	161	562
gene:ENSPTRG00000008014	16	29645360	29658001	+	12642	514	1285	575	1528	552	1445	608	987	588	958	690	943	412	1148	789	1120
gene:ENSPTRG00000024238	16	29655269	29660075	-	4807	181	401	113	444	136	332	79	152	141	171	111	204	117	282	118	294
gene:ENSPTRG00000008015	16	29660089	29674199	+	14111	1527	2767	1189	2644	1584	2774	1280	2043	1524	1957	1095	2204	979	2072	1506	2651
gene:ENSPTRG00000008016	16	29676354	29686209	-	9856	2459	1787	485	1454	1186	826	226	694	1099	682	178	592	855	631	269	1021
gene:ENSPTRG00000043785	16	29718806	29719774	-	969	18	22	9	22	14	16	8	16	12	11	6	17	8	14	7	31
gene:ENSPTRG00000008017	16	29731765	29792144	-	60380	1077	1195	301	873	757	1306	460	856	942	1019	462	916	624	932	340	931
