# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/macaca_genome/Macaca_mulatta.Mmul_10.99.gff3" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "48" "--primary" "macacYN07-314_heart_rna_dupsRemoved.bam" "macacYN07-314_kidney_rna_dupsRemoved.bam" "macacYN07-314_liver_rna_dupsRemoved.bam" "macacYN07-314_lung_rna_dupsRemoved.bam" "macacYN07-315_heart_rna_dupsRemoved.bam" "macacYN07-315_kidney_rna_dupsRemoved.bam" "macacYN07-315_liver_rna_dupsRemoved.bam" "macacYN07-315_lung_rna_dupsRemoved.bam" "macacYN07-317_heart_rna_dupsRemoved.bam" "macacYN07-317_kidney_rna_dupsRemoved.bam" "macacYN07-317_liver_rna_dupsRemoved.bam" "macacYN07-317_lung_rna_dupsRemoved.bam" "macacYN07-330_heart_rna_dupsRemoved.bam" "macacYN07-330_kidney_rna_dupsRemoved.bam" "macacYN07-330_liver_rna_dupsRemoved.bam" "macacYN07-330_lung_rna_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	macacYN07-314_heart_rna_dupsRemoved.bam	macacYN07-314_kidney_rna_dupsRemoved.bam	macacYN07-314_liver_rna_dupsRemoved.bam	macacYN07-314_lung_rna_dupsRemoved.bam	macacYN07-315_heart_rna_dupsRemoved.bam	macacYN07-315_kidney_rna_dupsRemoved.bam	macacYN07-315_liver_rna_dupsRemoved.bam	macacYN07-315_lung_rna_dupsRemoved.bam	macacYN07-317_heart_rna_dupsRemoved.bam	macacYN07-317_kidney_rna_dupsRemoved.bam	macacYN07-317_liver_rna_dupsRemoved.bam	macacYN07-317_lung_rna_dupsRemoved.bam	macacYN07-330_heart_rna_dupsRemoved.bam	macacYN07-330_kidney_rna_dupsRemoved.bam	macacYN07-330_liver_rna_dupsRemoved.bam	macacYN07-330_lung_rna_dupsRemoved.bam
gene:ENSMMUG00000023315	11	13432781	13476963	+	44183	12	186	34	381	21	338	153	567	10	235	107	542	15	143	93	707
gene:ENSMMUG00000023317	11	13496433	13645349	-	148917	515	911	447	666	760	1330	1092	1185	878	1558	1225	1069	772	1038	873	1081
gene:ENSMMUG00000018577	11	13703074	13732467	-	29394	488	443	251	595	796	538	508	879	592	626	690	758	553	602	493	712
gene:ENSMMUG00000018578	11	13732558	13842277	+	109720	157	218	145	403	244	350	253	680	190	462	544	735	159	296	246	594
gene:ENSMMUG00000018580	11	13847220	13938918	-	91699	467	726	743	1086	638	1069	1273	1660	726	1295	2182	1697	472	851	1047	1343
gene:ENSMMUG00000060343	11	13848681	13854501	+	5821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000006677	11	13987889	14019452	+	31564	551	1950	1319	1672	1048	2571	2081	2496	852	2927	2616	2523	748	2366	1992	2316
gene:ENSMMUG00000012504	11	14035558	14060600	-	25043	1	10	6	18	9	12	7	20	9	16	14	10	9	12	3	17
gene:ENSMMUG00000050457	11	14092318	14100271	+	7954	483	892	577	1899	865	1151	953	2761	705	1448	1533	2726	603	1105	857	2333
gene:ENSMMUG00000051410	11	14116206	14123076	-	6871	1	3	2	6	1	4	5	15	2	6	6	10	3	4	1	10
gene:ENSMMUG00000050700	11	14169622	14173871	+	4250	298	143	56	265	322	109	47	485	584	437	145	385	285	186	63	344
gene:ENSMMUG00000017993	11	14196595	14214827	+	18233	341	620	317	1272	603	772	492	1688	455	877	700	1305	409	714	477	1359
gene:ENSMMUG00000057981	11	14285367	14304874	+	19508	11	76	19	2854	26	120	18	4570	19	155	33	3293	10	185	18	3077
gene:ENSMMUG00000017631	11	14305014	14308535	+	3522	9	86	16	3828	31	141	20	4574	27	128	36	3980	15	189	18	3412
gene:ENSMMUG00000032125	11	14332343	14342966	-	10624	15	23	21	38	43	21	46	71	27	52	99	107	17	46	48	48
gene:ENSMMUG00000017633	11	14366649	14394130	-	27482	356	677	807	736	571	693	975	894	471	912	1246	964	457	808	939	812
gene:ENSMMUG00000017636	11	14439898	14476685	+	36788	210	885	411	491	441	1149	757	767	240	1325	1323	750	299	1227	763	588
gene:ENSMMUG00000017637	11	14478862	14497258	-	18397	2	2	1	4	3	6	2	8	1	6	4	10	1	6	3	5
gene:ENSMMUG00000062238	11	14587435	14607644	+	20210	931	866	56	1164	1163	682	85	2058	1183	1033	198	1704	650	806	32	1582
gene:ENSMMUG00000054002	11	14632373	14635842	-	3470	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0
gene:ENSMMUG00000019112	11	14950263	15370049	-	419787	258	34	23	49	42	27	26	72	190	62	34	68	32	35	30	39
gene:ENSMMUG00000003664	11	15768356	15950496	+	182141	1276	2098	1874	2907	2235	2691	2750	4993	1451	2895	3005	3965	1749	2409	2356	4150
gene:ENSMMUG00000003665	11	15904149	15972304	-	68156	238	78	73	144	367	87	95	283	252	91	120	212	225	96	94	198
gene:ENSMMUG00000040407	11	15990022	15990943	-	922	236	264	238	278	267	298	271	329	231	314	290	320	267	293	268	325
gene:ENSMMUG00000057471	11	16023962	16159972	-	136011	89	154	88	162	251	200	132	213	77	153	147	190	69	179	124	227
gene:ENSMMUG00000032119	11	16161758	16162069	-	312	11	11	12	16	16	5	11	23	12	22	23	18	4	23	9	30
gene:ENSMMUG00000018013	11	16165319	16166008	+	690	286	365	477	450	400	404	515	547	349	502	672	586	320	403	529	454
gene:ENSMMUG00000019299	11	16177144	16196093	-	18950	829	1072	499	1322	1359	1520	912	2244	1110	1575	1209	2023	1053	1191	693	1633
gene:ENSMMUG00000057254	11	16198634	16199311	-	678	21	161	108	151	46	298	68	210	24	233	178	232	21	221	114	175
gene:ENSMMUG00000012788	11	16215291	16216025	+	735	1	10	24	1	4	37	26	3	6	38	67	0	4	19	32	5
gene:ENSMMUG00000055214	11	16221794	16235335	-	13542	2	308	859	43	16	715	1480	54	40	888	2242	41	12	513	1219	46
gene:ENSMMUG00000047247	11	16280761	16284719	-	3959	565	679	228	1278	638	682	185	1778	714	759	358	2398	459	828	206	2036
gene:ENSMMUG00000018030	11	16314479	16341163	-	26685	11	96	28	142	21	251	21	254	25	280	69	360	16	227	40	260
gene:ENSMMUG00000053781	11	16344231	16363783	-	19553	514	662	540	1866	739	744	742	2741	485	914	1067	2706	355	928	665	2526
gene:ENSMMUG00000050529	11	16380204	16383997	+	3794	1	3	2	19	1	5	2	43	0	5	4	28	0	4	4	27
gene:ENSMMUG00000010460	11	16514080	16639931	-	125852	69	826	48	583	144	1072	58	733	75	1351	74	608	75	854	43	581
gene:ENSMMUG00000032109	11	16733014	17001802	+	268789	43	947	39	90	134	1325	69	166	81	1567	101	194	121	1850	44	142
gene:ENSMMUG00000020431	11	17031736	17201257	-	169522	448	2973	444	871	679	3491	760	1438	679	4048	1192	1439	433	2342	803	1182
gene:ENSMMUG00000013307	11	17305718	17328254	+	22537	1175	978	641	1075	1673	1273	863	1695	1474	1413	1314	1617	1254	1158	789	1403
gene:ENSMMUG00000013309	11	17335051	17464203	+	129153	398	659	701	919	602	820	1061	1478	525	963	1281	1342	495	809	939	1201
gene:ENSMMUG00000002358	11	17623695	17714381	-	90687	120	1766	67	312	261	2778	145	608	202	4031	120	412	95	2200	83	298
gene:ENSMMUG00000057610	11	17786569	17804088	+	17520	139	1272	2026	677	249	1476	2441	1003	276	1549	2935	882	108	1238	2508	814
gene:ENSMMUG00000040307	11	17976141	18036098	-	59958	2	69	29	1332	11	126	28	1808	5	138	33	1814	16	114	14	1725
gene:ENSMMUG00000041726	11	18231487	18232344	+	858	142	183	96	241	208	265	155	341	152	316	220	341	158	208	146	255
gene:ENSMMUG00000047016	11	19476314	19489604	-	13291	196	200	14	90	297	170	27	147	205	213	28	149	243	375	26	148
gene:ENSMMUG00000022174	11	19636436	20059997	+	423562	189	1192	1299	549	280	1391	2232	679	233	1888	2564	576	221	1374	1931	475
gene:ENSMMUG00000022175	11	20094119	20146822	-	52704	7	15	27	11	6	77	59	16	5	119	115	19	3	47	117	11
gene:ENSMMUG00000022176	11	20147723	20148622	+	900	0	2	1	2	0	1	1	4	0	6	4	1	0	2	4	2
gene:ENSMMUG00000052971	11	20178421	20180145	+	1725	0	0	0	0	0	3	0	1	0	2	1	2	0	0	0	0
gene:ENSMMUG00000016550	11	20546277	20788398	+	242122	1053	1172	659	983	1752	1612	1255	1775	1420	1914	1720	1728	1410	1155	937	1738
gene:ENSMMUG00000053527	11	20810160	20811011	+	852	0	0	1	1	2	0	1	3	2	1	1	3	1	0	2	0
gene:ENSMMUG00000058287	11	20811262	20812727	-	1466	1	0	1	0	0	1	0	0	0	2	2	0	1	1	1	1
gene:ENSMMUG00000016243	11	20853292	21089447	+	236156	485	1000	405	1159	825	1487	756	2252	699	1676	1010	2145	629	1189	710	1929
gene:ENSMMUG00000060789	11	20857886	20865414	+	7529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000051412	11	21521612	21523681	+	2070	0	1	0	0	0	2	3	0	0	3	2	0	0	0	0	0
gene:ENSMMUG00000008269	11	21819148	22125960	+	306813	828	176	164	275	1635	299	168	507	1682	547	190	584	1446	415	190	802
gene:ENSMMUG00000062439	11	22013304	22015940	-	2637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000008271	11	22141342	22197168	+	55827	13	5	2	44	31	9	2	85	40	16	9	112	45	14	8	73
gene:ENSMMUG00000020443	11	22234758	22617448	+	382691	1299	318	18964	3103	2577	549	25745	4589	2549	433	28207	4037	1691	1045	24453	4509
gene:ENSMMUG00000008584	11	22649306	22803286	-	153981	84	3005	1465	361	164	2870	3185	464	152	3160	3262	649	108	1104	3204	826
gene:ENSMMUG00000032087	11	22761349	22765024	+	3676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000010854	11	22818965	22855684	+	36720	103	340	260	219	226	590	335	462	167	636	455	331	115	442	232	311
gene:ENSMMUG00000010857	11	22851607	22886195	-	34589	395	347	175	570	657	528	299	1166	626	646	565	1248	384	481	283	1048
gene:ENSMMUG00000040133	11	22886401	22902688	+	16288	340	665	524	762	592	949	730	1239	510	1105	1096	1265	370	805	643	979
gene:ENSMMUG00000042352	11	22911273	22916638	+	5366	31	109	40	2	25	248	71	4	13	156	146	3	12	147	30	6
gene:ENSMMUG00000016171	11	22921876	22982986	-	61111	7	7	2368	70	42	23	3472	61	162	8	4644	25	25	50	3036	44
gene:ENSMMUG00000002679	11	23007085	23030550	-	23466	1659	1629	50	792	3048	2119	97	1644	2273	2767	199	1445	2370	1962	76	1055
gene:ENSMMUG00000056014	11	23143807	23155174	-	11368	406	56	544	410	835	93	830	720	627	121	1572	621	612	139	697	809
gene:ENSMMUG00000020806	11	23181562	23317761	-	136200	755	288	1693	280	1456	198	3055	478	1378	344	3437	432	1177	265	2463	850
gene:ENSMMUG00000020808	11	23412144	23431489	+	19346	910	789	1622	781	1310	1189	1976	1475	962	1197	2383	1246	746	908	1925	1060
gene:ENSMMUG00000059535	11	23538115	23539966	-	1852	25	8	3	179	27	7	8	320	16	8	14	267	18	6	5	278
gene:ENSMMUG00000003685	11	23545565	23680951	-	135387	34	23	23	139	53	22	15	323	23	42	44	279	25	32	24	382
gene:ENSMMUG00000006641	11	23775207	23884332	-	109126	857	1709	732	1645	1331	2528	1225	2930	940	2850	1480	2658	955	1751	989	2422
gene:ENSMMUG00000006643	11	23950407	24011085	+	60679	613	2946	1323	2274	1076	3607	2349	3711	1052	4141	3329	3075	636	2561	2047	2942
gene:ENSMMUG00000048030	11	24676989	24679012	+	2024	141	187	186	268	214	288	257	305	181	274	298	291	154	234	212	258
gene:ENSMMUG00000020370	11	24817552	25300486	-	482935	27	139	334	186	114	177	701	245	89	178	859	295	65	128	802	348
gene:ENSMMUG00000057276	11	24928267	24931920	+	3654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000012223	11	26110262	26245037	-	134776	44	63	25	1167	74	70	54	2168	38	106	72	2289	35	106	50	1617
gene:ENSMMUG00000065144	11	26324273	26329535	+	5263	1	0	1	2	0	1	2	0	1	1	0	0	1	1	0	1
gene:ENSMMUG00000015374	11	26367745	26407606	+	39862	75	270	77	715	167	486	134	1439	107	416	259	1336	80	397	139	968
gene:ENSMMUG00000038348	11	26394527	26394919	-	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000015377	11	26407296	26488437	-	81142	88	695	42	310	205	1230	149	714	118	1158	166	470	128	929	102	746
gene:ENSMMUG00000042111	11	26488059	26499698	+	11640	1088	1453	1105	641	1641	1809	1623	949	1303	1828	1768	793	1121	1693	1435	787
gene:ENSMMUG00000015381	11	26500152	26547210	-	47059	349	992	548	764	579	1209	825	1410	463	1564	1107	1139	418	1183	809	1116
gene:ENSMMUG00000059361	11	26533916	26537593	-	3678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000009601	11	26792620	26841198	-	48579	2	82	3	5	3	95	11	15	7	51	6	10	3	127	6	43
gene:ENSMMUG00000018385	11	27267215	27378459	+	111245	100	594	162	669	183	874	280	739	162	1089	337	739	117	640	237	834
gene:ENSMMUG00000039562	11	27429984	27432760	-	2777	73	46	2	290	142	74	8	506	85	82	8	450	61	47	2	307
gene:ENSMMUG00000018630	11	27504615	27542807	+	38193	955	253	36	584	1218	295	68	920	1092	458	59	1013	1127	426	63	1156
gene:ENSMMUG00000050627	11	27630072	27631874	-	1803	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0
gene:ENSMMUG00000023128	11	27648244	28140936	-	492693	945	1671	3130	1095	1754	2236	5739	2470	1929	2998	6391	2010	1416	2343	5126	2372
gene:ENSMMUG00000006466	11	28225415	28260058	-	34644	403	612	384	506	635	839	611	985	464	983	751	851	437	688	489	718
gene:ENSMMUG00000006468	11	28260218	28288575	+	28358	88	201	115	143	162	266	175	243	167	393	243	253	125	211	146	228
gene:ENSMMUG00000003217	11	28278667	28340608	-	61942	1225	3024	2036	1504	1924	4331	3202	2777	1657	5336	3383	2269	1391	2798	2442	2128
gene:ENSMMUG00000003218	11	28348757	28507392	+	158636	1012	1204	681	1485	1568	1985	1162	2661	1213	1737	1161	1949	1386	1662	1034	2460
gene:ENSMMUG00000004106	11	28412755	28414081	-	1327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000023248	11	28572919	28651417	+	78499	1666	691	260	1109	2488	783	306	1812	3048	1111	590	1482	1696	820	322	1669
gene:ENSMMUG00000023249	11	28659521	28728935	+	69415	116	88	106	159	139	111	76	541	123	125	269	342	127	93	163	402
gene:ENSMMUG00000021736	11	28780596	28813910	+	33315	32	36	34	60	23	38	21	137	22	48	54	113	58	55	45	136
gene:ENSMMUG00000021737	11	28833479	29009031	+	175553	3910	1486	1193	3202	4387	1508	1484	4727	4198	2007	2045	4901	4845	1750	1851	4352
gene:ENSMMUG00000053271	11	29009857	29011098	+	1242	90	18	23	75	97	26	26	144	114	50	60	228	112	41	55	138
gene:ENSMMUG00000063176	11	29026235	29068769	+	42535	822	1192	481	746	1365	1491	725	1119	1067	1573	1101	1072	866	1068	640	920
gene:ENSMMUG00000021742	11	29093400	29113828	+	20429	174	527	262	866	297	869	638	1440	212	868	637	1121	190	643	510	1209
gene:ENSMMUG00000010531	11	29283438	29296002	-	12565	13	3	1	98	19	4	1	85	134	5	0	105	5	5	1	138
gene:ENSMMUG00000011802	11	29518265	29888049	+	369785	612	669	286	615	924	792	299	1017	790	934	651	876	645	688	425	906
gene:ENSMMUG00000060392	11	29819268	29821607	-	2340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000015810	11	30498154	30704488	+	206335	232	356	252	738	446	587	538	1699	321	634	595	1575	315	514	340	1393
gene:ENSMMUG00000015811	11	30688694	30728982	-	40289	184	218	170	255	303	261	305	438	217	277	333	410	206	233	161	358
gene:ENSMMUG00000015813	11	30784578	30839048	-	54471	13	15	5	13	15	29	42	25	19	72	18	35	5	46	6	53
gene:ENSMMUG00000015817	11	30848936	31128462	-	279527	899	706	82	515	1578	791	139	1266	1273	1520	192	835	994	1180	108	1658
gene:ENSMMUG00000049715	11	31340906	31342787	-	1882	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gene:ENSMMUG00000001361	11	31973229	32040071	-	66843	975	2419	1219	1862	1588	3271	2059	3208	1442	3591	2510	2980	1364	2710	1763	2695
gene:ENSMMUG00000001359	11	32054266	32138322	-	84057	1079	2029	443	1135	1963	2892	909	2289	1364	2854	1071	1847	1304	2389	823	1852
gene:ENSMMUG00000001357	11	32252438	32325172	+	72735	308	731	363	191	561	1290	515	538	453	993	873	399	225	767	539	363
gene:ENSMMUG00000009155	11	32399664	32480382	-	80719	269	870	92	826	570	1111	180	1733	519	1200	291	1346	423	1110	174	1364
gene:ENSMMUG00000039300	11	32431675	32432022	+	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000003221	11	32498282	32706465	-	208184	1375	1701	2268	191	2165	3014	4279	374	1602	3263	4016	350	1549	1773	3523	353
gene:ENSMMUG00000011179	11	32774821	32819690	+	44870	55	215	97	99	143	265	138	320	72	329	176	191	42	186	134	152
gene:ENSMMUG00000011180	11	32801814	32860535	-	58722	194	479	179	425	447	818	419	1244	254	917	493	864	233	521	261	582
gene:ENSMMUG00000054831	11	32878994	32880507	+	1514	1	1	0	1	2	3	1	6	1	1	1	1	1	1	1	4
gene:ENSMMUG00000062808	11	33092225	33093298	+	1074	1	1	1	1	2	5	7	3	1	16	3	5	1	5	4	1
gene:ENSMMUG00000023575	11	33125420	33158983	+	33564	718	986	705	1870	1589	1640	1804	4210	1213	2033	2090	4042	864	1401	1262	2990
gene:ENSMMUG00000007395	11	33243488	33512115	+	268628	107	296	70	344	224	416	94	1133	152	466	152	660	113	409	107	741
gene:ENSMMUG00000004851	11	33532541	33791489	+	258949	358	627	665	323	700	876	980	636	655	1094	1287	632	390	642	1154	652
gene:ENSMMUG00000063112	11	33618013	33623071	-	5059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000013655	11	33831543	33899317	+	67775	1719	1933	682	1766	2489	2659	1053	3278	2066	3000	1472	3003	1943	2420	1039	2667
gene:ENSMMUG00000013654	11	33899210	33910747	-	11538	352	373	289	331	687	455	365	566	507	579	544	547	397	405	357	428
gene:ENSMMUG00000000595	11	33947949	34055000	-	107052	2745	317	410	301	3871	515	699	818	3849	744	994	726	3024	324	559	535
gene:ENSMMUG00000051290	11	34402317	34403344	+	1028	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	1
gene:ENSMMUG00000015343	11	34560590	34561695	-	1106	168	231	225	175	246	281	279	245	215	292	430	282	155	235	248	213
gene:ENSMMUG00000010712	11	34600337	34662149	-	61813	13	325	80	94	10	578	134	177	2	346	7	19	4	81	10	24
gene:ENSMMUG00000001214	11	35259613	35263925	+	4313	13	88	45	48	27	144	108	93	20	187	127	76	25	95	101	74
gene:ENSMMUG00000013666	11	35598956	35841010	-	242055	56	226	62	227	147	259	137	1078	133	380	190	519	90	273	112	573
gene:ENSMMUG00000060125	11	35730093	35733746	+	3654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000021192	11	38569684	38729992	-	160309	591	1626	1046	721	902	2421	1973	1212	890	2392	2349	1380	580	1413	1374	991
gene:ENSMMUG00000051924	11	38804255	38807197	+	2943	1	3	1	3	0	1	1	4	1	0	0	2	2	3	0	0
gene:ENSMMUG00000014007	11	38849339	38912306	-	62968	63	17	11	60	91	24	11	105	98	17	14	74	85	26	13	66
gene:ENSMMUG00000010077	11	38918734	39011390	+	92657	10	27	8	52	29	44	25	65	24	36	89	60	34	48	86	67
gene:ENSMMUG00000010078	11	39043180	39412484	-	369305	50	353	208	234	144	389	350	509	114	534	444	477	204	393	496	640
gene:ENSMMUG00000015857	11	39533542	39678075	+	144534	352	1858	199	3129	610	2700	447	5418	464	2898	587	7325	377	2012	588	4213
gene:ENSMMUG00000021163	11	40174593	40414643	+	240051	20	45	14	122	62	55	17	305	31	73	32	151	59	124	26	194
gene:ENSMMUG00000002641	11	40539529	40953332	+	413804	31	103	31	84	50	110	52	106	41	170	66	92	37	142	49	113
gene:ENSMMUG00000010868	11	41480205	41629524	-	149320	807	1015	564	973	1287	1555	1009	1917	1006	1621	1347	1648	703	1357	1111	1577
gene:ENSMMUG00000017319	11	41709009	41724974	-	15966	249	604	365	648	412	782	553	1028	341	836	635	951	288	648	491	788
gene:ENSMMUG00000021735	11	41725034	41848817	+	123784	607	1120	691	1285	912	1461	1097	2347	850	1802	1565	2024	823	1323	1024	2010
gene:ENSMMUG00000021733	11	41862437	41877789	-	15353	425	183	25	353	566	234	37	669	487	271	49	528	643	342	72	715
gene:ENSMMUG00000059462	11	41962593	41964352	-	1760	1	0	3	1	1	2	3	4	2	7	3	4	3	3	2	3
gene:ENSMMUG00000013942	11	42783434	42999189	-	215756	14	39	16	21	34	59	26	49	24	60	43	51	28	39	31	44
gene:ENSMMUG00000000203	11	43112411	43208204	-	95794	302	591	387	359	567	893	679	673	351	933	893	621	310	578	532	424
gene:ENSMMUG00000000204	11	43217887	43244835	+	26949	141	408	190	623	243	616	406	1356	161	534	461	1083	154	392	292	884
gene:ENSMMUG00000006154	11	43247517	43260074	-	12558	333	1303	948	1153	487	1734	1293	1869	454	1895	1668	1663	390	1483	1279	1560
gene:ENSMMUG00000000205	11	43291880	43853195	+	561316	586	831	471	590	813	1082	679	716	676	1475	867	803	574	926	622	669
gene:ENSMMUG00000058178	11	43615459	43618491	-	3033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000041539	11	43752117	43753091	-	975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000017279	11	43963589	44338234	-	374646	154	270	216	412	228	368	275	602	182	420	331	532	159	319	248	410
gene:ENSMMUG00000052030	11	44472981	44512341	-	39361	2	2	3	7	5	2	7	9	3	10	9	13	3	7	8	10
gene:ENSMMUG00000011811	11	44710002	44924999	+	214998	1274	1558	3004	2529	1798	2487	3828	3764	1546	2224	4238	3415	1387	1572	3151	3258
gene:ENSMMUG00000030923	11	44790404	44791265	-	862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000015962	11	45228346	45414607	+	186262	368	880	422	1014	662	1214	826	2237	489	1437	969	1846	546	1072	732	1881
gene:ENSMMUG00000023791	11	45429115	45506473	-	77359	1771	3374	1998	3541	2890	4645	3368	5884	2454	4942	3924	4955	2336	3955	2925	4795
gene:ENSMMUG00000011999	11	45720065	45804414	-	84350	2321	506	75	1588	3890	774	117	2764	3848	869	242	2443	2756	789	106	2015
gene:ENSMMUG00000022359	11	45882567	45897108	-	14542	1852	1958	2055	2438	2295	2799	2960	3453	2799	3047	4665	4283	1761	2333	2815	4002
gene:ENSMMUG00000065020	11	46151852	46154248	+	2397	0	4	1	1	0	3	4	1	0	0	0	0	1	2	3	2
gene:ENSMMUG00000012331	11	46277716	46315082	-	37367	31	14	5502	246	167	41	7830	222	372	29	13169	135	116	143	7962	129
gene:ENSMMUG00000012458	11	46597919	46599484	-	1566	82	232	77	796	110	355	246	1177	55	301	172	1033	83	466	125	1173
gene:ENSMMUG00000002203	11	46726607	46754637	+	28031	68	152	89	952	128	222	176	1715	77	252	373	1472	66	245	115	1392
gene:ENSMMUG00000049854	11	46805345	46808860	+	3516	6	4	19	17	12	14	20	46	16	46	45	47	1	5	7	8
gene:ENSMMUG00000007482	11	47211121	47256703	-	45583	633	688	304	567	933	1017	533	1026	692	1002	654	776	690	787	479	832
gene:ENSMMUG00000018399	11	47260388	47275108	-	14721	63	275	19	144	230	528	22	376	108	549	62	228	91	580	41	229
gene:ENSMMUG00000000477	11	47287170	47309561	-	22392	529	2263	88	1287	994	2757	94	1829	995	3509	213	1910	672	2860	109	1729
gene:ENSMMUG00000049514	11	47323824	47333315	+	9492	527	507	204	960	839	717	321	1690	651	916	541	1463	673	706	399	1168
gene:ENSMMUG00000021655	11	47333298	47371045	-	37748	967	1151	262	3921	1637	1134	433	6558	1293	1757	762	5933	947	1502	398	5106
gene:ENSMMUG00000006727	11	47394547	47458098	-	63552	19	1288	11	106	40	1961	16	227	22	2674	16	228	20	2188	15	188
gene:ENSMMUG00000011441	11	47520501	47525254	+	4754	541	1679	617	1439	927	2095	862	2080	742	2333	1184	2143	917	2061	1077	2045
gene:ENSMMUG00000011444	11	47530006	47560772	-	30767	5	13	8	201	3	22	9	153	3	25	11	238	9	106	30	71
gene:ENSMMUG00000020125	11	47607738	47661350	-	53613	81	160	80	221	129	237	128	427	106	277	199	362	115	195	129	346
gene:ENSMMUG00000055133	11	47645919	47647023	+	1105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000002045	11	47665346	47715379	+	50034	5034	1581	418	1321	6496	1978	482	2254	6529	2396	729	1906	5403	2037	515	1753
gene:ENSMMUG00000002048	11	47712950	47721123	-	8174	154	171	110	183	276	221	166	318	232	249	259	356	231	192	171	262
gene:ENSMMUG00000052412	11	47746462	47748809	+	2348	0	4	1	4	2	4	2	5	1	6	4	5	1	12	0	2
gene:ENSMMUG00000051724	11	47924647	47925612	+	966	2	3	0	5	11	1	0	7	3	7	0	5	0	3	0	2
gene:ENSMMUG00000014484	11	47935015	47943433	-	8419	82	205	100	281	186	249	201	572	121	297	267	488	115	235	200	426
gene:ENSMMUG00000048875	11	48093503	48108316	+	14814	16	12	14	33	18	21	18	31	17	19	21	23	22	32	19	39
gene:ENSMMUG00000000539	11	48111958	48114456	+	2499	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0
gene:ENSMMUG00000059987	11	48165681	48168780	+	3100	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
gene:ENSMMUG00000000283	11	48174069	48176122	-	2054	1	1	1	0	0	0	0	0	1	1	2	1	0	2	1	3
gene:ENSMMUG00000003877	11	48252892	48285446	-	32555	670	1843	673	1626	1290	2354	1073	2676	998	2376	1452	2234	919	1965	880	2209
gene:ENSMMUG00000007629	11	48296214	48326186	-	29973	140	310	173	275	284	536	286	590	256	627	461	482	174	402	260	484
gene:ENSMMUG00000054025	11	48334930	48370372	+	35443	1283	830	322	1220	1651	1042	706	1818	1572	1270	934	1561	1378	1010	604	1512
gene:ENSMMUG00000006253	11	48370240	48392533	-	22294	2218	1668	714	2058	3028	2205	1449	4035	3415	2809	2099	3464	2692	2019	1403	3276
gene:ENSMMUG00000008430	11	48417863	48432698	+	14836	147	384	63	1291	273	308	92	2870	161	409	157	2139	179	540	79	2409
gene:ENSMMUG00000008432	11	48433515	48454396	-	20882	682	930	721	1632	1167	1263	1231	2689	903	1516	1651	2482	947	1214	1025	2118
gene:ENSMMUG00000048864	11	48459239	48467695	-	8457	15	46	512	86	38	46	613	191	43	66	1607	134	11	60	587	127
gene:ENSMMUG00000006971	11	48511733	48564069	-	52337	116	318	561	643	220	421	685	1098	204	529	1394	997	127	435	734	803
gene:ENSMMUG00000006970	11	48512132	48528540	+	16409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000063745	11	48534766	48535554	+	789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSMMUG00000041595	11	48542586	48564479	-	21894	5	15	20	29	15	23	18	37	18	39	33	62	9	27	28	56
gene:ENSMMUG00000015705	11	48573131	48579644	-	6514	5	4	2	6	28	9	3	14	12	12	2	11	9	10	0	15
