# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/bumblebee_genome/GCF_000214255.1_Bter_1.0_genomic.gff" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "64" "--primary" "SRR8929838_dupsRemoved.bam" "SRR8929839_dupsRemoved.bam" "SRR8929840_dupsRemoved.bam" "SRR8929841_dupsRemoved.bam" "SRR8929842_dupsRemoved.bam" "SRR8929843_dupsRemoved.bam" "SRR8929848_dupsRemoved.bam" "SRR8929849_dupsRemoved.bam" "SRR8929852_dupsRemoved.bam" "SRR8929853_dupsRemoved.bam" "SRR8929854_dupsRemoved.bam" "SRR8929855_dupsRemoved.bam" "SRR8929856_dupsRemoved.bam" "SRR8929857_dupsRemoved.bam" "SRR8929858_dupsRemoved.bam" "SRR8929859_dupsRemoved.bam" "SRR8929860_dupsRemoved.bam" "SRR8929861_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR8929838_dupsRemoved.bam	SRR8929839_dupsRemoved.bam	SRR8929840_dupsRemoved.bam	SRR8929841_dupsRemoved.bam	SRR8929842_dupsRemoved.bam	SRR8929843_dupsRemoved.bam	SRR8929848_dupsRemoved.bam	SRR8929849_dupsRemoved.bam	SRR8929852_dupsRemoved.bam	SRR8929853_dupsRemoved.bam	SRR8929854_dupsRemoved.bam	SRR8929855_dupsRemoved.bam	SRR8929856_dupsRemoved.bam	SRR8929857_dupsRemoved.bam	SRR8929858_dupsRemoved.bam	SRR8929859_dupsRemoved.bam	SRR8929860_dupsRemoved.bam	SRR8929861_dupsRemoved.bam
gene1116	NC_015763.1	8068073	8072797	-	4725	9	14	25	3	10	16	10	23	8	7	17	10	10	4	14	13	18	6
gene1117	NC_015763.1	8213748	8365032	+	151285	130	163	117	0	72	136	113	132	86	84	101	57	74	90	95	54	81	85
gene1118	NC_015763.1	8369984	8390079	-	20096	2735	2380	2107	974	1251	3152	1946	2972	1080	1173	3241	1171	1588	985	2084	899	1986	1110
gene1119	NC_015763.1	8372498	8373812	-	1315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1120	NC_015763.1	8374023	8374979	-	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1121	NC_015763.1	8374719	8376233	+	1515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1122	NC_015763.1	8376441	8379652	-	3212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1123	NC_015763.1	8379789	8384252	+	4464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1124	NC_015763.1	8384331	8387193	+	2863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1125	NC_015763.1	8384770	8387258	+	2489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1126	NC_015763.1	8418224	8419763	-	1540	1	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0
gene1128	NC_015763.1	8456964	8594046	+	137083	5916	5876	5442	2544	4722	5056	5549	4758	4462	5427	4666	4426	4754	4391	5153	4099	6436	4706
gene1129	NC_015763.1	8499417	8502006	+	2590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1130	NC_015763.1	8616396	8619199	-	2804	37	34	31	10	12	20	29	13	45	7	17	9	16	23	24	11	25	28
gene1131	NC_015763.1	8619852	8621654	-	1803	1690	1279	1285	1208	966	1623	1382	1010	1810	906	965	771	1159	1142	1195	517	709	1056
gene1132	NC_015763.1	8625060	8626881	-	1822	2322	2104	1990	1429	1562	2743	2095	2014	1847	1310	1911	1270	1697	1680	1868	837	1206	1486
gene1133	NC_015763.1	8627746	8629433	-	1688	3293	2857	2647	1824	1482	3374	2246	2298	2923	1936	2149	1255	2894	2148	2849	968	1909	1964
gene1134	NC_015763.1	8633541	8636336	-	2796	0	2	1	0	1	1	1	0	1	1	0	0	1	5	3	2	5	1
gene1135	NC_015763.1	8641088	8755919	+	114832	1272	1365	1310	431	776	1369	1054	1133	989	1099	1121	664	873	1122	973	601	930	783
gene1136	NC_015763.1	8756086	8785080	-	28995	744	805	970	448	584	860	679	904	704	941	939	623	701	571	615	599	987	612
gene1137	NC_015763.1	8785805	8789184	+	3380	23	36	41	7	23	21	17	22	10	31	49	8	13	32	25	33	32	8
gene1138	NC_015763.1	8789176	8790828	-	1653	7	8	6	11	11	7	8	5	10	7	9	6	6	8	7	10	9	8
gene1139	NC_015763.1	8790829	8793198	-	2370	396	425	348	371	409	395	405	351	308	358	359	336	319	412	330	387	452	393
gene1140	NC_015763.1	8793353	8802811	+	9459	3911	3532	2897	2295	2680	4603	3307	3919	3085	2944	3145	2446	3501	3578	3633	2329	4217	3406
gene1141	NC_015763.1	8804434	8810206	-	5773	2732	3646	2828	1583	2968	2517	3224	2684	3094	2690	1967	2664	2523	2140	3153	2538	4235	2723
gene1142	NC_015763.1	8810107	8813781	+	3675	1173	1015	975	617	871	1191	999	1081	882	935	929	764	1018	886	1142	693	1204	874
gene1143	NC_015763.1	8863264	8884765	-	21502	57	53	43	27	33	44	48	48	38	44	46	21	37	33	36	17	45	38
gene1144	NC_015763.1	8889378	8890669	-	1292	123	121	128	99	130	112	165	110	101	82	116	84	115	101	100	103	150	144
gene1145	NC_015763.1	8890839	8892663	+	1825	256	269	291	208	251	295	358	237	200	244	257	212	265	264	252	251	327	269
gene1146	NC_015763.1	8892655	8895929	-	3275	306	305	278	180	249	281	316	292	233	251	274	217	223	297	239	287	258	304
gene1147	NC_015763.1	8896480	8899957	-	3478	192	170	156	91	127	139	158	139	142	127	124	92	157	120	145	118	172	120
gene1148	NC_015763.1	8900084	8903824	-	3741	735	672	619	506	549	629	734	570	482	539	530	482	547	540	578	517	689	627
gene1149	NC_015763.1	8905440	8906156	-	717	3	5	2	0	3	4	4	6	3	1	8	1	2	1	6	1	4	4
gene1150	NC_015763.1	8906268	8914813	+	8546	1054	1098	976	763	1054	897	1106	1089	810	933	886	880	1241	1008	1201	837	1268	1036
gene1151	NC_015763.1	8921396	8958719	+	37324	1013	1067	1196	803	713	690	806	721	853	911	828	813	663	885	698	908	1137	693
gene1152	NC_015763.1	8934761	8935986	-	1226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1153	NC_015763.1	8958798	8962795	+	3998	24	39	25	9	19	18	10	16	16	29	13	11	23	20	14	24	17	19
gene1154	NC_015763.1	8962844	8985033	-	22190	2053	2058	1854	830	1503	1933	1802	1692	1420	1723	1835	1490	1558	1702	1656	1384	1754	1584
gene1155	NC_015763.1	8985544	8991916	+	6373	1403	1418	1633	764	1279	1070	1667	1025	1521	1138	1430	1438	1334	761	1139	1100	1192	1179
gene1156	NC_015763.1	8992021	8993803	-	1783	104	106	113	91	71	86	126	95	107	75	83	72	78	81	72	72	158	81
gene1157	NC_015763.1	9010619	9011772	+	1154	0	0	1	1	1	0	0	2	0	1	0	0	0	0	0	1	0	0
gene1158	NC_015763.1	9020738	9020809	-	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1159	NC_015763.1	9064689	9094376	-	29688	101	158	112	34	146	133	186	112	374	157	159	135	88	175	112	412	201	472
gene1160	NC_015763.1	9109104	9115651	-	6548	691	684	652	402	564	656	637	583	583	578	592	569	556	550	588	460	583	531
gene1161	NC_015763.1	9115853	9119835	-	3983	34	38	35	30	28	47	45	37	42	28	35	24	26	51	33	14	15	50
gene1162	NC_015763.1	9120915	9163013	-	42099	8194	10493	9332	3091	8511	9309	11557	8069	7983	10120	6888	8651	8273	6614	10391	8351	10465	9971
gene1163	NC_015763.1	9156386	9159455	+	3070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1164	NC_015763.1	9189552	9618533	+	428982	1135	1238	1149	543	865	1177	1089	1074	909	1064	906	803	1002	1007	964	743	997	937
gene1165	NC_015763.1	9620045	9785630	-	165586	310	271	340	103	145	350	202	258	223	232	200	181	224	246	216	113	249	189
gene1166	NC_015763.1	9929249	10008657	+	79409	80	80	75	42	49	68	66	53	57	49	60	47	51	67	58	38	51	48
gene1167	NC_015763.1	10036119	10038313	-	2195	3963	4115	5483	4285	2625	2127	3694	1975	3926	2766	2552	2185	2407	3504	2371	2560	3867	3432
gene1168	NC_015763.1	10046933	10069145	+	22213	5264	5659	7535	424	3520	3731	5731	2656	4657	4438	3864	2989	2351	2280	2765	3483	3771	4243
gene1169	NC_015763.1	10071276	10082956	+	11681	65050	62761	60602	26988	45760	60710	58204	49365	57403	54275	46085	40844	47758	48382	49522	39151	67245	50250
gene1170	NC_015763.1	10086138	10089428	-	3291	2	1	7	0	1	5	1	5	0	2	6	3	0	5	1	2	2	0
gene1171	NC_015763.1	10089505	10092829	+	3325	52	69	90	58	51	77	56	59	49	34	62	79	41	42	57	42	62	69
gene1172	NC_015763.1	10093846	10096233	+	2388	3	4	13	0	2	3	0	4	2	4	5	0	0	3	2	7	4	0
gene1173	NC_015763.1	10097153	10099251	+	2099	2	17	19	0	10	11	4	22	2	14	26	3	4	14	18	14	13	0
gene1174	NC_015763.1	10101207	10102982	+	1776	0	1	6	0	2	0	0	5	0	2	8	1	0	0	3	3	0	0
gene1175	NC_015763.1	10107538	10109399	+	1862	1	3	3	0	0	3	2	4	1	0	2	0	0	5	4	5	2	0
gene1176	NC_015763.1	10115021	10116141	+	1121	0	0	3	0	1	0	0	2	1	0	2	0	0	0	1	0	2	0
gene1177	NC_015763.1	10117899	10118946	+	1048	0	1	4	0	1	0	0	0	0	1	2	0	0	4	2	2	0	0
gene1178	NC_015763.1	10120895	10122990	+	2096	2	12	18	0	4	5	2	11	2	4	16	2	3	5	7	13	6	0
gene1179	NC_015763.1	10123961	10128562	+	4602	1	1	7	0	3	3	4	1	1	2	4	0	0	2	3	3	1	0
gene1180	NC_015763.1	10129488	10131476	+	1989	1	7	10	0	2	1	0	5	1	3	6	0	2	4	6	6	5	0
gene1181	NC_015763.1	10131751	10134168	+	2418	4	6	3	0	5	2	4	1	2	1	5	0	1	5	4	4	1	0
gene1182	NC_015763.1	10134741	10136458	+	1718	1	3	4	0	2	1	1	2	0	2	6	1	1	1	3	7	1	1
gene1183	NC_015763.1	10137163	10139550	+	2388	3	3	5	0	2	1	2	8	1	3	4	2	1	4	4	6	6	0
gene1184	NC_015763.1	10140177	10142699	+	2523	3	5	4	0	1	1	0	5	1	1	4	1	1	1	6	3	4	0
gene1185	NC_015763.1	10143233	10144944	+	1712	1	1	6	0	5	1	0	1	1	4	5	2	0	4	3	1	1	0
gene1186	NC_015763.1	10146740	10148487	+	1748	0	0	0	0	0	0	1	0	0	4	4	1	0	1	3	4	1	0
gene1187	NC_015763.1	10149730	10150499	+	770	0	1	3	0	1	2	0	1	1	0	3	2	0	1	0	2	1	0
gene1188	NC_015763.1	10153876	10155660	+	1785	1	4	5	1	2	5	1	2	1	4	9	0	1	1	2	6	3	4
gene1189	NC_015763.1	10158521	10160251	+	1731	2	9	5	0	12	8	7	12	4	19	22	1	1	12	14	23	10	0
gene1190	NC_015763.1	10160924	10162636	+	1713	0	2	7	0	0	3	1	4	2	3	5	1	0	2	5	2	0	0
gene1191	NC_015763.1	10163992	10165700	+	1709	1	12	10	6	1	4	1	5	4	8	4	0	1	4	7	3	1	2
gene1192	NC_015763.1	10167263	10168928	+	1666	2	1	0	4	4	2	2	5	2	4	4	1	0	2	1	6	2	0
gene1193	NC_015763.1	10170772	10173564	+	2793	2	8	7	2	3	5	3	6	6	9	6	3	4	6	6	7	5	1
gene1194	NC_015763.1	10174201	10175955	+	1755	3	2	6	2	4	4	1	1	6	4	4	1	1	3	5	1	3	1
gene1195	NC_015763.1	10176512	10178826	+	2315	2	8	2	2	3	0	2	3	2	5	6	3	3	2	8	3	6	1
gene1196	NC_015763.1	10179619	10181984	+	2366	7	7	5	13	21	4	14	10	5	16	11	12	6	14	7	14	9	13
gene1197	NC_015763.1	10182808	10189596	+	6789	5	11	13	1	4	5	2	12	6	12	15	4	5	11	12	11	4	3
gene1198	NC_015763.1	10190746	10192581	+	1836	2	3	9	0	2	3	1	9	0	5	6	1	1	1	1	2	3	0
gene1199	NC_015763.1	10193394	10195275	+	1882	0	2	2	0	1	0	1	2	2	3	6	0	0	3	4	0	0	0
gene1200	NC_015763.1	10196421	10198470	+	2050	3	5	6	1	3	1	2	4	0	4	8	2	2	5	2	5	2	0
gene1201	NC_015763.1	10199180	10201062	+	1883	3	2	6	3	2	2	6	2	6	2	5	1	0	4	3	5	4	2
gene1202	NC_015763.1	10201983	10203520	+	1538	2	3	6	1	0	1	0	4	1	1	3	0	1	2	0	2	6	0
gene1203	NC_015763.1	10204570	10206413	+	1844	0	1	1	0	1	0	2	4	0	1	2	0	1	1	2	3	1	0
gene1204	NC_015763.1	10206963	10213179	+	6217	3	2	1	0	3	1	3	0	0	3	5	1	0	1	3	1	2	0
gene1205	NC_015763.1	10213919	10215681	+	1763	17	12	15	11	5	4	8	10	17	17	16	2	6	5	10	5	10	5
gene1206	NC_015763.1	10216566	10218974	+	2409	2	5	9	2	4	4	1	6	3	5	9	2	2	4	7	2	5	1
gene1207	NC_015763.1	10219853	10221586	+	1734	1	2	9	0	1	1	4	6	0	3	5	0	1	5	6	9	4	0
gene1208	NC_015763.1	10222471	10224655	+	2185	1	2	4	0	2	3	6	3	3	3	6	1	1	4	1	3	6	0
gene1209	NC_015763.1	10226357	10228737	+	2381	2	8	2	0	3	5	1	5	2	2	4	1	2	5	2	6	3	0
gene1210	NC_015763.1	10229481	10231793	+	2313	1	3	3	1	2	0	1	4	0	3	6	3	1	3	2	1	1	0
gene1211	NC_015763.1	10232622	10234411	+	1790	7	3	5	13	1	7	6	4	4	6	4	0	1	5	8	4	2	1
gene1212	NC_015763.1	10235133	10237241	+	2109	1	2	1	3	0	1	4	3	2	1	4	0	3	1	0	2	1	5
gene1213	NC_015763.1	10237572	10244967	+	7396	541	547	607	340	549	719	759	615	411	529	550	476	492	591	491	495	617	637
gene1214	NC_015763.1	10245682	10249160	-	3479	192	205	206	105	204	183	264	189	145	172	145	153	152	159	208	156	232	205
gene1215	NC_015763.1	10250091	10252422	+	2332	176	221	194	137	208	192	230	191	172	129	181	165	176	216	171	194	205	236
gene1216	NC_015763.1	10253450	10256278	+	2829	131	140	103	58	94	116	157	94	102	91	103	81	90	99	96	90	114	100
gene1217	NC_015763.1	10255418	10272351	-	16934	1583	1738	1343	582	1286	1458	1613	1376	1239	1459	1329	1175	1300	1138	1259	1122	1588	1316
gene1218	NC_015763.1	10272731	10277464	+	4734	210	212	182	90	172	215	214	178	163	168	183	153	162	155	150	155	186	181
gene1219	NC_015763.1	10278556	10281218	+	2663	269	298	211	172	207	221	207	185	237	201	217	178	203	220	188	187	258	189
gene1220	NC_015763.1	10281686	10286459	+	4774	176	160	156	81	124	169	177	147	140	143	149	134	121	170	137	133	201	155
gene1221	NC_015763.1	10286674	10287446	-	773	130	114	148	211	149	156	282	110	124	142	155	136	126	159	124	159	187	183
gene1222	NC_015763.1	10287952	10311860	+	23909	1265	1320	1182	408	1060	1280	1368	1105	944	1204	988	953	1092	1068	1096	813	1070	1055
gene1223	NC_015763.1	10309082	10328491	-	19410	443	621	468	362	432	467	554	485	467	554	412	375	421	453	446	390	569	460
gene1224	NC_015763.1	10320515	10327946	+	7432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1225	NC_015763.1	10328915	10329932	-	1018	665	657	508	509	575	789	853	725	441	588	670	556	673	589	483	582	701	724
gene1226	NC_015763.1	10331614	10342578	+	10965	821	948	737	186	683	766	869	614	681	773	679	660	704	548	630	659	761	692
gene1227	NC_015763.1	10332494	10334359	-	1866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1228	NC_015763.1	10350339	10395364	+	45026	1304	1617	1751	1066	1397	1314	1794	1534	1170	1581	1451	1362	1319	1450	1180	1623	2128	1365
gene1229	NC_015763.1	10395480	10398056	-	2577	11412	10481	9052	8966	7754	11371	9877	8305	9718	7416	7869	6313	8891	9799	9401	6065	7421	9283
gene1230	NC_015763.1	10398531	10401059	-	2529	4906	3787	2331	2750	2381	4030	2789	3299	3564	2063	2428	1940	2626	2518	2984	1507	2112	2418
gene1231	NC_015763.1	10408476	10415963	-	7488	908	1062	1008	392	770	997	865	1174	658	689	1159	529	767	760	998	626	1030	731
gene1232	NC_015763.1	10419098	10421541	-	2444	1361	1179	1209	886	932	1220	1225	964	898	752	940	760	975	1166	976	651	820	1098
gene1233	NC_015763.1	10429107	10431646	+	2540	2	2	2	2	7	4	2	2	4	1	1	6	4	3	4	6	5	2
gene1234	NC_015763.1	10433401	10435534	+	2134	320	361	440	540	1234	963	1082	431	475	802	506	1101	985	738	918	576	819	853
gene1235	NC_015763.1	10434914	10446680	+	11767	112	131	113	55	89	95	104	81	93	94	92	75	90	80	94	81	89	76
gene1236	NC_015763.1	10455318	10515561	+	60244	949	1005	1033	480	1050	1065	1063	1214	895	1052	1061	956	999	906	1020	779	1189	1115
gene1237	NC_015763.1	10516014	10517885	+	1872	208	227	230	189	185	235	270	177	187	158	231	182	165	222	156	227	240	227
gene1238	NC_015763.1	10517782	10519191	+	1410	160	157	142	183	121	133	161	107	141	137	134	102	103	140	107	124	178	153
gene1239	NC_015763.1	10519104	10521119	-	2016	197	198	151	169	138	169	187	152	174	143	176	128	144	146	171	140	246	178
gene1240	NC_015763.1	10598750	10600343	+	1594	720	826	661	399	672	680	676	582	692	638	648	555	587	610	612	627	715	561
gene1241	NC_015763.1	10602711	10611206	+	8496	706	808	637	234	610	661	665	510	603	620	628	526	559	459	620	522	671	589
gene1242	NC_015763.1	10616471	10620086	-	3616	11	14	16	9	5	8	9	11	10	10	14	5	8	11	11	8	11	7
gene1243	NC_015763.1	10620033	10623032	+	3000	561	515	480	434	399	437	533	420	472	395	460	355	402	477	447	344	487	414
gene1244	NC_015763.1	10623321	10629529	-	6209	224	244	199	95	184	205	228	201	158	157	201	170	190	205	180	153	208	229
gene1245	NC_015763.1	10630589	10634665	+	4077	212	194	168	125	180	190	203	178	165	144	166	142	146	192	162	151	203	191
gene1246	NC_015763.1	10634978	10641160	+	6183	50	53	32	33	20	49	40	26	31	29	44	28	28	34	28	33	34	20
gene1247	NC_015763.1	10641375	10736057	-	94683	6883	6719	6603	2281	4800	6711	5893	5166	5055	5843	5616	3946	4715	5197	5004	3848	5746	4584
gene1248	NC_015763.1	10736437	10739667	-	3231	1054	1371	1168	1041	1372	1328	1905	1270	1308	1415	1024	1348	1317	1219	1177	1276	2046	1601
gene1249	NC_015763.1	10741781	10748288	-	6508	99	99	97	24	83	80	105	94	79	88	80	66	61	80	68	75	79	85
gene1250	NC_015763.1	10748851	10748922	-	72	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gene1251	NC_015763.1	10752062	10752133	-	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1252	NC_015763.1	10760977	10761048	-	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1253	NC_015763.1	10761312	10761383	-	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1254	NC_015763.1	10789828	10789899	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1255	NC_015763.1	10796979	10797058	+	80	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
gene1256	NC_015763.1	10797612	10797683	-	72	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gene1257	NC_015763.1	10798116	10798187	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1258	NC_015763.1	10804018	10804100	-	83	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1259	NC_015763.1	10805826	10808234	+	2409	2	0	1	1	3	3	0	1	4	3	1	1	2	0	4	1	5	5
gene1260	NC_015763.1	11145589	11173019	+	27431	28	39	41	15	13	41	41	32	28	47	21	21	29	18	18	12	30	28
gene1261	NC_015763.1	11202965	11205551	-	2587	1	2	2	0	0	1	1	3	1	5	0	2	4	0	5	3	9	1
gene1262	NC_015763.1	11206032	11216899	-	10868	2	5	8	2	7	4	1	5	3	10	6	8	4	6	5	10	9	4
gene1263	NC_015763.1	11220663	11234250	-	13588	360	322	276	133	217	246	306	371	229	278	243	250	219	229	273	181	317	207
gene1264	NC_015763.1	11235629	11239907	-	4279	5	10	7	3	7	15	10	10	3	3	4	9	9	1	3	3	7	6
gene1265	NC_015763.1	11251440	11251511	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1266	NC_015763.1	11251603	11251674	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1267	NC_015763.1	11251754	11251825	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1268	NC_015763.1	11252194	11252265	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1269	NC_015763.1	11252354	11252425	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1270	NC_015763.1	11252518	11252589	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1271	NC_015763.1	11253130	11253225	-	96	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1272	NC_015763.1	11262878	11262949	-	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1273	NC_015763.1	11297479	11573197	-	275719	44	50	34	26	33	57	28	28	47	41	36	41	40	27	42	22	38	20
gene1274	NC_015763.1	11446821	11454222	+	7402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1275	NC_015763.1	11448317	11450191	-	1875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1276	NC_015763.1	11455483	11459335	+	3853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1277	NC_015763.1	11479595	11533101	+	53507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1278	NC_015763.1	11588579	11588660	+	82	2	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
gene1279	NC_015763.1	11591086	11593468	+	2383	137	189	150	138	166	220	187	178	139	140	185	134	181	152	188	103	159	208
gene1280	NC_015763.1	11593863	11598023	-	4161	125	165	172	300	414	246	381	174	242	237	214	368	299	291	266	288	295	343
gene1281	NC_015763.1	11598272	11602511	-	4240	85	116	90	71	67	80	83	64	74	74	55	53	73	64	89	58	94	59
gene1282	NC_015763.1	11602651	11603803	+	1153	243	238	242	209	228	235	300	221	224	220	208	180	199	233	217	237	285	272
gene1283	NC_015763.1	11604812	11608745	-	3934	465	516	528	298	385	463	482	486	300	335	479	338	388	438	377	400	513	447
gene1284	NC_015763.1	11609857	11611782	-	1926	272	351	360	204	346	334	495	338	307	326	296	300	322	312	300	335	401	375
gene1285	NC_015763.1	11611717	11614224	+	2508	484	477	423	364	431	472	584	413	345	369	400	379	397	408	408	401	488	503
gene1286	NC_015763.1	11614436	11617253	+	2818	370	361	379	251	318	311	425	287	293	263	307	266	314	318	276	287	394	336
gene1287	NC_015763.1	11617347	11620814	-	3468	198	235	215	171	177	173	232	176	164	164	181	158	171	169	189	144	230	184
gene1288	NC_015763.1	11621533	11623845	+	2313	173	175	105	152	101	87	101	78	154	90	105	107	103	117	103	97	157	105
gene1289	NC_015763.1	11623910	11626330	+	2421	3	6	4	5	0	3	4	4	1	5	4	6	4	3	3	1	2	2
gene1290	NC_015763.1	11626407	11639199	-	12793	738	833	695	241	995	1063	824	1237	459	759	1006	971	1072	970	1341	637	857	1009
gene1291	NC_015763.1	11639172	11641142	+	1971	32	27	22	22	18	26	22	22	24	19	28	11	28	36	22	29	25	19
gene1292	NC_015763.1	11644873	11648039	-	3167	1478	1433	1417	987	1256	1293	1623	1362	1142	1221	1334	1202	1257	1276	1321	1245	1500	1419
gene1293	NC_015763.1	11649430	11663908	-	14479	1031	1098	950	433	799	998	966	882	930	1054	939	751	855	806	834	769	1097	785
gene1294	NC_015763.1	11667238	11669285	-	2048	389	400	395	253	336	299	347	274	382	325	319	301	305	291	343	337	350	343
gene1295	NC_015763.1	11669169	11673628	+	4460	411	405	506	338	344	324	427	279	368	324	352	320	289	383	293	335	407	337
gene1296	NC_015763.1	11673880	11699293	+	25414	116	92	125	39	80	131	84	119	74	78	89	72	92	136	99	39	49	82
gene1297	NC_015763.1	11700031	11702784	+	2754	83	154	251	411	455	183	431	290	239	581	183	456	285	265	250	405	317	419
gene1298	NC_015763.1	11703562	11706094	-	2533	1	1	0	4	2	2	5	2	0	2	0	3	0	1	1	3	1	1
gene1299	NC_015763.1	11713404	11718098	-	4695	937	834	1038	753	939	1001	1180	878	744	866	876	928	940	942	938	925	1142	990
gene1300	NC_015763.1	11717025	11782621	-	65597	1020	904	1044	394	958	945	1177	846	893	977	995	931	904	804	1028	925	1124	1066
gene1301	NC_015763.1	11784631	11786314	+	1684	143	143	147	128	120	154	215	135	109	114	143	107	120	129	119	125	157	151
gene1302	NC_015763.1	11788247	11791403	+	3157	177	154	157	106	149	150	164	139	118	113	119	143	122	134	141	130	166	157
gene1303	NC_015763.1	11792371	11793696	+	1326	67	74	72	54	42	56	52	57	51	48	61	32	44	65	47	45	43	53
gene1304	NC_015763.1	11793899	11806929	-	13031	1070	1199	1083	754	876	890	1026	914	981	938	951	796	915	854	877	929	1261	906
gene1305	NC_015763.1	11800595	11801869	+	1275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1306	NC_015763.1	11808467	11814679	-	6213	325	374	297	98	289	284	314	241	269	319	311	264	253	227	291	307	341	312
gene1307	NC_015763.1	11815563	11817610	-	2048	386	350	405	277	366	412	524	385	305	351	365	318	360	412	357	386	446	451
gene1308	NC_015763.1	11818242	11859799	+	41558	61	95	81	55	64	78	96	102	61	87	89	54	63	55	41	42	66	68
gene1309	NC_015763.1	11861019	11872439	-	11421	144	160	159	142	134	147	149	146	154	130	174	88	114	167	114	81	113	114
gene1310	NC_015763.1	11872761	11875308	+	2548	122	116	112	93	37	46	69	51	88	95	46	43	39	107	52	101	121	52
gene1311	NC_015763.1	11875420	11876503	-	1084	112	113	104	93	117	128	136	101	106	74	123	84	80	111	95	93	129	117
gene1312	NC_015763.1	11876988	11883935	+	6948	741	789	666	492	680	730	1020	792	590	727	669	692	648	594	533	736	871	694
gene1313	NC_015763.1	11878426	11880990	-	2565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1314	NC_015763.1	11884893	11889068	-	4176	314	348	305	187	261	322	356	278	290	272	248	257	261	286	278	250	316	280
gene1315	NC_015763.1	11889193	11893208	+	4016	162	137	142	79	117	116	133	113	125	110	128	107	108	106	123	100	129	113
gene1316	NC_015763.1	11894234	11941885	+	47652	1277	1590	1683	802	1414	1671	1852	1618	1093	1780	1510	1299	1440	1290	1332	1221	1839	1545
gene1317	NC_015763.1	11949143	11949560	-	418	31	22	29	1	21	28	35	23	20	25	22	12	18	12	17	12	15	16
gene1318	NC_015763.1	11949373	12000161	+	50789	3512	3345	3472	1131	2361	3603	3020	2790	2734	2874	2884	2285	2473	2782	2490	1847	2311	2492
gene1319	NC_015763.1	12001893	12270523	-	268631	168	151	157	54	100	189	121	124	101	110	148	74	118	115	112	78	115	107
gene1320	NC_015763.1	12337748	12339175	-	1428	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene1321	NC_015763.1	12344433	12345792	+	1360	0	1	0	1	0	4	0	1	1	1	2	1	2	1	1	4	3	2
