# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/work/02260/grovesd/lonestar/Ooceraea_biroi_genome/GCF_003672135.1_Obir_v5.4_genomic.gff" "-p" "-t" "gene" "-g" "ID" "-o" "feature_counts_out.tsv" "-T" "64" "--primary" "SRR2969431_dupsRemoved.bam" "SRR2969433_dupsRemoved.bam" "SRR2969435_dupsRemoved.bam" "SRR2969436_dupsRemoved.bam" "SRR2969437_dupsRemoved.bam" "SRR2969438_dupsRemoved.bam" "SRR2969440_dupsRemoved.bam" "SRR2969447_dupsRemoved.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR2969431_dupsRemoved.bam	SRR2969433_dupsRemoved.bam	SRR2969435_dupsRemoved.bam	SRR2969436_dupsRemoved.bam	SRR2969437_dupsRemoved.bam	SRR2969438_dupsRemoved.bam	SRR2969440_dupsRemoved.bam	SRR2969447_dupsRemoved.bam
gene-LOC105282479	NC_039509.1	5670898	5746410	-	75513	0	0	0	0	0	0	0	0
gene-LOC105282481	NC_039509.1	5774302	5776201	+	1900	2761	2357	2065	1828	2552	2345	3115	2562
gene-LOC105282482	NC_039509.1	5775902	5780901	-	5000	85	49	51	70	50	38	73	59
gene-LOC105282484	NC_039509.1	5782261	5784620	+	2360	1744	1835	985	996	943	1113	1742	1973
gene-LOC105282483	NC_039509.1	5784731	5786716	+	1986	32	27	23	22	21	16	39	29
gene-LOC105282490	NC_039509.1	5786868	5796265	-	9398	22	29	13	122	28	102	26	60
gene-LOC105282489	NC_039509.1	5793873	5795677	+	1805	0	0	0	0	0	0	0	0
gene-LOC105282487	NC_039509.1	5796364	5797575	-	1212	1043	953	559	494	633	692	995	1014
gene-LOC105282486	NC_039509.1	5797949	5802629	+	4681	43	65	25	36	46	42	53	58
gene-LOC105282493	NC_039509.1	5802537	5808462	-	5926	1322	843	731	1091	776	756	958	902
gene-LOC105282491	NC_039509.1	5807737	5812497	+	4761	3706	2127	1965	2410	2216	2216	3181	2843
gene-LOC105282495	NC_039509.1	5812686	5817357	-	4672	5703	4907	2517	2746	2482	2502	5438	4675
gene-LOC105282497	NC_039509.1	5817828	5820386	+	2559	2240	2332	1491	1292	1630	1292	2385	2091
gene-LOC105282496	NC_039509.1	5820254	5822896	-	2643	4975	4790	2800	2698	3200	2985	5130	4446
gene-LOC105282498	NC_039509.1	5825128	5831068	+	5941	61	37	23	33	51	43	65	38
gene-LOC105282499	NC_039509.1	5831719	5832982	-	1264	1181	987	674	565	704	651	1264	997
gene-LOC105282500	NC_039509.1	5833414	5852953	-	19540	876	795	451	626	627	591	1081	870
gene-LOC105282501	NC_039509.1	5853089	5856932	-	3844	6172	6713	3849	3546	3603	3957	6057	6399
gene-LOC105282505	NC_039509.1	5859820	5878389	-	18570	6057	5242	3647	3813	4157	3781	6611	5470
gene-LOC105282506	NC_039509.1	5878683	5881246	-	2564	5554	5445	3078	2609	3157	3315	6201	5577
gene-LOC105282507	NC_039509.1	5881619	5887377	+	5759	1260	963	567	780	695	806	1266	1043
gene-LOC105282508	NC_039509.1	5887946	5922211	+	34266	1862	1569	915	1072	909	912	1820	1455
gene-LOC105282509	NC_039509.1	5922467	5924791	+	2325	1	7	5	6	10	1	3	4
gene-LOC105282594	NC_039509.1	5924873	5929044	-	4172	9	13	3	5	4	13	1	4
gene-LOC105282510	NC_039509.1	5931685	5933723	-	2039	194	210	189	138	167	120	281	167
gene-LOC113561805	NC_039509.1	5936718	5940054	+	3337	552	490	301	323	344	443	680	609
gene-LOC105282512	NC_039509.1	5940849	5949361	-	8513	9	21	25	14	16	12	11	10
gene-LOC113561822	NC_039509.1	5943827	5945659	+	1833	0	0	0	0	0	0	0	0
gene-LOC105282513	NC_039509.1	5960518	6071955	-	111438	4525	3737	2651	3077	2775	2300	4912	3670
gene-LOC105282515	NC_039509.1	6098314	6113287	-	14974	295	181	168	141	222	139	336	217
gene-LOC109611173	NC_039509.1	6130122	6133198	-	3077	7	3	3	4	3	0	1	2
gene-LOC105282596	NC_039509.1	6134151	6137272	-	3122	0	0	0	0	1	0	0	0
gene-LOC105282516	NC_039509.1	6150480	6162032	-	11553	1744	1759	1569	1717	1730	1396	2570	1572
gene-LOC113561760	NC_039509.1	6162035	6195332	-	33298	323	273	297	347	259	181	323	194
gene-LOC105282517	NC_039509.1	6208893	6283784	-	74892	1086	944	1062	1091	919	770	1217	811
gene-LOC105282519	NC_039509.1	6284507	6291772	-	7266	11621	10091	10270	9493	10786	9585	15229	8971
gene-LOC105282520	NC_039509.1	6291888	6293597	+	1710	6	1	3	8	2	1	1	2
gene-LOC105282521	NC_039509.1	6292487	6306723	-	14237	2387	2458	3141	2404	2203	1617	2217	1760
gene-LOC109611174	NC_039509.1	6302061	6305138	+	3078	0	0	0	0	0	0	0	0
gene-LOC105282522	NC_039509.1	6306830	6310064	-	3235	2353	1484	1615	1959	1597	1817	1867	1741
gene-LOC105282523	NC_039509.1	6310103	6317168	+	7066	9669	7971	7641	6918	8148	6937	11660	7776
gene-LOC105282525	NC_039509.1	6318288	6320995	-	2708	1645	1590	1023	925	1057	809	1895	1305
gene-LOC105282527	NC_039509.1	6325855	6338611	+	12757	3065	2406	1801	1613	2430	1711	3574	2399
gene-Trnar-ucg-2	NC_039509.1	6333292	6333364	+	73	0	0	0	0	0	0	0	0
gene-LOC105282526	NC_039509.1	6338616	6340082	-	1467	2872	3552	2002	1639	1910	2009	2703	3375
gene-LOC105282528	NC_039509.1	6340195	6344643	+	4449	1551	1269	875	962	1192	769	1821	1373
gene-LOC105282530	NC_039509.1	6344848	6409278	-	64431	28199	27015	18124	19717	19698	15692	30559	24104
gene-LOC105282531	NC_039509.1	6410340	6414404	-	4065	4063	3745	2229	2393	2666	2457	4495	3972
gene-LOC109611175	NC_039509.1	6414255	6417018	+	2764	672	816	593	475	585	594	782	811
gene-LOC105282532	NC_039509.1	6418326	6426221	-	7896	1338	1889	1455	1293	1291	1487	1557	1718
gene-Trnag-ucc	NC_039509.1	6426302	6426373	-	72	0	0	0	0	0	0	0	0
gene-Trnag-ucc-2	NC_039509.1	6426639	6426710	-	72	0	0	0	0	1	0	0	0
gene-Trnag-ucc-3	NC_039509.1	6426803	6426874	-	72	0	0	0	0	0	0	0	0
gene-Trnag-ucc-4	NC_039509.1	6426965	6427036	-	72	0	0	0	0	0	0	0	0
gene-Trnag-ucc-5	NC_039509.1	6427126	6427197	-	72	0	0	0	0	0	0	0	0
gene-Trnag-ucc-6	NC_039509.1	6427288	6427359	-	72	0	0	0	0	0	0	0	0
gene-Trnag-ucc-7	NC_039509.1	6427450	6427521	-	72	0	0	0	0	0	0	0	0
gene-Trnag-ucc-8	NC_039509.1	6427612	6427683	-	72	0	0	0	0	0	0	0	0
gene-Trnag-ucc-9	NC_039509.1	6427776	6427847	-	72	0	0	1	0	0	0	0	0
gene-Trnaa-ugc	NC_039509.1	6465522	6465593	+	72	0	0	0	0	0	0	0	0
gene-Trnal-uag	NC_039509.1	6474007	6474086	+	80	0	0	0	0	0	0	0	0
gene-Trnaq-cug	NC_039509.1	6474639	6474710	-	72	1	0	0	0	0	0	0	0
gene-Trnaa-ugc-2	NC_039509.1	6475019	6475090	+	72	0	0	0	0	0	0	0	0
gene-Trnal-uaa-2	NC_039509.1	6480693	6480776	-	84	0	0	0	0	0	0	0	0
gene-LOC105282535	NC_039509.1	6744087	6780963	+	36877	124	142	129	109	148	135	128	139
gene-LOC105282537	NC_039509.1	6797450	6804313	-	6864	38	13	24	24	30	18	39	30
gene-LOC105282538	NC_039509.1	6804475	6807691	-	3217	0	3	0	0	0	0	0	3
gene-LOC105282542	NC_039509.1	6809979	6817396	-	7418	20	35	15	44	29	16	24	20
gene-LOC113561761	NC_039509.1	6815898	6823051	-	7154	7	11	8	14	7	2	10	5
gene-Trnaq-cug-2	NC_039509.1	6826915	6826986	+	72	0	0	0	0	1	0	0	0
gene-Trnaq-uug	NC_039509.1	6827067	6827138	+	72	0	0	0	0	0	1	0	0
gene-Trnaq-uug-2	NC_039509.1	6827219	6827290	+	72	0	0	0	0	0	0	0	0
gene-Trnaq-uug-3	NC_039509.1	6827371	6827442	+	72	0	0	0	0	0	0	0	0
gene-Trnaq-uug-4	NC_039509.1	6827523	6827594	+	72	0	0	0	0	0	0	0	0
gene-Trnaq-cug-3	NC_039509.1	6827675	6827746	+	72	0	0	0	0	0	0	0	0
gene-Trnaq-uug-5	NC_039509.1	6827827	6827898	+	72	0	0	0	0	0	0	0	0
gene-Trnaq-cug-4	NC_039509.1	6827979	6828050	+	72	0	0	0	0	0	0	0	0
gene-Trnaq-uug-6	NC_039509.1	6828131	6828202	+	72	0	0	0	1	0	0	0	0
gene-Trnay-gua-2	NC_039509.1	6828671	6828765	-	95	0	0	0	0	0	0	0	0
gene-Trnaq-uug-7	NC_039509.1	6835762	6835833	-	72	0	0	0	0	0	0	0	0
gene-LOC105282540	NC_039509.1	6863309	6865137	-	1829	12	5	11	12	21	12	6	11
gene-LOC105282539	NC_039509.1	6880214	6885533	+	5320	9	14	0	6	3	11	10	19
gene-LOC105282543	NC_039509.1	6911896	6913698	-	1803	808	739	514	421	482	508	894	682
gene-LOC105282545	NC_039509.1	6914307	6918432	+	4126	2511	2125	1356	1382	1401	1294	2570	2081
gene-LOC105282544	NC_039509.1	6917817	6922346	+	4530	366	469	201	279	185	266	307	429
gene-LOC105282546	NC_039509.1	6936282	6983836	+	47555	1053	706	573	683	613	476	919	611
gene-Trnal-aag-2	NC_039509.1	7042647	7042728	+	82	0	0	0	1	0	0	0	0
gene-LOC105282548	NC_039509.1	7044442	7049301	+	4860	218	336	218	245	247	202	267	234
gene-LOC105282549	NC_039509.1	7049385	7060541	-	11157	1363	1079	1065	987	1257	969	1661	844
gene-LOC105275706	NC_039509.1	7064973	7067929	-	2957	1089	986	499	638	595	823	1251	1331
gene-LOC105282554	NC_039509.1	7069030	7075460	+	6431	5065	5145	2973	2927	3002	2974	5720	5167
gene-LOC105282557	NC_039509.1	7075106	7080018	-	4913	802	828	598	418	681	504	904	701
gene-LOC105282555	NC_039509.1	7080361	7085847	-	5487	9228	7993	5726	4733	6142	4905	10382	7837
gene-LOC105282558	NC_039509.1	7086775	7092294	-	5520	5781	5230	3818	3275	4185	3474	6457	4728
gene-LOC105282559	NC_039509.1	7092641	7097742	+	5102	2413	2235	2081	1887	2076	2112	2797	2183
gene-LOC105282560	NC_039509.1	7097686	7102828	-	5143	3918	3874	2849	2580	3339	3346	4191	3270
gene-LOC105282561	NC_039509.1	7103237	7105663	-	2427	1632	1390	1255	927	1896	1172	2776	1598
gene-LOC105282562	NC_039509.1	7109443	7116494	+	7052	542	481	509	666	598	419	500	326
gene-LOC105282564	NC_039509.1	7116576	7118420	-	1845	30	19	18	12	15	6	19	17
gene-LOC105282563	NC_039509.1	7118654	7123006	+	4353	4507	4192	2288	2846	2465	2651	4609	4274
gene-LOC105282565	NC_039509.1	7123303	7134166	+	10864	1830	1766	1918	2157	1279	1164	806	602
gene-LOC105282567	NC_039509.1	7134710	7139648	+	4939	3512	2216	3511	3128	2780	2200	3007	2154
gene-LOC105282569	NC_039509.1	7139800	7141910	+	2111	1994	2091	1450	1266	1440	1434	2247	2168
gene-LOC105282568	NC_039509.1	7141680	7152824	-	11145	2783	2448	1982	1778	2359	1836	3334	2399
gene-LOC105282571	NC_039509.1	7154609	7157128	+	2520	850	841	458	601	427	681	889	924
gene-LOC105282570	NC_039509.1	7157089	7158414	-	1326	848	820	461	444	487	561	851	860
gene-LOC105282573	NC_039509.1	7158965	7164794	-	5830	805	1153	875	893	309	409	504	616
gene-LOC105282574	NC_039509.1	7160821	7161925	+	1105	0	0	0	0	0	0	0	0
gene-LOC105282572	NC_039509.1	7166148	7166994	+	847	461	442	329	360	343	361	530	471
gene-LOC105282575	NC_039509.1	7166933	7168878	+	1946	2808	2980	1971	2008	2036	1933	3006	2725
gene-LOC105282576	NC_039509.1	7168947	7171907	+	2961	371	474	231	312	211	298	508	495
gene-LOC105282577	NC_039509.1	7176209	7224257	-	48049	2506	1890	1347	1314	1237	897	2403	1559
gene-LOC105282578	NC_039509.1	7228746	7250168	+	21423	221	205	137	156	114	93	176	133
gene-LOC113561797	NC_039509.1	7548084	7554534	-	6451	224	143	128	257	228	230	302	168
gene-LOC105277931	NC_039509.1	7628444	7629193	+	750	0	0	0	0	0	0	0	0
gene-LOC105277926	NC_039509.1	7646985	7650532	-	3548	0	0	3	1	0	0	0	0
gene-LOC113561763	NC_039509.1	7664747	7665208	+	462	0	0	0	0	0	0	0	0
gene-LOC113561766	NC_039509.1	7690543	7692183	-	1641	0	0	0	0	0	0	0	0
gene-LOC113561768	NC_039509.1	7718203	7718640	-	438	0	0	0	0	0	0	0	0
gene-LOC113561769	NC_039509.1	7722843	7723280	+	438	0	0	0	0	0	0	0	0
gene-LOC105274761	NC_039509.1	7736687	7746636	+	9950	19	40	18	12	19	11	14	24
gene-LOC105286181	NC_039509.1	7784070	7786182	+	2113	3	8	4	4	9	7	16	17
gene-LOC105286180	NC_039509.1	7786752	7797840	-	11089	796	848	332	484	739	905	1038	863
gene-LOC105286178	NC_039509.1	7797927	7799516	+	1590	3080	2831	1876	1538	2155	1961	3372	2957
gene-LOC105286182	NC_039509.1	7802662	7807262	+	4601	8660	8849	6429	5986	6995	7111	10515	9130
gene-LOC105286183	NC_039509.1	7807998	7814106	-	6109	6968	6031	4021	4270	4336	4111	7604	5845
gene-LOC105286184	NC_039509.1	7814228	7820161	-	5934	4097	2962	2006	2786	1792	2514	3489	3130
gene-LOC113561739	NC_039509.1	7824073	7824636	-	564	260	333	145	154	150	176	206	263
gene-LOC113561741	NC_039509.1	7830388	7833421	-	3034	1435	1431	959	983	879	1033	1326	1187
gene-LOC113561740	NC_039509.1	7834656	7835345	-	690	1670	1481	894	1095	868	989	1863	1521
gene-LOC105283421	NC_039509.1	7840326	7843248	+	2923	623	676	439	383	470	404	746	695
gene-LOC105283423	NC_039509.1	7843623	7846549	+	2927	830	789	493	472	521	474	980	862
gene-LOC105283422	NC_039509.1	7846543	7850013	-	3471	2113	2160	1265	1410	1327	1367	2261	1866
gene-LOC113561736	NC_039509.1	7857554	7862616	+	5063	12	18	4	5	12	6	4	7
gene-LOC113561735	NC_039509.1	7863164	7867790	+	4627	56	69	40	48	35	46	53	72
gene-LOC113561770	NC_039509.1	7869564	7872069	-	2506	147	176	75	110	80	97	150	162
gene-LOC105283523	NC_039509.1	7872192	7875298	-	3107	2500	3605	1490	1766	1365	2276	2252	3792
gene-LOC113561447	NC_039509.1	7891830	7893978	+	2149	654	580	341	354	428	413	747	662
gene-LOC113561771	NC_039509.1	7893875	7897349	-	3475	1721	1677	1049	1139	1068	1116	1797	1669
gene-LOC105284614	NC_039509.1	7917240	7920749	-	3510	2322	2376	1469	1251	1601	1533	2485	2501
gene-LOC105284615	NC_039509.1	7921124	7927043	+	5920	1388	1292	1038	929	1095	904	1514	1200
gene-LOC105284613	NC_039509.1	7928659	7930272	+	1614	3776	3509	2182	1753	2299	2163	3792	3449
gene-LOC105284612	NC_039509.1	7930842	7935661	-	4820	7404	7916	4845	4057	5296	5197	8273	8467
gene-LOC113561866	NC_039509.1	7936898	7939338	-	2441	96	119	59	94	61	76	108	150
gene-LOC105284610	NC_039509.1	7939933	7951647	+	11715	6155	5444	3917	4237	3713	4607	6612	5155
gene-LOC113561867	NC_039509.1	7954168	7957372	+	3205	110	139	77	56	56	50	95	83
gene-LOC105284608	NC_039509.1	7963801	7967388	-	3588	2722	2282	1668	1615	1869	1701	2956	2566
gene-LOC105284609	NC_039509.1	7967679	7973356	+	5678	11384	12578	7873	7512	7244	8462	11940	12921
gene-LOC105284605	NC_039509.1	7973463	7983995	+	10533	2538	2332	2704	2455	2841	2505	2728	2160
gene-LOC105285352	NC_039509.1	7990881	8011006	-	20126	4419	4105	3676	3633	3651	3590	4700	3744
gene-LOC105285354	NC_039509.1	8011606	8013371	+	1766	441	450	318	353	226	278	426	356
gene-LOC105285353	NC_039509.1	8013302	8015863	-	2562	2713	2482	1369	1354	1400	1547	2682	2407
gene-LOC113561767	NC_039509.1	8015988	8016532	+	545	2	5	0	0	1	0	3	1
gene-LOC105285358	NC_039509.1	8017099	8021284	-	4186	1434	1318	757	791	798	779	1302	1287
gene-LOC105285356	NC_039509.1	8021771	8029052	+	7282	2408	2490	2153	2150	2275	2258	2975	2095
gene-LOC105285355	NC_039509.1	8031499	8035613	-	4115	8071	5922	3560	3295	3730	3020	8252	5965
gene-LOC113561795	NC_039509.1	8040380	8042115	+	1736	1313	1216	751	716	881	918	1307	1310
gene-LOC105278906	NC_039509.1	8042670	8044196	-	1527	2082	1973	1144	1014	1247	1197	2062	2036
gene-LOC105287372	NC_039509.1	8044843	8047501	+	2659	8978	7836	5193	4700	5058	5470	8960	8010
gene-LOC105286817	NC_039509.1	8048316	8052657	+	4342	4855	4469	3150	3112	3210	3309	5577	4424
gene-LOC105286818	NC_039509.1	8052421	8056934	-	4514	14935	13033	8777	8924	9096	9497	16653	14158
gene-LOC105286816	NC_039509.1	8057948	8062827	+	4880	1859	1864	1432	1471	1325	1330	1487	1472
gene-LOC105286815	NC_039509.1	8063483	8064506	-	1024	3950	3989	2190	2256	2419	2889	4091	4439
gene-LOC105279247	NC_039509.1	8069539	8072621	+	3083	12	6	4	5	3	3	3	2
gene-LOC105279211	NC_039509.1	8081702	8096728	-	15027	42	65	48	77	52	81	41	33
gene-LOC113561773	NC_039509.1	8105903	8107124	+	1222	0	0	1	1	0	0	0	0
gene-LOC113561774	NC_039509.1	8109374	8109924	-	551	0	0	0	0	0	0	0	0
gene-LOC113561748	NC_039509.1	8130289	8131310	-	1022	11	9	9	5	1	6	8	3
gene-LOC109610892	NC_039509.1	8147398	8148654	+	1257	0	0	0	0	0	0	0	0
gene-LOC105283899	NC_039509.1	8150790	8151308	+	519	0	0	0	1	0	0	0	0
gene-LOC109610893	NC_039509.1	8151425	8151850	+	426	0	0	0	0	0	0	0	0
gene-LOC113561775	NC_039509.1	8158001	8160664	-	2664	2	1	0	4	0	1	1	5
gene-LOC113561753	NC_039509.1	8165773	8168201	-	2429	9	30	7	10	9	16	11	17
gene-LOC105275090	NC_039509.1	8169165	8170284	+	1120	1	0	2	1	0	0	1	0
gene-LOC105275089	NC_039509.1	8170210	8171587	-	1378	10	44	12	27	7	15	6	32
gene-LOC105275091	NC_039509.1	8187347	8210839	+	23493	415	238	191	243	470	279	724	318
gene-LOC113561776	NC_039509.1	8210922	8218539	+	7618	6	1	1	9	6	0	4	0
gene-LOC105275094	NC_039509.1	8231508	8233882	+	2375	3	1	0	0	1	1	0	0
gene-LOC113561777	NC_039509.1	8236584	8237831	-	1248	0	1	0	0	0	0	0	0
gene-LOC109610707	NC_039509.1	8249437	8250615	+	1179	0	0	0	0	0	0	0	0
gene-LOC113561779	NC_039509.1	8275260	8276006	-	747	0	0	0	0	0	0	0	0
gene-LOC113561780	NC_039509.1	8278096	8279584	-	1489	0	0	0	0	0	0	0	0
gene-LOC113561781	NC_039509.1	8294139	8296433	+	2295	0	0	0	0	0	0	0	0
gene-LOC113561782	NC_039509.1	8296473	8297777	+	1305	0	0	0	0	0	0	0	0
gene-LOC113561783	NC_039509.1	8298279	8299271	+	993	0	0	0	0	0	0	0	0
gene-LOC113561784	NC_039509.1	8313817	8317514	+	3698	1	0	0	0	0	0	0	0
gene-LOC113561863	NC_039509.1	8317851	8318487	-	637	0	0	0	1	0	0	0	0
gene-LOC105281281	NC_039509.1	8319713	8320465	+	753	9	9	3	4	1	1	9	2
gene-LOC113561785	NC_039509.1	8320362	8321093	+	732	17	21	13	9	8	10	15	14
gene-LOC105281282	NC_039509.1	8320869	8324118	-	3250	3419	3408	2228	1735	1826	1623	2787	2548
gene-LOC105280645	NC_039509.1	8327307	8443148	+	115842	15679	18725	9928	12137	8699	14223	11476	17322
gene-LOC113561872	NC_039509.1	8443256	8446519	-	3264	26	75	41	65	10	27	17	43
gene-LOC113561873	NC_039509.1	8445216	8447447	-	2232	34	97	38	72	20	31	20	65
gene-LOC109611049	NC_039509.1	8455601	8456115	+	515	2	8	0	1	0	1	1	3
gene-LOC105280648	NC_039509.1	8469054	8470045	-	992	0	1	1	1	1	3	0	5
gene-LOC105281454	NC_039509.1	8552083	8552883	+	801	0	0	0	0	0	0	0	0
gene-LOC113561790	NC_039509.1	8553014	8553679	+	666	0	0	0	0	0	0	0	0
gene-LOC113561791	NC_039509.1	8569906	8572981	-	3076	0	0	0	0	1	0	0	0
gene-LOC113561838	NC_039509.1	8572981	8573643	-	663	0	0	0	0	0	0	0	0
gene-LOC105281452	NC_039509.1	8583645	8584313	-	669	0	0	0	0	0	0	0	0
gene-LOC113561839	NC_039509.1	8593314	8603814	-	10501	6	0	9	11	2	10	4	1
gene-LOC105281494	NC_039509.1	8628514	8630561	+	2048	2	3	5	4	2	1	4	0
gene-LOC113561840	NC_039509.1	8630676	8632274	+	1599	12	9	8	9	3	6	8	9
gene-LOC113561841	NC_039509.1	8652784	8653779	+	996	0	0	0	0	0	0	0	0
gene-LOC105279214	NC_039509.1	8671318	8677838	+	6521	72	120	122	185	60	58	26	24
gene-LOC113561842	NC_039509.1	8723538	8724065	-	528	0	1	0	0	0	0	0	0
gene-LOC105280009	NC_039509.1	8770780	8790136	+	19357	3	1	3	4	1	5	1	0
gene-LOC113561843	NC_039509.1	8822201	8822770	+	570	0	0	0	0	0	0	0	0
gene-LOC113561844	NC_039509.1	8824387	8824965	+	579	0	0	0	0	0	0	0	0
gene-LOC113561845	NC_039509.1	8859383	8860453	-	1071	0	0	0	0	0	0	0	0
gene-LOC113561808	NC_039509.1	8860432	8861472	-	1041	0	0	0	0	0	0	0	0
gene-LOC113561847	NC_039509.1	8864083	8865942	-	1860	0	0	0	0	0	0	0	0
gene-LOC113561848	NC_039509.1	8896547	8896948	+	402	0	0	0	0	0	0	0	0
gene-LOC105285967	NC_039509.1	8915237	8917429	+	2193	0	0	0	0	0	0	0	0
gene-LOC105285966	NC_039509.1	8933403	8937574	-	4172	2	0	3	0	0	0	2	0
gene-LOC113561809	NC_039509.1	8946538	8958068	+	11531	4	6	1	6	2	5	4	2
gene-LOC113561807	NC_039509.1	8971082	8973712	-	2631	10	13	3	10	2	1	9	4
gene-LOC105283092	NC_039509.1	8979790	8981351	+	1562	39	29	15	19	7	8	13	14
gene-LOC105283091	NC_039509.1	8981313	8983857	-	2545	1532	2214	743	765	266	426	656	1103
gene-LOC105283098	NC_039509.1	9015083	9017836	-	2754	4	7	2	4	3	1	5	3
gene-LOC105283093	NC_039509.1	9019820	9044770	+	24951	43	28	18	38	32	18	30	25
gene-LOC105283067	NC_039509.1	9045992	9104293	-	58302	731	819	624	534	444	431	551	489
gene-LOC113561810	NC_039509.1	9054272	9054782	-	511	0	0	0	0	0	0	0	0
gene-LOC105283066	NC_039509.1	9059057	9059687	-	631	0	0	0	0	0	0	0	0
gene-LOC105283064	NC_039509.1	9059728	9070990	+	11263	0	0	0	0	0	0	0	0
gene-LOC105283063	NC_039509.1	9074105	9077132	+	3028	0	0	0	0	0	0	0	0
gene-LOC105275101	NC_039509.1	9111020	9182506	+	71487	1168	1069	825	795	518	573	522	571
gene-LOC113561395	NC_039509.1	9152298	9153064	+	767	0	0	0	0	0	0	0	0
gene-LOC105275099	NC_039509.1	9164853	9166339	+	1487	0	0	0	0	0	0	0	0
gene-LOC105275097	NC_039509.1	9182500	9183570	-	1071	1462	1599	972	720	1008	976	1525	1557
gene-LOC105275103	NC_039509.1	9186343	9203459	+	17117	5636	5026	3549	3391	4316	3040	6867	5320
gene-LOC109610709	NC_039509.1	9209287	9211348	-	2062	5	6	5	10	8	9	2	5
gene-LOC105275105	NC_039509.1	9211582	9221302	+	9721	395	366	204	224	228	205	403	357
gene-LOC105275106	NC_039509.1	9211686	9212683	-	998	0	0	0	0	0	0	0	0
gene-LOC109610710	NC_039509.1	9221843	9230551	-	8709	188	137	217	276	199	156	221	113
gene-LOC105275109	NC_039509.1	9243823	9261198	+	17376	408	329	361	331	356	330	455	343
gene-LOC105285520	NC_039509.1	9269777	9270598	-	822	40	46	29	31	10	16	4	4
gene-LOC105285521	NC_039509.1	9292333	9301226	+	8894	3137	2417	1618	1741	569	533	1021	801
gene-LOC105285524	NC_039509.1	9293697	9294632	-	936	0	0	0	0	0	0	0	0
gene-LOC109611367	NC_039509.1	9305236	9307564	-	2329	1	4	4	1	3	2	2	4
gene-LOC105285522	NC_039509.1	9311866	9313292	-	1427	1	0	1	0	0	0	1	1
gene-LOC113561793	NC_039509.1	9314307	9315797	-	1491	0	0	0	0	0	0	0	0
gene-LOC105284312	NC_039509.1	9315829	9317246	+	1418	0	0	0	0	0	0	0	0
gene-LOC113561837	NC_039509.1	9319439	9321666	+	2228	6	8	6	16	3	9	5	11
gene-LOC113561835	NC_039509.1	9321033	9322103	-	1071	12	4	2	3	2	4	10	5
gene-LOC105286830	NC_039509.1	9322339	9327478	+	5140	2437	2297	1631	1392	1737	1663	2678	2281
gene-LOC113561836	NC_039509.1	9324198	9325560	-	1363	0	0	0	0	0	0	0	0
gene-LOC105282693	NC_039509.1	9334319	9385395	-	51077	582	446	566	551	487	338	594	370
gene-LOC113561834	NC_039509.1	9359271	9370892	+	11622	0	0	0	0	0	0	0	0
gene-Trnan-guu	NC_039509.1	9366442	9366515	+	74	0	0	0	0	0	0	0	0
gene-LOC105282688	NC_039509.1	9385566	9391263	+	5698	48	31	34	24	34	26	40	36
gene-LOC105282690	NC_039509.1	9394385	9399568	+	5184	2510	2122	1734	1672	1643	1719	2981	2171
gene-LOC105282684	NC_039509.1	9403612	9419537	+	15926	23980	26795	14193	17029	11870	12187	21659	22086
gene-LOC105282681	NC_039509.1	9423704	9521529	+	97826	1302	1202	766	649	946	794	1716	1267
gene-LOC105282683	NC_039509.1	9425871	9515685	-	89815	0	0	0	0	0	0	0	0
gene-LOC105282680	NC_039509.1	9527564	9531370	+	3807	109	63	62	19	103	4	123	7
gene-LOC105282679	NC_039509.1	9531769	9534423	-	2655	31	12	6	8	16	6	39	13
gene-LOC105282678	NC_039509.1	9536436	9548552	+	12117	28	57	38	21	28	16	26	16
gene-LOC105282676	NC_039509.1	9551033	9562050	+	11018	4409	5481	2923	2451	3120	2790	4868	4468
gene-LOC105282666	NC_039509.1	9562200	9563422	-	1223	1428	1113	773	625	967	859	1648	1274
gene-LOC105282675	NC_039509.1	9564988	10017419	+	452432	22861	19173	13918	16759	12727	10842	20682	17765
gene-LOC105282667	NC_039509.1	9603530	9613527	-	9998	0	0	0	0	0	0	0	0
gene-LOC105282668	NC_039509.1	9616501	9618579	-	2079	0	0	0	0	0	0	0	0
gene-LOC113561828	NC_039509.1	9673125	9675014	+	1890	0	0	0	0	0	0	0	0
gene-LOC105282672	NC_039509.1	9682682	9685367	-	2686	0	0	0	0	0	0	0	0
gene-LOC113561827	NC_039509.1	9699273	9700586	-	1314	0	0	0	0	0	0	0	0
gene-LOC105282673	NC_039509.1	9720315	9723207	-	2893	0	0	0	0	0	0	0	0
gene-LOC105282692	NC_039509.1	9765134	9783157	-	18024	0	0	0	0	0	0	0	0
gene-LOC105282674	NC_039509.1	9853660	9867801	+	14142	0	0	0	0	0	0	0	0
gene-LOC109611199	NC_039509.1	9874549	9878702	+	4154	0	0	0	0	0	0	0	0
gene-LOC105282665	NC_039509.1	10017770	10173878	-	156109	4243	3752	3029	4076	3057	2770	4539	3468
gene-LOC105282664	NC_039509.1	10188227	10190487	+	2261	2757	2184	1301	1349	1643	1461	3234	2410
gene-LOC105282663	NC_039509.1	10190622	10204603	-	13982	4439	4921	3025	3235	2808	2955	4345	4680
